fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,132408000,263939000,131531000,131531000,42461000,44957000,34891000,89947000,None,8965000,8965000,None,263778000,-155000,2054000,10099000,51271000,2454000,None,48817000,41279000,42461000,52560000,48817000,ONTO
2024-09-30,USD,136379000,252210000,115831000,115831000,53072000,41916000,28277000,83307000,None,8667000,8667000,None,251506000,-724000,3897000,13114000,61015000,7964000,None,53051000,60072000,53072000,66186000,53051000,ONTO
2024-06-30,USD,128236000,242327000,114091000,126500000,48833000,39247000,27044000,79403000,None,8496000,8496000,None,242273000,-60000,3533000,13112000,57269000,4320000,None,52949000,50752000,48833000,61945000,52949000,ONTO
2024-03-31,USD,118285000,228846000,110561000,122885000,42738000,35881000,26554000,75547000,None,7361000,7361000,None,229488000,793000,3388000,13112000,50892000,4039000,None,46853000,43603000,42738000,55850000,46853000,ONTO
2023-12-31,USD,107966000,218856000,110890000,110890000,28230000,42366000,24021000,79736000,None,6456000,6456000,3167000,226063000,-860000,3372000,13349000,33826000,3517000,None,30309000,35188000,28230000,41579000,30309000,ONTO
2023-09-30,USD,106852000,207185000,100333000,100333000,34006000,32886000,26136000,72846000,None,5694000,5694000,None,206176000,-1001000,3203000,13824000,38699000,2813000,None,35886000,33797000,34006000,47830000,35886000,ONTO
2023-06-30,USD,100461000,190662000,90201000,90201000,24807000,34786000,27043000,75654000,None,4758000,4758000,None,188862000,-1710000,2899000,13825000,27855000,1959000,None,25896000,22735000,24807000,38632000,25896000,ONTO
2023-03-31,USD,104975000,199165000,94190000,94190000,29035000,34874000,27242000,75940000,None,3448000,3448000,3167000,198858000,-281000,2916000,13824000,32202000,3134000,None,29068000,31550000,29035000,42859000,29068000,ONTO
2022-12-31,USD,137222000,253270000,116048000,116048000,61212000,34362000,27825000,76010000,None,2457000,2457000,2457000,255384000,1884000,2398000,13823000,65553000,-661000,None,66214000,72009000,61212000,75035000,66214000,ONTO
2022-09-30,USD,138849000,254253000,115404000,115404000,59307000,33570000,32150000,79542000,None,1516000,1516000,1516000,253237000,-962000,2314000,13822000,59861000,7646000,None,52215000,47089000,59307000,73129000,52215000,ONTO
2022-06-30,USD,132127000,256310000,124183000,124183000,57451000,35219000,25637000,74676000,None,661000,661000,661000,255499000,-859000,2300000,13820000,57253000,5678000,None,51575000,46193000,57451000,71271000,51575000,ONTO
2022-03-31,USD,131023000,241350000,110327000,110327000,58744000,32119000,26341000,72279000,None,377000,377000,377000,241136000,-204000,2366000,13819000,58917000,5587000,None,53330000,46717000,58744000,72563000,53330000,ONTO
2021-12-31,USD,123803000,225644000,101841000,101841000,49855000,35420000,24836000,73948000,None,264000,264000,264000,225427000,-64000,3391000,13692000,50055000,3318000,None,46737000,45029000,49855000,63547000,46737000,ONTO
2021-09-30,USD,109358000,200589000,91231000,91231000,43126000,29428000,23811000,66232000,None,234000,234000,234000,200385000,-291000,3560000,12993000,43069000,6621000,None,36448000,36964000,43126000,56119000,36448000,ONTO
2021-06-30,USD,105456000,193387000,87931000,87931000,35941000,31684000,25507000,69515000,None,304000,304000,304000,193059000,-289000,3866000,12324000,35956000,905000,None,35051000,35021000,35941000,48265000,35051000,ONTO
2021-03-31,USD,90469000,169279000,78810000,78810000,27485000,28663000,21964000,62984000,None,361000,361000,361000,168008000,-1244000,3618000,12357000,26602000,2489000,None,24113000,22083000,27485000,39842000,24113000,ONTO
