fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,-5706000,1455000,7161000,454000,-5423000,6831000,171000,6878000,None,-2621000,None,2621000,1455000,421000,None,-33000,-8077000,-398000,None,-20314000,-7654000,-5423000,-5456000,-7679000,CARA
2024-09-30,USD,-9920000,2556000,12476000,1020000,-5988000,6475000,1362000,8544000,None,-1960000,None,1960000,2556000,766000,None,73000,-12476000,0,None,-5222000,-12380000,-5988000,-10443000,-12476000,CARA
2024-06-30,USD,-9487000,991000,10478000,1489000,-17306000,6408000,9308000,18297000,None,-1910000,None,1910000,991000,689000,None,77000,-20016000,0,None,-16617000,-19946000,-17306000,-18029000,-20016000,CARA
2024-03-31,USD,-7082000,2135000,9217000,662000,-29666000,6816000,21964000,31801000,None,-1982000,None,1982000,2135000,952000,None,42000,-30696000,0,None,-28714000,-30627000,-29666000,-28672000,-30696000,CARA
2023-12-31,USD,-4110000,3004000,7114000,690000,-32607000,6588000,28415000,35611000,None,None,None,604000,3004000,874000,None,82000,-32337000,0,None,-31733000,-32158000,-32607000,-31651000,-32337000,CARA
2023-09-30,USD,-1889000,4866000,6755000,1558000,-28898000,6755000,25451000,33764000,None,None,None,None,4866000,866000,None,521000,-28032000,0,None,-28032000,-27741000,-28898000,-28839000,-28032000,CARA
2023-06-30,USD,-612000,6933000,7545000,1418000,-32340000,7545000,30310000,39273000,None,None,None,None,6933000,861000,None,444000,-31479000,0,None,-31479000,-31108000,-32340000,-32280000,-31479000,CARA
2023-03-31,USD,-726000,6165000,6891000,2590000,-27650000,6891000,24334000,33815000,None,None,None,985000,6165000,985000,None,41584,-26665000,0,None,-26665000,-26094000,-27650000,-27592000,-26665000,CARA
2022-12-31,USD,-3201000,3261000,6462000,2130000,-31307000,6428000,26010000,34568000,None,None,None,61000,3261000,968000,None,54880,-30339000,0,None,-30339000,-29863000,-31307000,-31307000,-30339000,CARA
2022-09-30,USD,3901000,10813000,6912000,3055000,-23845000,6912000,24691000,34658000,None,None,None,61000,10813000,665000,None,27081,-23180000,0,None,-23180000,-23281000,-23845000,-23845000,-23180000,CARA
2022-06-30,USD,15433000,23003000,7570000,414000,-4472000,7570000,19905000,27475000,None,None,None,266000,23003000,266000,None,86065,-4206000,0,None,-4206000,-4530000,-4472000,-4409000,-4206000,CARA
2022-03-31,USD,-4557000,4790000,9347000,2081000,-27911000,9347000,21273000,32701000,None,None,None,162000,4790000,162000,None,60459,-27749000,0,None,-27749000,-29114000,-27911000,-27848000,-27749000,CARA
2021-12-31,USD,-10691000,821000,11512000,None,-33522000,11512000,22831000,34343000,None,None,None,None,821000,140000,None,71391,-33382000,0,None,-33382000,-33741000,-33522000,-33522000,-33382000,CARA
2021-09-30,USD,14390000,20272000,5882000,None,-1124000,5882000,15514000,21396000,None,None,None,None,20272000,111000,None,54000,-1013000,0,None,-1013000,-1007000,-1124000,-1062000,-1013000,CARA
2021-06-30,USD,-5651000,0,5651000,None,-30876000,5651000,25225000,30876000,None,None,None,None,0,131000,None,55806,-30745000,0,None,-30745000,-30762000,-30876000,-30815000,-30745000,CARA
2021-03-31,USD,-4321000,2044000,6365000,None,-23561000,6365000,19131000,25496000,None,None,None,None,2044000,260000,None,55213,-23301000,0,None,-23301000,-23362000,-23561000,-23498000,-23301000,CARA
2020-12-31,USD,112089000,112089000,6659000,None,78290000,6659000,27140000,33799000,None,None,None,None,112089000,364000,None,55131,78654000,-255000,None,78290000,78619000,78290000,78352000,78909000,CARA
2020-09-30,USD,4113000,9332000,5219000,None,-17020000,5219000,21067000,26286000,None,None,None,None,9332000,379000,None,52750,-16641000,-132000,None,-16509000,-16781000,-17020000,-16969000,-16509000,CARA
2020-06-30,USD,284000,5694000,5410000,None,-25884000,5410000,26108000,31518000,None,None,None,None,5694000,634000,None,51116,-25250000,-182000,None,-25068000,-24365000,-25884000,-25836000,-25068000,CARA
2020-03-31,USD,3535000,8093000,4558000,None,-30001000,4558000,33536000,38094000,None,None,957000,None,8093000,957000,None,47300,-29044000,-122000,None,-28922000,-29160000,-30001000,-29953000,-28922000,CARA
