fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,61148000,110521000,49373000,16214000,1654000,7589000,None,59494000,2506000,-69233000,2506000,366000,0,None,31758000,41784000,-24041000,60000,71739000,-34380000,-23417000,-23675000,18109000,-24101000,ILPT
2024-09-30,USD,58503000,108945000,50442000,15339000,-836000,7237000,None,59339000,3134000,-70802000,3134000,-133629000,0,None,31510000,43205000,-24957000,33000,73936000,-35407000,-31974000,-836000,42369000,-24990000,ILPT
2024-06-30,USD,52051000,110621000,58570000,58570000,34905000,7939000,None,60567000,None,-70696000,2935000,73631000,None,None,None,43421000,-35791000,36000,None,-33479000,-34989000,34905000,78326000,-33479000,ILPT
2024-03-31,USD,-12261000,39005000,51266000,59438000,-73849000,7689000,None,61588000,2852000,-73230000,2852000,73230000,0,None,31540000,43577000,-23370000,33000,73230000,-33902000,-26361000,49860000,93437000,-23403000,ILPT
2023-12-31,USD,-13594000,38459000,52053000,13560000,-76095000,7414000,None,62501000,2571000,-72979000,2571000,72979000,0,None,31717000,44450000,-31249000,-9000,72979000,-41402000,-43211000,41730000,86180000,-31240000,ILPT
2023-09-30,USD,-14411000,37213000,51624000,14926000,-75942000,7712000,None,61531000,2397000,-72941000,2397000,72941000,0,None,31081000,43912000,-26061000,51000,72941000,-36191000,-30457000,46880000,90792000,-26112000,ILPT
2023-06-30,USD,-17428000,35866000,53294000,15100000,-79241000,8131000,None,61813000,1797000,-71846000,1797000,71846000,-359000,4181000,31240000,44909000,-25783000,45000,72205000,-36580000,-14226000,46063000,90972000,-25828000,ILPT
2023-03-31,USD,-14750000,38614000,53364000,16467000,-77432000,7907000,None,62682000,1146000,-70771000,1146000,70771000,0,4133000,31224000,45457000,-24792000,17000,70771000,-35546000,-31827000,45979000,91436000,-24809000,ILPT
2022-12-31,USD,-20293000,34574000,54867000,14164000,-83737000,7981000,None,63444000,763000,-71765000,763000,71765000,0,-25000,31222000,46886000,-31111000,-68000,71765000,-41759000,-21440000,40654000,87540000,-31043000,ILPT
2022-09-30,USD,-66109000,103215000,58215000,13749000,-132777000,9110000,None,66668000,1068000,-89739000,1068000,89739000,-21370000,-17005000,31639000,48519000,-45599000,28000,111109000,-83974000,-40899000,44140000,92659000,-45627000,ILPT
2022-06-30,USD,-123491000,29664000,153155000,13275000,-283699000,9709000,None,160208000,354000,-77548000,354000,77548000,0,1954000,28383000,42699000,-143523000,16000,77548000,-151321000,-139875000,-65975000,-23276000,-143539000,ILPT
2022-03-31,USD,1825000,30780000,28955000,9436000,-33902000,6077000,None,35727000,1710000,-40999000,None,40999000,404000,2609000,14992000,22878000,-6445000,69000,41827000,-9787000,-2606000,34554000,57432000,-6514000,ILPT
2021-12-31,USD,39625000,57513000,17888000,7781000,16793000,4006000,None,23772000,None,-9157000,None,9157000,-940000,46577000,8957000,13396000,63303000,96000,9157000,27744000,63207000,72460000,85856000,63207000,ILPT
2021-09-30,USD,29415000,46837000,17422000,7617000,7576000,4728000,None,20899000,None,-9084000,None,9084000,940000,1938000,8243000,12694000,18379000,72000,9084000,17309000,18307000,27463000,40157000,18307000,ILPT
2021-06-30,USD,28827000,45537000,16710000,7489000,7776000,4234000,None,21051000,None,-8643000,None,8643000,0,1876000,7640000,11830000,18873000,42000,8643000,16955000,18831000,27516000,39346000,18831000,ILPT
2021-03-31,USD,29042000,45476000,16434000,7247000,7632000,3756000,None,21410000,None,-8741000,None,8741000,0,2581000,7617000,12678000,19400000,63000,8741000,16756000,19337000,28141000,40819000,19337000,ILPT
2020-12-31,USD,53108000,73068000,19960000,8406000,28132000,4723000,None,24976000,0,-11009000,None,11009000,0,24525000,9514000,15215000,40390000,75000,11009000,39611000,40315000,51399000,66614000,40315000,ILPT
2020-09-30,USD,28374000,52220000,23846000,9036000,-983000,5180000,None,29357000,0,-12886000,None,12886000,0,None,11518000,18488000,14102000,13000,12886000,13814000,14089000,26988000,45476000,14089000,ILPT
2020-06-30,USD,28654000,52025000,23371000,8932000,242000,4846000,None,28412000,2000,-13205000,2000,13205000,120000,122000,11495000,18525000,14947000,126000,13085000,14557000,14821000,28152000,46677000,14821000,ILPT
2020-03-31,USD,-37640000,49759000,23121000,8811000,-65942000,4831000,None,28302000,111000,-14519000,111000,14519000,0,111000,11294000,18290000,12909000,63000,14519000,12694000,12846000,27428000,45718000,12846000,ILPT
2019-12-31,USD,62199000,62199000,22097000,8721000,62199000,4058000,None,27335000,163000,-14641000,163000,14641000,62199000,None,11016000,18039000,11714000,40000,14641000,62199000,62199000,26355000,44394000,11674000,ILPT
2019-09-30,USD,-36730000,60958000,22043000,8586000,-63594000,4475000,None,26864000,81000,-14687000,81000,14687000,60958000,164000,10964000,17568000,10985000,63000,14687000,10839000,10876000,25672000,43240000,10922000,ILPT
2019-06-30,USD,-35489000,60090000,21565000,7495000,-61252000,4856000,None,25763000,138000,-13924000,138000,13924000,60090000,268000,10341000,16709000,13176000,60000,13924000,12986000,13187000,27100000,43809000,13116000,ILPT
2019-03-31,USD,-21007000,45987000,13411000,5565000,-37804000,3800000,None,16797000,361000,-7596000,7235000,7596000,45987000,765000,5856000,9611000,16794000,8000,7596000,16382000,16852000,24390000,34001000,16786000,ILPT
2018-12-31,USD,42074000,42074000,10581000,5233000,42074000,2921000,None,14152000,66000,-4675000,None,4675000,42074000,None,5066000,7660000,18296000,8000,4675000,42074000,42074000,22971000,30631000,18288000,ILPT
2018-09-30,USD,95865000,105941000,10076000,4942000,22132000,2924000,None,13357000,71000,-4052000,None,4052000,34781000,71000,4748000,7152000,18151000,9000,4052000,18142000,18142000,22203000,29355000,18142000,ILPT
2018-06-30,USD,93850000,103628000,9778000,4582000,22236000,2888000,None,12602000,50000,-3552000,None,3552000,33880000,50000,4489000,6890000,18734000,8000,3552000,18726000,18726000,22286000,29176000,18726000,ILPT
2018-03-31,USD,96974000,106421000,9447000,4585000,23028000,2574000,None,13392000,13000,-3802000,None,3802000,34809000,13000,4478000,6873000,19239000,7000,3802000,19232000,19232000,23041000,29914000,19232000,ILPT
2017-12-31,USD,34784000,39395000,4611000,4611000,16039000,9252000,None,18645000,None,None,None,759000,None,None,4442000,6839000,15280000,11000,None,80103000,None,16039000,22878000,15269000,ILPT
2017-09-30,USD,34487000,39066000,4579000,4579000,23479000,546000,None,10083000,None,None,None,565000,None,None,4419000,6810000,22914000,11000,None,-2766000,None,23479000,30289000,22903000,ILPT
2017-06-30,USD,34266000,38605000,4339000,4339000,22146000,2564000,None,12120000,None,None,None,560000,None,None,4470000,6855000,21586000,11000,None,26216000,None,22146000,29001000,21575000,ILPT
