fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-01,USD,3828000,14408000,12562000,10580000,1846000,1982000,None,1982000,None,None,None,31000,14408000,None,None,None,2136000,559000,31000,1577000,1862000,1846000,None,1577000,PKE
2024-09-01,USD,4757000,16709000,14092000,11952000,2617000,2140000,None,2140000,None,None,None,35000,16709000,None,None,None,2816000,750000,35000,2066000,2864000,2617000,None,2066000,PKE
2024-06-02,USD,4099000,13970000,11888000,9871000,2082000,2017000,None,2017000,None,None,None,49000,13970000,None,None,None,1369000,376000,49000,993000,1216000,2082000,None,993000,PKE
2024-03-03,USD,4453000,16333000,13762000,11880000,2571000,1882000,None,1886000,None,None,None,60000,16333000,None,None,None,2900000,230000,60000,4453000,3328000,2571000,None,2670000,PKE
2023-11-26,USD,3169000,11639000,10274000,8470000,1365000,1804000,None,1804000,None,153000,None,-153000,11639000,None,None,None,1626000,423000,-153000,1203000,1693000,1365000,None,1203000,PKE
2023-08-27,USD,4079000,12481000,10255000,8402000,2226000,1853000,None,1853000,None,-171000,None,171000,12481000,None,None,None,2365000,619000,171000,1746000,1856000,2226000,None,1746000,PKE
2023-05-28,USD,4833000,15314000,13333000,10718000,2218000,2615000,None,2615000,None,-237000,None,237000,15551000,None,None,None,2542000,688000,237000,1854000,2570000,2218000,None,1854000,PKE
2023-02-26,USD,3851000,13530000,9679000,9679000,2220000,1631000,None,1639000,None,83000,None,-83000,13538000,None,None,None,2645000,-2061000,-83000,4706000,4745000,2220000,None,4706000,PKE
2022-11-27,USD,4444000,13867000,9423000,9423000,2921000,1523000,None,1523000,None,-130000,None,130000,13867000,None,None,None,3220000,990000,130000,2230000,1512000,2921000,None,2230000,PKE
2022-08-28,USD,4086000,13875000,9789000,9789000,2354000,1732000,None,1732000,None,16000,None,-16000,13875000,None,None,None,2575000,690000,-16000,1885000,1218000,2354000,None,1885000,PKE
2022-05-29,USD,4092000,12783000,8691000,8691000,2459000,1633000,None,1633000,None,-11000,None,11000,12783000,None,None,None,2592000,682000,11000,1910000,977000,2459000,None,1910000,PKE
2022-02-27,USD,4198000,12502000,8304000,8304000,2616000,1520000,None,1598000,None,-238000,None,238000,12502000,None,None,None,2705000,749000,238000,1956000,821000,2616000,None,1956000,PKE
2021-11-28,USD,3836000,13864000,10028000,10028000,2230000,1593000,None,1606000,None,-203000,None,203000,13864000,None,None,None,2310000,569000,203000,1741000,1256000,2230000,None,1741000,PKE
2021-08-29,USD,4411000,13618000,9207000,9207000,2753000,1488000,None,1658000,None,-221000,None,221000,13618000,None,None,None,2842000,820000,221000,2022000,1961000,2753000,None,2022000,PKE
2021-05-30,USD,5472000,13594000,8122000,8122000,3810000,1648000,None,1662000,None,-294000,None,294000,None,None,None,None,3927000,1182000,294000,2745000,2797000,3810000,None,2745000,PKE
