fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,None,0,None,None,-3000225,3000225,None,3000225,None,-7421,58,7479,None,None,None,58,-3007646,None,None,-3007646,None,-3000225,-3000167,-3007646,RAIN
2023-12-31,USD,None,0,None,None,-42679,42623,None,42679,None,-7470,10,7480,None,None,None,2919,-50149,None,None,-50149,None,-42669,-39750,-50149,RAIN
2023-09-30,USD,None,0,None,None,-8078000,4113000,3965000,8078000,None,1044000,1044000,7479,None,None,None,154000,-7034000,-154000,None,-7034000,None,-8078000,-7924000,-7034000,RAIN
2023-06-30,USD,None,0,None,None,-23231000,5414000,14980000,20394000,None,1167000,1167000,None,None,1167000,None,17000,-22064000,1670000,None,-22064000,None,-17557000,-17540000,-22064000,RAIN
2023-03-31,USD,None,0,None,None,-21743000,5066000,16677000,21743000,None,1259000,1259000,1259000,None,1259000,None,18000,-20484000,-1259000,None,-20484000,None,-21761000,-21743000,-19225000,RAIN
2022-12-31,USD,None,0,None,None,-23557000,4479000,19078000,23557000,None,882000,882000,533000,None,None,None,18000,-22675000,3000,None,-22678000,None,-23575000,-23557000,-22678000,RAIN
2022-09-30,USD,None,0,None,None,-18411000,3901000,14510000,18411000,None,370000,370000,370000,None,370000,None,18000,-18041000,-370000,None,-18041000,None,-18411000,-18393000,-17671000,RAIN
2022-06-30,USD,None,0,None,None,-17718000,3461000,14257000,17718000,None,107000,107000,107000,None,107000,None,22000,-17611000,-107000,None,-17611000,None,-17718000,-17696000,-17504000,RAIN
2022-03-31,USD,None,0,None,None,-17450000,3895000,13555000,17450000,None,56000,56000,56000,None,None,None,22000,-17394000,-56000,None,-17394000,None,-17450000,-17428000,-17338000,RAIN
2021-12-31,USD,None,0,None,None,-18077000,3405000,14672000,18077000,None,94000,94000,0,None,None,None,21000,-17983000,2000,None,-17985000,None,-18004000,-17983000,-17985000,RAIN
2021-09-30,USD,None,0,None,None,-18438000,3154000,15284000,18438000,None,11000,11000,0,None,12000,None,21000,-18426000,1000,None,-18426000,None,-18426000,-18405000,-18426000,RAIN
2021-06-30,USD,None,0,None,None,-8189000,2700000,5489000,8189000,None,6000,6000,0,None,None,None,14000,-8183000,6000,None,-8183000,None,-8183000,-8169000,-8183000,RAIN
2021-03-31,USD,None,0,None,None,-6808000,1480000,5328000,6808000,None,8000,8000,0,None,None,None,15000,-6800000,8000,None,-6800000,None,-6800000,-6785000,-6800000,RAIN
2020-12-31,USD,None,0,None,None,-5452000,1280000,4172000,5452000,None,9000,9000,0,None,None,None,12000,-5443000,9000,None,-5443000,None,-5443000,-5431000,-5443000,RAIN
2020-09-30,USD,None,0,None,None,-8484000,591000,7893000,8484000,None,-71000,0,71000,None,None,None,13000,-10446000,-1820000,None,-10446000,None,-10375000,-10362000,-10446000,RAIN
2020-06-30,USD,None,0,None,None,-2592000,1119000,1473000,2592000,None,-27000,6000,33000,None,None,None,12000,-2624000,28000,None,-2624000,None,-2591000,-2579000,-2624000,RAIN
2020-03-31,USD,None,0,None,None,-2430000,668000,1762000,2430000,None,-11000,20000,31000,None,None,None,15000,-2569000,-97000,None,-2569000,None,-2538000,-2523000,-2569000,RAIN
