fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,2767000,380762000,377995000,369882000,-11574000,4717000,None,10043000,None,-24194000,None,-19925000,378416000,759000,None,998000,-38827000,1241000,24194000,-38596000,-86702000,-11574000,-57754000,-40068000,TPIC
2024-06-30,USD,-24423000,309817000,334240000,313562000,-37015000,9211000,None,10414000,None,-22428000,None,22428000,309949000,227000,None,905000,-88677000,2412000,72000,-61496000,-150320000,-66249000,-65344000,-91089000,TPIC
2024-03-31,USD,-30251000,299062000,329313000,307084000,-38962000,6699000,None,7970000,None,-21385000,None,21385000,298422000,2479000,None,1089000,-58168000,3300000,21385000,-61797000,-62726000,-36783000,-35694000,-61468000,TPIC
2023-12-31,USD,-31704000,296986000,328690000,317107000,-46480000,6623000,1400000,44067000,None,-6078000,None,6078000,295102000,430000,None,35834000,-52238000,5362000,6078000,-59369000,-50243000,-46480000,-10326000,-57600000,TPIC
2023-09-30,USD,-2490000,372860000,372732000,367915000,-17181000,28709000,None,30863000,None,-1628000,None,1628000,372281000,376000,None,987000,-48815000,8007000,1628000,-56763000,-104064000,-47187000,-46200000,-56815000,TPIC
2023-06-30,USD,-40817000,381271000,414838000,411461000,-55651000,6767000,None,10054000,None,-1878000,-2000,1876000,379786000,682000,None,1039000,-64932000,287000,1878000,-65175000,-129038000,-63054000,-62015000,-65237000,TPIC
2023-03-31,USD,2705000,404066000,401361000,399381000,-7997000,7034000,None,8118000,None,-2528000,None,2528000,402852000,453000,None,1009000,-18267000,3900000,2528000,-15146000,-20117000,-15739000,-14730000,-22127000,TPIC
2022-12-31,USD,15965000,402276000,386311000,383060000,1841000,9771000,1100000,43386000,None,-2198000,-41000,2157000,209345000,1333000,None,35668000,-24615000,17913000,2198000,-32782000,-32278000,-22458000,13210000,-42528000,TPIC
2022-09-30,USD,-1112000,384438000,385550000,380729000,-11922000,8030000,None,9141000,None,-1149000,61000,1210000,470633000,991000,None,1198000,1433000,2900000,1149000,-1456000,-10139000,2643000,3841000,-1467000,TPIC
2022-06-30,USD,-1235000,392502000,393737000,386218000,-9530000,6688000,None,7567000,None,-913000,42000,955000,462254000,-48000,None,869000,372000,5882000,913000,-5510000,-14543000,1327000,2196000,-5510000,TPIC
