fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,978996000,1838615000,1383111000,864908000,488341000,510340000,46842000,565045000,9787000,-19584000,9787000,29371000,1838615000,2924000,None,7863000,478726000,106350000,29371000,372376000,391788000,488341000,496204000,372376000,MAT
2024-06-30,USD,517258000,1079728000,562470000,562470000,88002000,373810000,47419000,429256000,None,-17586000,12398000,29984000,None,None,None,41949000,59511000,9196000,None,56860000,None,89495000,131444000,56860000,MAT
2024-03-31,USD,388870000,780281000,870778000,420638000,-35518000,442317000,47610000,497750000,17282000,-30059000,17282000,30059000,810340000,-5613000,34513000,7823000,-49081000,-20800000,30059000,-28271000,-39046000,-19022000,-11199000,-28281000,MAT
2023-12-31,USD,790189000,1582609000,1687323000,830499000,140063000,597701000,50284000,905036000,9829000,-31300000,9829000,31300000,1613909000,-3683000,35409000,9323000,119993000,-27325000,31300000,128928000,176491000,151293000,160616000,147318000,MAT
2023-09-30,USD,977934000,1889097000,1470006000,940854000,473858000,519568000,49781000,578933000,4569000,-30716000,4600000,30716000,1919813000,2391000,36023000,9584000,455619000,309342000,30716000,146361000,109430000,486335000,495919000,146319000,MAT
2023-06-30,USD,489806000,1047298000,1053905000,597358000,62775000,447022000,49782000,506329000,4321000,-30642000,4300000,30642000,1077940000,2147000,34285000,9525000,41587000,14400000,30642000,27211000,18253000,72229000,81754000,27187000,MAT
2023-03-31,USD,325787000,785051000,956020000,488792000,-115037000,457767000,48756000,515704000,6519000,-31128000,6500000,31128000,816179000,1439000,33734000,9461000,-133471000,-27000000,31128000,-106470000,-83311000,-102343000,-92882000,-106471000,MAT
2022-12-31,USD,602661000,1330152000,1507081000,799259000,78996000,467724000,51306000,759433000,4334000,-33088000,4300000,33088000,1363240000,-35794000,36127000,9298000,21488000,5351000,33088000,-9292000,75693000,54576000,63874000,16137000,MAT
2022-09-30,USD,846878000,1715180000,1391769000,908902000,391372000,473559000,52204000,535071000,1903000,-33870000,1900000,33870000,1749050000,4293000,36752000,9308000,369882000,80000000,33870000,283663000,231996000,403752000,413060000,289882000,MAT
2022-06-30,USD,548918000,1181808000,1138845000,686769000,125080000,442404000,49306000,501382000,1959000,-32811000,2000000,32811000,1214619000,-7147000,35810000,9672000,93040000,26600000,32811000,60496000,79701000,125851000,135523000,66440000,MAT
2022-03-31,USD,482895000,1002270000,989882000,558406000,80067000,422151000,42635000,477056000,1202000,-33049000,1200000,33049000,1035319000,-9112000,35888000,9325000,45354000,23900000,33049000,21464000,33515000,78403000,87728000,21454000,MAT
2021-12-31,USD,884281000,1757776000,1694378000,910609000,257476000,580312000,50906000,833828000,1347000,-33248000,1300000,33248000,1788947000,-5017000,37426000,9467000,221257000,-4576000,33248000,213996000,235213000,254505000,263972000,225833000,MAT
2021-09-30,USD,842539000,1705050000,1398945000,919754000,389074000,469677000,47739000,526930000,753000,-52062000,800000,52062000,1757112000,-3901000,36121000,9514000,338322000,-456754000,52062000,790664000,779741000,390384000,399898000,795076000,MAT
2021-06-30,USD,488005000,987790000,986770000,538361000,49140000,438865000,46747000,495156000,584000,-38144000,600000,38144000,1025934000,-533000,36194000,9544000,15107000,20644000,38144000,-5493000,20173000,53251000,62795000,-5537000,MAT
2021-03-31,USD,411837000,643398000,867780000,462355000,33871000,393078000,43981000,427075000,820000,-130482000,800000,130482000,773880000,1086000,36533000,9514000,-92085000,20300000,213695000,-115218000,-128835000,38397000,47911000,-112385000,MAT
2020-12-31,USD,836242000,1568993000,1565553000,789521000,188085000,602553000,52885000,829181000,381000,-49322000,400000,49322000,1615618000,4320000,34453000,9460000,147801000,18749000,49322000,129817000,170350000,197123000,206583000,129052000,MAT
2020-09-30,USD,827728000,1574262000,1273879000,808736000,379501000,464759000,45495000,520067000,455000,-50415000,455000,50415000,1624677000,-1327000,38089000,9813000,333438000,22100000,50415000,315974000,303061000,383853000,393666000,311338000,MAT
2020-06-30,USD,318911000,678749000,797102000,413225000,-48078000,376127000,46486000,432300000,1025000,-49615000,1025000,49615000,728364000,-2662000,38330000,9687000,-98309000,12800000,49615000,-109172000,-82823000,-48694000,-39007000,-111109000,MAT
2020-03-31,USD,255183000,544481000,768119000,338886000,-149810000,419268000,44628000,479109000,2084000,-48980000,2084000,48980000,593461000,-3023000,43654000,9965000,-193810000,11892000,48980000,-210741000,-347140000,-144830000,-134865000,-205702000,MAT
2019-12-31,USD,713178000,1473705000,1406125000,760527000,67580000,645598000,53785000,645598000,1541000,-60163000,1541000,60163000,1473705000,995000,48154000,9950000,12282000,12107000,60163000,9182000,6274000,72445000,82395000,175000,MAT
2019-09-30,USD,686427000,1433930000,1358625000,795130000,150087000,551171000,48811000,612306000,821000,-47689000,821000,47689000,1481619000,-1264000,52672000,9824000,101996000,31400000,47689000,70555000,29437000,149685000,159509000,70596000,MAT
2019-06-30,USD,341384000,815618000,936433000,518679000,-51416000,405245000,52186000,469940000,1532000,-46234000,1532000,46234000,861852000,294000,51509000,9909000,-95824000,12163000,46234000,-107987000,-109715000,-49590000,-39681000,-107987000,MAT
2019-03-31,USD,239790000,636850000,851199000,449456000,-127011000,382614000,42445000,446933000,2272000,-46958000,2272000,46958000,683808000,-1904000,52071000,10429000,-173601000,2695000,46958000,-183718000,-155004000,-126643000,-116214000,-176296000,MAT
2018-12-31,USD,709594000,1524281000,398253000,814687000,105591000,398253000,50381000,398253000,832000,-49184000,None,49184000,1524281000,-741000,53220000,9170000,54235000,44596000,49184000,311341000,-14565000,103419000,112589000,9639000,MAT
2018-09-30,USD,613056000,1383245000,1372555000,824395000,121874000,504952000,48766000,596926000,785000,-48156000,None,48156000,1431401000,-1911000,62177000,10195000,72578000,66300000,48156000,6292000,-4666000,120734000,130929000,6278000,MAT
2018-06-30,USD,257160000,785453000,1099565000,587546000,-185233000,450387000,54081000,566100000,1699000,-43467000,None,43467000,828920000,-3063000,58901000,9532000,-230064000,7899000,43467000,-240922000,-322892000,-186597000,-177065000,-237963000,MAT
2018-03-31,USD,218873000,708372000,489499000,489499000,-276581000,509877000,52140000,660689000,3147000,-41079000,None,41079000,8318000,608000,58539000,10198000,-313905000,-2652000,41079000,-311253000,-268616000,-272826000,-262628000,-311253000,MAT
2017-12-31,USD,495137000,1610873000,1115736000,1111536000,-252820000,454423000,58461000,454423000,1440000,-36657000,None,36657000,-55671000,-60578000,60987000,10228000,-236361000,-61068000,36657000,-346836000,-94547000,-199704000,-189476000,-175293000,MAT
2017-09-30,USD,649749000,1563583000,913834000,913834000,86244000,381756000,58288000,624179000,1575000,-24646000,None,24646000,1613000,-1910000,61610000,4444000,-48935000,664510000,24646000,-603247000,-694043000,-24289000,-19845000,-713445000,MAT
2017-06-30,USD,401465000,976177000,574712000,574712000,-47330000,352943000,56684000,509538000,2296000,-21881000,None,21881000,-12985000,-5128000,58909000,4412000,-72585000,-17700000,21881000,-56075000,-34177000,-50704000,-46292000,-54885000,MAT
2017-03-31,USD,278778000,735618000,456840000,456840000,-122213000,332244000,51812000,461807000,2466000,-22030000,None,22030000,-28133000,-494000,59312000,4189000,-145631000,-32400000,22030000,-113231000,-74034000,-123601000,-119412000,-113231000,MAT
2016-12-31,USD,861388000,1834400000,973012000,973000000,262643000,348412000,55040000,348412000,1594000,-24985000,None,24985000,-76863000,-8749000,57858000,5861000,238945000,65100000,24985000,238945000,105903000,263930000,269791000,173845000,MAT
2016-09-30,USD,870765000,1795575000,924810000,924800000,317396000,350469000,54680000,613573000,2477000,-24989000,None,24989000,-49345000,-856000,58581000,5524000,294028000,57778000,24989000,236250000,222521000,319017000,324541000,236250000,MAT
2016-06-30,USD,433567000,957276000,523709000,523700000,-11660000,350456000,53748000,504512000,2713000,-22624000,None,22624000,-26293000,1819000,59356000,5537000,-29752000,-10638000,22624000,-19114000,-49776000,-7128000,-1591000,-19114000,MAT
2016-03-31,USD,388671000,869399000,480728000,480700000,-49146000,350874000,51836000,494946000,2360000,-22520000,None,22520000,-38831000,-24173000,60002000,5293000,-93479000,-20520000,22520000,-72959000,-54756000,-70959000,-65666000,-72959000,MAT
2015-12-31,USD,1003455000,1999744000,996289000,996200000,294053000,411967000,52992000,411967000,1473000,-22754000,None,22754000,-35658000,-1951000,59999000,6960000,270821000,55661000,22754000,270821000,171182000,293575000,300535000,215160000,MAT
2015-09-30,USD,879597000,1791968000,912371000,912400000,300773000,365579000,54278000,640137000,1990000,-21409000,None,21409000,-19389000,4785000,58400000,7035000,286139000,62355000,21409000,223784000,129736000,307548000,314583000,223784000,MAT
2015-06-30,USD,472858000,988152000,515294000,515300000,563000,367551000,57630000,537390000,2099000,-20706000,None,20706000,10062000,-1854000,57944000,7465000,-19898000,-8547000,20706000,-11351000,6802000,808000,8273000,-11351000,MAT
2015-03-31,USD,450448000,922749000,472301000,472300000,-54467000,402487000,52916000,564294000,1668000,-20401000,None,20401000,10979000,53000,56682000,6463000,-73147000,-14970000,20401000,-58177000,-165114000,-52746000,-46283000,-58177000,MAT
2014-12-31,USD,1005783000,1993966000,988183000,988200000,237009000,444964000,55193000,444964000,2144000,-22051000,None,22051000,14410000,-580000,55742000,14633000,216522000,66591000,22051000,216522000,20529000,238573000,253206000,149931000,MAT
2014-09-30,USD,1021138000,2021424000,1000286000,1000300000,409479000,392913000,53215000,676692000,1773000,-21009000,None,21009000,17610000,3937000,54377000,11818000,394180000,62344000,21009000,331836000,239413000,415189000,427007000,331836000,MAT
2014-06-30,USD,492570000,1062252000,569682000,569700000,1008000,391709000,51562000,569711000,2186000,-18965000,None,18965000,7730000,1400000,49576000,7622000,-14371000,-42696000,18965000,28325000,61782000,4594000,12216000,28325000,MAT
2014-03-31,USD,481531000,946177000,464646000,464700000,6218000,384479000,49497000,544687000,1279000,-17246000,None,17246000,7137000,328000,48006000,2631000,-9421000,1797000,17246000,-11218000,-1263000,7825000,10456000,-11218000,MAT
2013-12-31,USD,1150844000,2113216000,962372000,962372000,479307000,388661000,53899000,388661000,1472000,-20333000,None,20333000,10895000,1445000,46926000,3376000,461891000,92642000,20333000,461891000,413152000,482224000,485600000,369249000,MAT
2013-09-30,USD,1187980000,2206961000,1018981000,1019000000,528175000,410419000,52659000,735508000,1394000,-19576000,None,19576000,13484000,4350000,45760000,3468000,514343000,91507000,19576000,422836000,451177000,533919000,537387000,422836000,MAT
2013-06-30,USD,600008000,1169109000,569101000,569100000,94790000,391815000,47411000,573816000,1289000,-18259000,None,18259000,2181000,909000,44825000,2928000,78729000,5381000,18259000,73348000,38853000,96988000,99916000,73348000,MAT
2013-03-31,USD,540051000,995606000,455555000,455600000,65831000,369680000,47973000,545333000,1400000,-20337000,None,20337000,11012000,-2729000,41822000,2803000,44165000,5654000,20337000,38511000,21572000,64502000,67305000,38511000,MAT
2012-12-31,USD,1225933000,2255905000,1029972000,1030000000,373479000,579698000,48839000,579698000,1683000,-23483000,None,23483000,19247000,4990000,43575000,3083000,356669000,50189000,23483000,356669000,278067000,380152000,383235000,306480000,MAT
2012-09-30,USD,1115371000,2077816000,962445000,962400000,487367000,393211000,52070000,708878000,1472000,-22723000,None,22723000,21394000,731000,39003000,3081000,466847000,100910000,22723000,365937000,389095000,489570000,492651000,365937000,MAT
2012-06-30,USD,594522000,1158711000,564189000,564189000,131433000,350694000,47537000,423837000,1941000,-21524000,None,21524000,9195000,-489000,38414000,3082000,111361000,15143000,21524000,96218000,32532000,132885000,135967000,96218000,MAT
