fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,13777000,29639000,15862000,16913000,-8071000,4935000,None,21848000,None,-6047000,206000,6253000,304000,-6042000,None,10927000,1749000,0,6253000,-20361000,-9725000,-8071000,2856000,1749000,CHCT
2024-03-31,USD,14517000,29333000,14816000,16053000,-6090000,4554000,None,20607000,None,-5062000,1000,5062000,991000,-5061000,None,10262000,3665000,0,5062000,-11151000,8738000,8727000,18989000,3665000,CHCT
2023-12-31,USD,15150000,29124000,13974000,5598000,-4424000,3728000,None,19574000,None,-5019000,36000,5019000,1024000,-4983000,None,10248000,4673000,106000,5019000,-62976000,-8054000,9692000,19940000,4567000,CHCT
2023-09-30,USD,13807000,28735000,14928000,5456000,-6475000,3618000,None,20282000,None,-4641000,3000,4641000,1045000,-4961000,None,11208000,3713000,221000,4641000,3492000,9445000,8354000,19562000,3492000,CHCT
2023-06-30,USD,14804000,27810000,13006000,4786000,-2988000,3787000,None,17792000,None,-4140000,749000,4140000,1046000,-3441000,None,9219000,6627000,50000,4140000,-3038000,13978000,10767000,19986000,6577000,CHCT
2023-03-31,USD,1953000,27176000,25223000,4873000,-28143000,16205000,None,30096000,None,-3992000,25000,3992000,1048000,-4002000,None,9018000,-6887000,35000,3992000,-28178000,-13905000,-2895000,6123000,-6922000,CHCT
2022-12-31,USD,12876000,25342000,12466000,4156000,-3746000,4149000,None,16622000,None,-3464000,3000,3464000,959000,3000,None,8317000,5356000,118000,3464000,5238000,6437000,8820000,17137000,5238000,CHCT
2022-09-30,USD,13042000,24807000,11765000,4327000,-3050000,3762000,None,16092000,None,-3028000,7000,3028000,888000,7000,None,8003000,5694000,21000,3028000,5673000,14380000,8722000,16725000,5673000,CHCT
2022-06-30,USD,12362000,24049000,11687000,4062000,-3387000,3610000,None,15749000,None,-2755000,55000,2755000,852000,55000,None,8077000,5600000,16000,2755000,8284000,10803000,8355000,16432000,5584000,CHCT
2022-03-31,USD,12223000,23481000,11258000,4091000,-3126000,3316000,None,15349000,None,-2626000,1000,2626000,877000,1000,None,7942000,5507000,-17000,2626000,8149000,18046000,8133000,16075000,5524000,CHCT
2021-12-31,USD,12262000,23242000,10980000,3535000,-2253000,3155000,None,14515000,None,-2789000,1000,2789000,814000,238000,None,7825000,6305000,192000,2789000,-1584000,9402000,9094000,16919000,6113000,CHCT
2021-09-30,USD,12236000,23254000,11018000,4051000,-2833000,3206000,None,15069000,None,-2788000,2000,2788000,807000,2000,None,7812000,5399000,45000,2788000,8140000,6824000,8187000,15999000,5354000,CHCT
2021-06-30,USD,12256000,22688000,10432000,3843000,-2019000,2893000,None,14275000,None,-2736000,53000,2736000,682000,53000,None,7539000,5730000,20000,2736000,8393000,4082000,8466000,16005000,5710000,CHCT
2021-03-31,USD,11311000,21395000,10084000,3729000,-2502000,2859000,None,13813000,None,-2229000,1000,2229000,615000,1000,None,7225000,5354000,39000,2229000,7543000,9050000,7583000,14808000,5315000,CHCT
2020-12-31,USD,10773000,20124000,9351000,3485000,-2063000,2446000,None,12876000,None,-2124000,None,2124000,396000,156000,None,6905000,5379000,139000,2124000,30035000,6529000,7503000,14408000,5240000,CHCT
2020-09-30,USD,10838000,19344000,8506000,3563000,-1231000,2211000,None,12049000,None,-2064000,None,2064000,405000,None,None,6295000,5231000,20000,2064000,-3295000,6045000,7295000,13590000,5211000,CHCT
2020-06-30,USD,10242000,18280000,8038000,3223000,-1019000,1919000,None,11241000,None,-2183000,None,2183000,450000,-310000,None,6119000,4546000,20000,2183000,-3512000,3983000,6729000,12848000,4526000,CHCT
2020-03-31,USD,9685000,17936000,8251000,3343000,-1909000,2192000,None,11594000,None,-2249000,7000,2249000,508000,7000,None,6059000,4100000,0,2249000,6342000,-4518000,6349000,12408000,4100000,CHCT
2019-12-31,USD,16833000,16833000,8023000,2840000,5961000,2117000,None,10872000,None,-2513000,186000,2513000,541000,186000,None,5906000,3634000,1421000,2513000,2213000,4231000,5961000,11867000,2213000,CHCT
2019-09-30,USD,8444000,16259000,7815000,3327000,-2698000,2041000,None,11142000,None,-2483000,13000,2483000,541000,13000,None,5774000,2647000,2470000,2483000,2647000,590000,-2698000,3076000,2647000,CHCT
2019-06-30,USD,7241000,14316000,7075000,2993000,-2827000,1776000,None,10068000,None,-2251000,69000,2251000,955000,69000,None,5299000,2066000,2182000,2251000,2066000,-2061000,-2827000,2472000,2066000,CHCT
2019-03-31,USD,6410000,13441000,7031000,3075000,-3696000,1785000,None,10106000,None,-2054000,1885000,2054000,543000,169000,None,5246000,1450000,1885000,2054000,1450000,175000,-3696000,1550000,1450000,CHCT
2018-12-31,USD,12194000,12194000,6683000,2447000,3132000,1615000,None,9062000,None,-1817000,None,1817000,10069000,-42000,None,5029000,-3265000,-1380000,1817000,-1885000,-3863000,-1448000,3581000,-1885000,CHCT
2018-09-30,USD,6285000,12605000,6320000,2627000,-2730000,1395000,None,9015000,None,-1643000,None,1643000,10225000,52000,None,4925000,2008000,9000,1643000,-4321000,2572000,3651000,8576000,1999000,CHCT
2018-06-30,USD,6268000,12402000,6134000,2506000,-2372000,1504000,None,8640000,None,-1571000,None,1571000,10220000,226000,None,4630000,2437000,20000,1571000,-3717000,3224000,4008000,8638000,2417000,CHCT
2018-03-31,USD,23322000,11429000,6109000,2364000,14849000,1193000,None,8473000,None,-1268000,None,1268000,9635000,184000,None,4916000,1740000,-132000,1268000,13897000,2846000,3008000,7924000,1872000,CHCT
2017-12-31,USD,10962000,10962000,5784000,2579000,2599000,801000,None,8841000,None,-803000,248000,1051000,9103000,4000,None,4983000,1245000,-307000,1051000,1552000,2196000,2296000,7279000,1552000,CHCT
2017-09-30,USD,19019000,9444000,5613000,2225000,11181000,1069000,None,7838000,None,-836000,255000,1091000,8012000,64000,None,4544000,579000,0,1091000,10154000,629000,1670000,6214000,579000,CHCT
2017-06-30,USD,17539000,8930000,5116000,2140000,10283000,835000,None,7256000,None,-951000,258000,1209000,7338000,1000,None,4281000,466000,0,1209000,9075000,182000,1675000,5956000,466000,CHCT
2017-03-31,USD,16213000,8007000,4694000,1738000,9714000,770000,None,6499000,None,-336000,261000,597000,6618000,2000,None,3924000,913000,0,597000,9119000,761000,1510000,5434000,913000,CHCT
2016-12-31,USD,7392000,7783000,4615000,1504000,1422000,856000,None,5970000,None,-124000,267000,391000,5811000,2000,None,3558000,1033000,1424000,391000,1033000,1033000,1422000,4980000,1033000,CHCT
2016-09-30,USD,12331000,16498000,4167000,963000,7128000,671000,None,5203000,None,85000,270000,185000,4985000,9000,None,3496000,1064000,1249000,185000,6952000,1064000,7128000,10624000,1064000,CHCT
2016-06-30,USD,11368000,15595000,4227000,1228000,5883000,895000,None,5485000,None,339000,561000,222000,4530000,19000,None,3332000,508000,777000,222000,5680000,508000,5883000,9215000,508000,CHCT
2016-03-31,USD,8764000,12668000,3904000,1049000,4094000,806000,None,4670000,None,156000,536000,380000,3673000,None,None,2815000,116000,496000,380000,3714000,116000,4094000,6909000,116000,CHCT
2015-12-31,USD,4556000,4556000,5270000,1123000,300000,646000,None,4256000,None,121000,304000,183000,3050000,None,None,2416000,120000,303000,183000,121000,120000,300000,2716000,120000,CHCT
