fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,297940000,926019000,628079000,628079000,90892000,205995000,None,215502000,None,-2106000,None,2106000,926019000,None,None,11003000,88786000,22320000,1197000,66466000,95218000,90892000,101895000,66466000,FCN
2024-06-30,USD,311407000,949156000,637749000,638829000,104092000,206235000,None,215818000,None,-1410000,1909000,3319000,949156000,None,None,10749000,102682000,18735000,3319000,83947000,82229000,104092000,114841000,83947000,FCN
2024-03-31,USD,300800000,926834000,626034000,627050000,99633000,201870000,None,223714000,None,-1719000,1581000,1719000,928553000,None,None,10424000,99495000,19530000,1719000,79965000,68532000,101214000,111638000,79965000,FCN
2023-12-31,USD,320351000,934160000,613809000,613809000,115021000,194634000,None,219589000,None,15645000,19541000,3896000,915343000,None,None,11153000,103066000,21433000,3896000,81604000,109877000,106962000,118115000,81633000,FCN
2023-09-30,USD,290303000,889107000,598804000,598804000,107029000,186088000,None,197587000,None,-4474000,5147000,4474000,893261000,None,None,10379000,107702000,24385000,4474000,83317000,65089000,112176000,122555000,83317000,FCN
2023-06-30,USD,273795000,861889000,588094000,588094000,88709000,186371000,None,191947000,None,-3022000,3606000,3022000,864591000,-584000,None,10104000,85103000,22708000,3022000,62395000,68791000,88125000,98229000,62395000,FCN
2023-03-31,USD,250577000,804086000,553509000,553509000,66802000,184213000,None,200668000,None,-2939000,4281000,2939000,806706000,-1342000,None,9443000,62521000,14974000,2939000,47547000,57397000,65460000,74903000,47547000,FCN
2022-12-31,USD,255150000,781289000,526139000,526139000,72656000,164973000,None,188709000,None,12087000,14666000,2579000,774488000,-6500000,None,8853000,63577000,16079000,2579000,47498000,94961000,66156000,75009000,47498000,FCN
2022-09-30,USD,247057000,773711000,526654000,526654000,87710000,159186000,None,165849000,None,-2378000,5393000,2378000,775865000,7771000,None,8950000,93103000,15836000,2378000,77267000,28792000,95481000,104431000,77267000,FCN
2022-06-30,USD,232660000,752740000,520080000,520080000,64235000,167940000,None,174534000,None,-2448000,2994000,2448000,754992000,2994000,None,9188000,64781000,13353000,2448000,51428000,10749000,67229000,76417000,51428000,FCN
2022-03-31,USD,228140000,721244000,493104000,493104000,79277000,148971000,None,162737000,None,-2642000,2989000,2642000,723620000,-347000,None,8907000,76288000,16967000,2642000,59321000,53130000,78930000,87837000,59321000,FCN
2021-12-31,USD,204126000,688252000,484126000,484126000,51029000,138768000,None,148741000,None,18657000,23787000,5130000,-2097565000,896000,None,8638000,46795000,8587000,5130000,38208000,33845000,51925000,60563000,38208000,FCN
2021-09-30,USD,225968000,698203000,472235000,472235000,88533000,138600000,None,148080000,None,-5073000,5175000,5073000,702228000,5175000,None,8866000,88635000,19155000,5073000,69480000,50873000,93708000,102574000,69480000,FCN
2021-06-30,USD,216518000,707240000,490722000,490722000,83980000,133930000,None,140188000,None,-5294000,6206000,5294000,711486000,-912000,None,8604000,77774000,14992000,5294000,62782000,68589000,83068000,91672000,62782000,FCN
2021-03-31,USD,214104000,682528000,468424000,468424000,88506000,126546000,None,139539000,None,-4797000,1034000,4797000,686277000,1034000,None,8161000,84743000,20247000,4797000,64496000,59254000,89540000,97701000,64496000,FCN
2020-12-31,USD,186307000,626581000,440274000,440274000,70938000,112422000,None,125509000,None,18904000,23540000,4636000,-1838793000,-4291000,None,9006000,62011000,6422000,4636000,70938000,90205000,66647000,75653000,55589000,FCN
2020-09-30,USD,205070000,622249000,417179000,417179000,73070000,122102000,None,135989000,None,-5151000,8491000,5151000,622249000,-3340000,None,7948000,64579000,14407000,5151000,50172000,71502000,69730000,77678000,50172000,FCN
2020-06-30,USD,194841000,607852000,413011000,413011000,65599000,126928000,None,137028000,None,-5157000,2202000,5157000,607852000,2202000,None,7884000,62644000,14470000,5157000,48174000,57742000,67801000,75685000,48174000,FCN
2020-03-31,USD,202346000,604593000,402247000,402247000,73056000,126959000,None,138654000,None,-4861000,5017000,4861000,604593000,5017000,None,7823000,73212000,16465000,4861000,56747000,25645000,78073000,85896000,56747000,FCN
2019-12-31,USD,183546000,602218000,418672000,418672000,48200000,133032000,None,135346000,None,19132000,23967000,4835000,602218000,-3680000,None,7769000,39685000,10624000,4835000,29061000,52256000,44520000,52289000,29061000,FCN
2019-09-30,USD,212214000,593106000,380892000,380892000,82138000,127951000,None,137376000,None,-4832000,2973000,4832000,593106000,2973000,None,8080000,80279000,19857000,4832000,60422000,43789000,85111000,93191000,60422000,FCN
2019-06-30,USD,219853000,606119000,386266000,386266000,88095000,129906000,None,134258000,None,-4793000,2609000,4793000,606119000,2609000,None,7238000,85911000,21313000,4793000,64598000,59783000,90704000,97942000,64598000,FCN
2019-03-31,USD,202208000,551274000,349066000,349066000,87162000,113185000,None,124035000,None,-4746000,4587000,4746000,551274000,159000,None,7066000,82575000,19930000,4746000,62645000,67868000,87321000,94387000,62645000,FCN
2018-12-31,USD,164831000,504993000,340162000,340162000,44803000,118163000,800000,120028000,None,25521000,32597000,7076000,-9072000,-6169000,None,6988000,31558000,7834000,16148000,23724000,13539000,38634000,45622000,23724000,FCN
2018-09-30,USD,176535000,513012000,336477000,336477000,57112000,117448000,2000000,111592000,None,-7246000,None,7246000,13031000,14431000,None,8295000,64297000,19964000,7246000,44333000,40153000,71543000,79838000,44333000,FCN
2018-06-30,USD,181780000,512098000,330318000,330318000,61831000,117897000,2900000,125849000,None,-6583000,None,6583000,0,2474000,None,8488000,57722000,14113000,6583000,43609000,19926000,64305000,72793000,43609000,FCN
2018-03-31,USD,176657000,497774000,321117000,321117000,62259000,112128000,2900000,128469000,None,-6244000,None,6244000,0,-1800000,None,7765000,54215000,15270000,6244000,38945000,49391000,60459000,68224000,38945000,FCN
2017-12-31,USD,160145000,467711000,307566000,307566000,34525000,112043000,3100000,113942000,None,22779000,29326000,6547000,-77000,452000,None,7409000,28430000,-38458000,6547000,66888000,68774000,34977000,42386000,66888000,FCN
2017-09-30,USD,154111000,448962000,294851000,294851000,47068000,104161000,3300000,114591000,None,-6760000,None,6760000,0,1103000,None,7470000,41411000,9197000,6760000,32214000,43448000,48171000,55641000,32214000,FCN
2017-06-30,USD,140644000,444715000,304071000,304071000,29000,108119000,4300000,116464000,None,-6250000,None,6250000,None,1592000,None,7727000,-4629000,527000,6250000,-5156000,5018000,1621000,9348000,-5156000,FCN
2017-03-31,USD,137272000,446344000,309072000,309072000,27089000,107690000,4200000,123617000,None,-5801000,None,5801000,None,605000,None,8571000,21893000,7877000,5801000,14016000,21386000,27694000,36265000,14016000,FCN
2016-12-31,USD,133681000,441920000,308239000,308239000,10681000,116478000,4500000,118743000,None,23256000,29239000,5983000,None,571000,None,13341000,5269000,-1832000,5983000,7101000,-11138000,11252000,24593000,7101000,FCN
2016-09-30,USD,144340000,438042000,293702000,293702000,35074000,106220000,4500000,115165000,None,-6304000,None,6304000,None,3213000,None,9310000,31983000,10292000,6304000,21691000,17213000,38287000,47597000,21691000,FCN
2016-06-30,USD,156953000,460147000,303194000,303194000,44162000,108245000,4500000,119235000,None,-6303000,None,6303000,None,4125000,None,8078000,41984000,15437000,6303000,26547000,7738000,48287000,56365000,26547000,FCN
2016-03-31,USD,164649000,470285000,305636000,305636000,52239000,103609000,4000000,40869000,None,-6229000,None,6229000,None,2557000,None,7971000,48567000,18386000,6229000,-557000,29823000,54796000,62767000,30181000,FCN
2015-12-31,USD,142868000,442204000,299336000,299336000,23765000,116351000,4800000,119158000,None,41533000,47764000,6231000,400000,392000,None,8823000,17926000,7577000,6231000,10349000,6034000,24157000,32980000,10349000,FCN
2015-09-30,USD,153861000,455470000,301609000,301609000,45744000,105058000,4000000,115758000,None,-11696000,None,11696000,-19589000,-17562000,None,7458000,16486000,6177000,31285000,10309000,-6920000,28182000,35640000,10309000,FCN
2015-06-30,USD,157668000,449137000,291469000,291469000,47154000,109045000,4800000,120452000,None,-12473000,None,12473000,None,950000,None,7303000,35631000,13922000,12473000,21709000,21709000,48104000,55407000,21709000,FCN
2015-03-31,USD,153308000,432338000,279030000,279030000,47848000,102214000,5900000,118920000,None,-12368000,None,12368000,None,-137000,None,7808000,35343000,11657000,12368000,23686000,3204000,47711000,55519000,23686000,FCN
2014-12-31,USD,143469000,425158000,281689000,281689000,21906000,115965000,5500000,120020000,None,44050000,56538000,12488000,None,1205000,None,8808000,10623000,9702000,12488000,921000,-18138000,23111000,31919000,921000,FCN
2014-09-30,USD,157934000,451178000,293244000,293244000,46471000,102461000,4700000,114059000,None,-12634000,None,12634000,None,1014000,None,8180000,34851000,12329000,12634000,22522000,-20000,47485000,55665000,22522000,FCN
2014-06-30,USD,158775000,454324000,295549000,295549000,38932000,107032000,4600000,119584000,None,-12908000,None,12908000,None,1448000,None,9553000,27472000,10225000,12908000,17247000,24941000,40380000,49933000,17247000,FCN
2014-03-31,USD,151277000,425552000,274275000,274275000,40117000,108387000,4500000,138869000,None,-12655000,None,12655000,None,1003000,None,8585000,28465000,10348000,12655000,18117000,22845000,41120000,49705000,18117000,FCN
2013-12-31,USD,147097000,415998000,268901000,268901000,11450000,107196000,4100000,125633000,None,44039000,56815000,12776000,None,46000,None,8420000,-1280000,5859000,12776000,-7139000,-6751000,11496000,19916000,-7139000,FCN
2013-09-30,USD,159491000,414643000,255152000,255152000,-35599000,94513000,4200000,204555000,None,-12814000,None,12814000,None,1152000,None,8196000,-47261000,3360000,12814000,-50621000,-33506000,-34447000,-26251000,-50621000,FCN
2013-06-30,USD,155085000,414613000,259528000,259528000,60259000,96325000,3500000,123049000,None,-13071000,None,13071000,None,-387000,None,8016000,46801000,23315000,13071000,23486000,11772000,59872000,67888000,23486000,FCN
2013-03-31,USD,148698000,407178000,258480000,258480000,45329000,96647000,4000000,136095000,None,-12715000,None,12715000,None,937000,None,8006000,33551000,9871000,12715000,23680000,8171000,46266000,54272000,23680000,FCN
2012-12-31,USD,154265000,399345000,245080000,245080000,-55331000,94058000,4100000,228053000,None,49957000,63081000,13124000,-4850000,-3694000,None,7444000,-72149000,13728000,17974000,-85877000,-85474000,-59025000,-51581000,-85877000,FCN
2012-09-30,USD,144441000,386055000,241614000,241614000,46588000,88909000,4200000,121537000,None,-13208000,None,13208000,None,1584000,None,8026000,34964000,12251000,13208000,22713000,35444000,48172000,56198000,22713000,FCN
2012-06-30,USD,148023000,396243000,248220000,248220000,26832000,92460000,5100000,128423000,None,-15195000,None,15195000,None,-363000,None,10953000,11274000,3527000,15195000,7747000,-3213000,26469000,37422000,7747000,FCN
2012-03-31,USD,149610000,395228000,245618000,245618000,40947000,102589000,6500000,144682000,None,-15204000,None,15204000,None,3282000,None,7496000,29025000,10594000,15204000,18431000,31280000,44229000,51725000,18431000,FCN
2011-12-31,USD,157708000,390713000,233005000,233005000,68204000,92932000,6800000,113003000,None,50329000,64824000,14495000,None,895000,8271000,7074000,54604000,14723000,14495000,39881000,36197000,69099000,76173000,39881000,FCN
2011-09-30,USD,163827000,413802000,249975000,249983000,59422000,97618000,5100000,134664000,None,-14319000,None,14319000,None,486000,6115000,7420000,45589000,16150000,14319000,29439000,13566000,59908000,67328000,29439000,FCN
2011-06-30,USD,149593000,400437000,250844000,247036000,33642000,94442000,6000000,133159000,None,-14500000,None,14500000,None,2923000,None,8634000,22065000,6740000,14500000,16912000,17161000,36565000,45199000,15325000,FCN
2011-03-31,USD,138732000,361816000,223084000,219140000,44179000,88303000,5800000,112066000,None,-15310000,None,15310000,None,2000000,None,8590000,30869000,11611000,15310000,21798000,34077000,46179000,54769000,19258000,FCN
2010-12-31,USD,148289000,356248000,207959000,205190000,31600000,88222000,6500000,109566000,None,40042000,55705000,15663000,0,None,9486000,13105000,15620000,6765000,15663000,8855000,-171000,31283000,44388000,8855000,FCN
2010-09-30,USD,139309000,346140000,206831000,204095000,46908000,85936000,8100000,109147000,None,-11904000,None,11904000,-5161000,-2634000,7476000,6286000,32370000,12206000,17065000,21963000,39991000,44274000,50560000,20164000,FCN
2010-06-30,USD,137398000,349033000,211635000,209031000,49032000,82514000,5300000,99432000,None,-11378000,None,11378000,None,-141000,None,5852000,37513000,14161000,11378000,25066000,25066000,48891000,54743000,23352000,FCN
2010-03-31,USD,150866000,350040000,199174000,197460000,30852000,84567000,5400000,90492000,None,None,None,11318000,None,None,None,13794000,21888000,8275000,None,None,None,33206000,78236000,13613000,FCN
2009-12-31,USD,150544000,342938000,192394000,187590000,61913000,82300000,5100000,88078000,None,None,None,11446000,None,None,None,13574000,52540000,19150000,None,None,None,63986000,82917000,33390000,FCN
2009-09-30,USD,155433000,348637000,193204000,193204000,64286000,84976000,5300000,91147000,None,None,None,11434000,None,None,None,13585000,56182000,18626000,None,None,None,67616000,81201000,37556000,FCN
2009-06-30,USD,166344000,360525000,194181000,194181000,71353000,88842000,5300000,94991000,None,None,None,11030000,None,None,None,6149000,61025000,23800000,None,None,None,72055000,78204000,37225000,FCN
