fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,149600000,618600000,564500000,467200000,59300000,82000000,None,97300000,500000,-5700000,500000,6200000,618600000,1100000,None,7000000,54000000,13000000,6200000,41200000,-6500000,59300000,66300000,41000000,MOD
2024-09-30,USD,165600000,656800000,589800000,492400000,75300000,85800000,None,97400000,800000,-6600000,800000,7400000,656800000,-1500000,None,7100000,66100000,20000000,7400000,46400000,67800000,75300000,82400000,46100000,MOD
2024-06-30,USD,162600000,661700000,594100000,498900000,74400000,82800000,None,95200000,700000,-6800000,700000,7500000,661700000,-300000,None,7000000,66100000,18800000,7500000,47800000,41200000,74400000,81400000,47300000,MOD
2024-03-31,USD,135300000,595500000,559900000,468200000,46800000,75600000,42000000,130000000,1200000,-6300000,1200000,6300000,605800000,-1000000,None,3200000,39200000,13400000,6300000,26100000,16200000,45500000,48700000,25800000,MOD
2023-12-31,USD,127300000,558500000,505900000,434100000,61700000,68000000,None,71800000,1400000,-5800000,1400000,5800000,560300000,-500000,None,2200000,54700000,10300000,5800000,45100000,64300000,60500000,62700000,44400000,MOD
2023-09-30,USD,135100000,614200000,557000000,485400000,65700000,68900000,None,71600000,1200000,-6100000,6100000,6100000,620300000,100000,None,2200000,59300000,12800000,6100000,46900000,34400000,65400000,67600000,46500000,MOD
2023-06-30,USD,127900000,616200000,558000000,494500000,66500000,61400000,None,63500000,500000,-5900000,5700000,5900000,622100000,-600000,None,2100000,59500000,14700000,5900000,45300000,44300000,65400000,67500000,44800000,MOD
2023-03-31,USD,112200000,611700000,571700000,505900000,48500000,60900000,44000000,109900000,600000,-6000000,6000000,6000000,617700000,-300000,None,2100000,41800000,-48100000,6000000,90300000,98800000,47800000,49900000,89900000,MOD
2022-12-31,USD,97600000,553800000,522600000,462400000,39500000,58000000,None,60200000,300000,-5900000,5900000,5900000,559700000,-400000,None,2100000,33000000,8500000,5900000,24700000,49800000,38900000,41000000,24500000,MOD
2022-09-30,USD,96200000,573000000,544200000,482600000,36800000,58800000,None,61600000,300000,-4700000,5500000,4700000,577700000,-1400000,None,2200000,30800000,6400000,4700000,24300000,2400000,35500000,37700000,24400000,MOD
