fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,97000000,448400000,351400000,252000000,73200000,99400000,None,99400000,None,-35300000,None,35300000,3200000,3600000,None,23800000,41500000,13100000,0,28400000,36000000,76800000,100600000,28400000,KAR
2024-06-30,USD,79900000,431800000,351900000,245900000,55800000,106000000,None,106000000,None,-37400000,None,37400000,-500000,-200000,None,24100000,18200000,7500000,0,10700000,6900000,55600000,79700000,10700000,KAR
2024-03-31,USD,80100000,416300000,336200000,213900000,69400000,108700000,None,108700000,None,-39700000,None,39700000,-2000000,-500000,None,24300000,29200000,10700000,39700000,18500000,9000000,68900000,93700000,18500000,KAR
2023-12-31,USD,82700000,391300000,308600000,204800000,57400000,103800000,None,103800000,None,-39300000,None,39300000,0,3100000,None,25300000,21900000,7600000,39300000,13600000,28600000,61200000,82700000,14300000,KAR
2023-09-30,USD,92900000,416300000,323400000,216000000,66500000,107400000,None,107400000,None,-39400000,38700000,39400000,1200000,-1700000,None,26400000,25400000,12700000,39400000,12700000,-200000,64800000,91200000,12700000,KAR
2023-06-30,USD,-167700000,416900000,584600000,222600000,-194500000,111200000,None,362000000,None,-38800000,38900000,38800000,-1400000,21300000,None,122085,-213100000,-19300000,39900000,-193800000,-184800000,-174300000,104400000,-193800000,KAR
2023-03-31,USD,76400000,420600000,344200000,224200000,65400000,108000000,None,108000000,None,-38300000,38500000,38300000,-100000,-7100000,None,15900000,20000000,7300000,38300000,12700000,15100000,58300000,81300000,12700000,KAR
2022-12-31,USD,77800000,372800000,295000000,202000000,87700000,93000000,None,59100000,None,-35400000,10700000,35400000,33700000,7700000,None,24000000,55000000,17900000,35600000,41900000,51900000,90400000,85500000,37100000,KAR
2022-09-30,USD,74300000,393000000,318700000,209600000,50000000,109100000,None,109100000,None,-32300000,36700000,32300000,-13400000,-1200000,None,23100000,900000,6700000,41600000,500000,-36800000,33200000,73100000,-5800000,KAR
2022-06-30,USD,48200000,384200000,336000000,211900000,22300000,124100000,None,124100000,None,-25900000,32400000,25900000,-11000000,-4000000,None,21900000,200300000,-9900000,33600000,-5400000,191400000,226200000,44200000,210200000,KAR
2022-03-31,USD,38300000,369400000,331100000,210800000,13700000,118900000,None,118900000,None,-25600000,29800000,25600000,-1200000,-1200000,None,29000000,-5000000,-4700000,25600000,-8400000,9900000,20600000,42700000,-300000,KAR
2021-12-31,USD,91400000,357700000,458000000,323200000,33100000,102200000,None,134800000,None,-32300000,-300000,32000000,-6500000,-8000000,None,45900000,-17000000,-22100000,32300000,15200000,8800000,15000000,86800000,5100000,KAR
2021-09-30,USD,88000000,347100000,447200000,313100000,29200000,104800000,None,134100000,None,-32200000,-300000,31900000,100000,-13900000,None,44700000,9300000,10300000,32200000,-26900000,-12400000,41200000,74700000,-1000000,KAR
2021-06-30,USD,112000000,376000000,473400000,333200000,33400000,106400000,None,140200000,None,-31200000,-200000,31000000,400000,-15300000,None,45400000,13900000,2400000,31200000,-15300000,18900000,44900000,97200000,11500000,KAR
2021-03-31,USD,97400000,369800000,484200000,330400000,31800000,107300000,None,149000000,None,-30900000,-100000,30800000,-2200000,49700000,None,47000000,75400000,24500000,30900000,26200000,59200000,106200000,152400000,50900000,KAR
2020-12-31,USD,64500000,529600000,465100000,325400000,13900000,139700000,None,139700000,None,-30500000,30500000,30500000,-4900000,-3900000,None,50600000,-20500000,-3400000,30500000,-17100000,10100000,10000000,60600000,-17100000,KAR
2020-09-30,USD,132900000,593600000,460700000,329700000,86400000,131000000,None,131000000,None,-29500000,29500000,29500000,0,1100000,None,46500000,58000000,10900000,29500000,47100000,60700000,87500000,134000000,47100000,KAR
2020-06-30,USD,41800000,419000000,377200000,235100000,-4700000,112300000,None,142100000,None,-30900000,30900000,30900000,2700000,-1300000,None,46500000,-36900000,-4600000,30900000,-32300000,-19900000,-6000000,70300000,-32300000,KAR
2020-03-31,USD,71600000,645500000,573900000,394600000,40800000,162400000,None,162400000,None,-38000000,38000000,38000000,-400000,2000000,None,47700000,4800000,2000000,38000000,2800000,-52100000,42800000,90500000,2800000,KAR
2019-12-31,USD,111700000,671300000,559600000,394900000,61600000,164700000,None,164700000,None,-39500000,39500000,39500000,0,2500000,None,126800000,29100000,9300000,39500000,15300000,34000000,68600000,195400000,19800000,KAR
2019-09-30,USD,128700000,701900000,573200000,410900000,85700000,158900000,None,162300000,None,-37900000,37900000,37900000,-2200000,2000000,None,3400000,48500000,13200000,40100000,34400000,24500000,86400000,89800000,35300000,KAR
2019-06-30,USD,555900000,719100000,163200000,417400000,90600000,163200000,None,163200000,None,-55600000,55600000,55600000,0,1100000,None,47900000,64300000,8700000,55600000,27400000,64000000,119900000,139600000,55600000,KAR
2019-03-31,USD,839200000,689600000,207600000,393900000,76200000,175200000,None,207700000,None,-56900000,-400000,56500000,-100000,2100000,None,66100000,84300000,6500000,56900000,15300000,85900000,140800000,228900000,77800000,KAR
2018-12-31,USD,752400000,593800000,176600000,332300000,70200000,148700000,None,176600000,None,-52800000,-300000,52500000,-3700000,-800000,None,67100000,69100000,1800000,52800000,15100000,43200000,121600000,208200000,67300000,KAR
2018-09-30,USD,747500000,612400000,186000000,330700000,85600000,154700000,None,186000000,None,-49200000,-200000,49000000,0,3000000,None,65600000,86200000,8700000,49200000,30900000,83800000,135200000,217400000,77500000,KAR
2018-06-30,USD,725300000,623400000,182800000,330200000,101200000,149900000,None,182800000,None,-48500000,-100000,48400000,0,500000,None,66900000,109100000,15900000,48500000,37400000,81800000,157500000,243800000,93200000,KAR
2018-03-31,USD,721700000,613200000,187400000,328300000,83100000,155500000,None,187300000,None,-41500000,-200000,41300000,100000,300000,None,70300000,97900000,7900000,41500000,34200000,83100000,139200000,228200000,90000000,KAR
2017-12-31,USD,675800000,890400000,172500000,525100000,123400000,172500000,None,172500000,None,-42100000,None,42100000,0,200000,None,69400000,103100000,-69700000,42100000,-15200000,170500000,145200000,214600000,172800000,KAR
