fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,134100000,1273300000,1139200000,940300000,98400000,180700000,41700000,240600000,4000000,-29000000,4000000,33000000,1273300000,-1100000,None,18200000,67200000,22600000,None,47300000,59500000,100200000,118400000,44600000,BC
2024-06-30,USD,191300000,1443900000,1252600000,1052900000,158300000,181800000,43000000,242700000,4700000,-27900000,4700000,32600000,1443900000,-800000,None,17900000,127700000,27700000,None,104800000,93600000,160300000,178200000,100000000,BC
2024-03-31,USD,152000000,1365000000,1213000000,991400000,110600000,203700000,45800000,267400000,2500000,-26100000,2500000,28600000,1365000000,0,None,17900000,86600000,18600000,None,68400000,57500000,115200000,133100000,68000000,BC
2023-12-31,USD,130000000,1361900000,1231900000,997500000,108300000,198700000,42400000,276800000,2600000,-27300000,2600000,27300000,1361900000,700000,None,17800000,75700000,14800000,27300000,71000000,77300000,103000000,120800000,60900000,BC
2023-09-30,USD,221400000,1593600000,1372200000,1148900000,196100000,187100000,45200000,268500000,3400000,-28100000,3400000,28100000,1593600000,6000000,None,17000000,158700000,46200000,28100000,113900000,99200000,186800000,203800000,112500000,BC
2023-06-30,USD,240000000,1702300000,1462300000,1230000000,194400000,215100000,48900000,281200000,2000000,-28800000,2000000,28800000,1702300000,1800000,None,17200000,171000000,36300000,28800000,135300000,131800000,199800000,217000000,134700000,BC
2023-03-31,USD,277700000,1743600000,1465900000,1238000000,236100000,211300000,48700000,276600000,2200000,-26000000,23800000,28200000,1743600000,-900000,None,16600000,211300000,99000000,None,112400000,115900000,239500000,256100000,112300000,BC
2022-12-31,USD,201800000,1582700000,1380900000,1154400000,191600000,185300000,50900000,277400000,3600000,-27700000,22900000,27700000,1582500000,-4800000,None,16100000,165300000,23600000,27900000,140300000,151900000,193000000,209100000,141700000,BC
2022-09-30,USD,296800000,1698200000,1401400000,1199300000,237700000,186200000,50400000,252500000,1900000,-26100000,22900000,26100000,1698200000,-100000,None,15900000,210300000,46500000,26100000,168200000,158000000,236400000,252300000,163800000,BC
2022-06-30,USD,313800000,1835600000,1521800000,1299200000,279000000,207200000,50200000,272800000,500000,-25900000,500000,25900000,1835600000,300000,None,15400000,253100000,55800000,25900000,198800000,185000000,279000000,294400000,197300000,BC
2022-03-31,USD,275000000,1695700000,1420700000,1212100000,239500000,192700000,51400000,260000000,100000,-18400000,100000,18400000,1695800000,-1500000,None,15900000,220600000,46400000,18300000,174000000,184100000,239000000,254900000,174200000,BC
2021-12-31,USD,156000000,1431000000,1275000000,1054200000,121800000,207500000,47400000,268200000,200000,-18800000,17800000,18800000,1426800000,-2400000,None,11700000,101100000,-400000,23000000,102000000,105000000,119900000,131600000,101500000,BC
2021-09-30,USD,240200000,1427200000,1187000000,1016800000,209000000,165900000,35500000,205700000,800000,-16900000,15800000,16900000,1427200000,-1600000,None,8300000,181900000,38800000,16900000,144600000,140600000,198800000,207100000,143100000,BC
2021-06-30,USD,279900000,1554800000,1274900000,1093300000,250200000,173600000,37500000,219100000,900000,-15400000,900000,15400000,1554800000,-1500000,None,8000000,234600000,55200000,15400000,179400000,184000000,250000000,258000000,179400000,BC
2021-03-31,USD,258500000,1433200000,1174700000,1015900000,231900000,150800000,34100000,192900000,200000,-14800000,200000,14800000,1433200000,-1300000,None,8000000,216700000,47400000,14800000,169400000,174900000,231500000,239500000,169300000,BC
2020-12-31,USD,336300000,1161100000,824800000,824800000,136500000,161900000,38100000,208800000,300000,-15300000,300000,15300000,1161100000,-3400000,None,7900000,118200000,23100000,15300000,96000000,104300000,133500000,141400000,95100000,BC
2020-09-30,USD,376900000,1233100000,856200000,856200000,192600000,151300000,31200000,190700000,300000,-16400000,15500000,16400000,1233100000,-1200000,None,8000000,176800000,38900000,16400000,136800000,146600000,193200000,201200000,137900000,BC
2020-06-30,USD,256000000,987800000,731800000,731800000,107000000,119200000,27700000,154900000,300000,-18700000,300000,18700000,987800000,-900000,None,8000000,88300000,17600000,18700000,71200000,71400000,107000000,115000000,70700000,BC
2020-03-31,USD,243800000,965500000,721700000,721700000,103200000,111300000,28900000,148200000,300000,-16900000,300000,16900000,965500000,700000,None,8000000,87400000,18400000,16900000,70700000,61100000,104300000,112300000,69000000,BC
2019-12-31,USD,236600000,917600000,681000000,681000000,74500000,129600000,29700000,1300000,900000,-16600000,14400000,16600000,917600000,-500000,None,7900000,53600000,-13500000,16600000,75000000,67000000,70200000,78100000,67100000,BC
2019-09-30,USD,276900000,976600000,699700000,699700000,119700000,120100000,29700000,451900000,1600000,-18800000,1600000,18800000,976600000,100000,None,8000000,-196000000,43300000,18800000,-232900000,53900000,-177200000,-169200000,-239300000,BC
2019-06-30,USD,328000000,1163500000,835500000,835500000,162700000,126400000,33500000,167700000,400000,-20800000,400000,20800000,1163500000,-100000,None,7800000,109200000,31700000,20800000,112100000,93100000,130000000,137800000,77500000,BC
2019-03-31,USD,279500000,1050700000,771200000,771200000,114100000,133500000,28700000,379400000,400000,-19800000,400000,19800000,1275900000,-1600000,None,9800000,-17500000,18800000,19800000,76200000,-35300000,2300000,12100000,-36300000,BC
2018-12-31,USD,244400000,961100000,716700000,716700000,69700000,136300000,29800000,256700000,600000,-18000000,None,18000000,0,-800000,None,9300000,52300000,8900000,0,46300000,37000000,70300000,79600000,43400000,BC
2018-09-30,USD,278300000,1044100000,765800000,765800000,98200000,141300000,29400000,242700000,1000000,-13100000,None,13100000,1292900000,-700000,None,6800000,76700000,6700000,18200000,75200000,72500000,89800000,96600000,70000000,BC
2018-06-30,USD,281200000,1148700000,867500000,867500000,93100000,121400000,32500000,210400000,600000,-8200000,None,8200000,1400900000,-2400000,None,2200000,95400000,16400000,8200000,68100000,68600000,103600000,105800000,79000000,BC
