fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,746267000,746267000,352424000,571894000,92262000,90693000,2636000,120475000,505000,-8780000,505000,9285000,746267000,-14172000,None,22433000,78030000,7012000,9285000,107874000,37734000,92262000,109808000,71018000,BWXT
2024-09-30,USD,85927000,671956000,586029000,508000000,96578000,80829000,2081000,82910000,663000,-9244000,663000,9907000,671956000,-5954000,None,21269000,90466000,20983000,9907000,69641000,77600000,96578000,121800000,69483000,BWXT
2024-06-30,USD,91189000,681465000,590276000,513196000,98806000,79780000,1271000,81051000,540000,-10148000,540000,10688000,681465000,-7177000,None,21608000,91556000,18584000,10688000,73045000,68447000,98806000,111499000,72972000,BWXT
2024-03-31,USD,74653000,594371000,519718000,455357000,92961000,67361000,1490000,68851000,846000,-9595000,846000,9595000,603966000,-4584000,None,20552000,88311000,19843000,9595000,68534000,57412000,97906000,118524000,68468000,BWXT
2023-12-31,USD,725515000,725515000,536966000,536919000,123193000,74594000,1658000,93553000,736000,-11836000,736000,11836000,725515000,-37572000,None,20361000,85197000,19310000,11836000,135138000,78819000,97033000,117818000,65887000,BWXT
2023-09-30,USD,141518000,577814000,436296000,436296000,85358000,79828000,1156000,80984000,643000,-12175000,643000,12175000,589989000,-7192000,None,19801000,78087000,17814000,12175000,60352000,47598000,90262000,110142000,60273000,BWXT
2023-06-30,USD,128915000,600239000,471324000,471324000,86666000,64437000,2595000,67032000,517000,-12206000,517000,12206000,612445000,-8727000,None,19384000,77871000,19274000,12206000,58665000,69911000,90077000,109520000,58597000,BWXT
2023-03-31,USD,126411000,557541000,431130000,431130000,87842000,60835000,2204000,63039000,463000,-10819000,463000,10819000,568360000,-8168000,None,19020000,79773000,18681000,10819000,60993000,63988000,90592000,109507000,61092000,BWXT
2022-12-31,USD,624177000,624177000,463791000,463791000,101883000,61308000,2545000,74392000,295000,-11427000,295000,11427000,624177000,-45075000,None,19034000,56745000,13780000,11427000,112975000,53315000,68172000,73977000,42965000,BWXT
2022-09-30,USD,114805000,514086000,399281000,399281000,79878000,58160000,1426000,59586000,273000,-9625000,273000,9625000,523711000,2144000,None,18592000,81788000,20185000,9625000,61837000,26062000,91413000,109988000,61603000,BWXT
2022-06-30,USD,132901000,545901000,413000000,413000000,95237000,54680000,2611000,57291000,73000,-8307000,73000,8307000,554208000,2862000,None,18596000,98031000,23418000,8307000,74681000,59695000,106338000,125001000,74613000,BWXT
2022-03-31,USD,118860000,523687000,404827000,404827000,71573000,60134000,2953000,63087000,117000,-7051000,117000,7051000,530738000,5875000,None,17620000,77384000,18374000,7051000,59074000,65046000,84435000,102149000,59010000,BWXT
2021-12-31,USD,591975000,591975000,443644000,443644000,102215000,54363000,1568000,74788000,47000,-7033000,47000,7033000,591975000,44905000,None,18604000,147075000,30214000,7033000,109516000,114693000,154108000,151639000,116861000,BWXT
2021-09-30,USD,125714000,487244000,361530000,361530000,87468000,58458000,2870000,61328000,160000,-11483000,160000,11483000,498727000,-9699000,None,17484000,77525000,17611000,11483000,60158000,49932000,89008000,105755000,59914000,BWXT
2021-06-30,USD,119079000,494896000,375817000,375817000,73751000,59318000,3505000,62823000,77000,-10203000,77000,10203000,505099000,5180000,None,17095000,78869000,19522000,10203000,59409000,67350000,89072000,106200000,59347000,BWXT
2021-03-31,USD,128428000,521234000,392806000,392806000,82414000,58261000,3116000,61377000,132000,-7039000,132000,7039000,528273000,9479000,None,15897000,91827000,22078000,7039000,69815000,77841000,98866000,114821000,69749000,BWXT
2020-12-31,USD,556910000,556910000,414359000,414359000,89081000,60436000,2624000,78588000,65000,-7481000,65000,7481000,556910000,-1319000,None,15216000,87519000,21777000,7481000,96986000,82348000,95000000,93558000,65742000,BWXT
2020-09-30,USD,138394000,512177000,373783000,373783000,88770000,62638000,2933000,65571000,161000,-7701000,161000,7701000,519878000,3112000,None,14893000,91858000,18687000,7701000,73195000,82277000,99559000,114501000,73171000,BWXT
2020-06-30,USD,129121000,496655000,367534000,367534000,82434000,55137000,4029000,59166000,61000,-7865000,61000,7865000,504520000,1646000,None,14951000,83942000,19684000,7865000,64396000,65384000,91807000,107195000,64258000,BWXT
2020-03-31,USD,141798000,534241000,392443000,392443000,98267000,52958000,4603000,57561000,231000,-7967000,231000,7967000,542208000,181000,None,15614000,98327000,22828000,7967000,75620000,64302000,106294000,122029000,75499000,BWXT
2019-12-31,USD,501235000,501235000,361666000,361666000,82880000,58475000,2041000,72054000,158000,-8217000,158000,8217000,501235000,-4255000,None,15694000,78505000,17056000,8217000,89386000,61323000,86722000,105215000,61449000,BWXT
2019-09-30,USD,139416000,497148000,357732000,357732000,98462000,52561000,5125000,57680000,232000,-8858000,232000,8858000,506006000,-3956000,None,15195000,94318000,19508000,8858000,74998000,72420000,103176000,103358000,74810000,BWXT
2019-06-30,USD,123515000,461538000,338023000,338023000,80535000,54052000,5332000,59535000,137000,-9542000,137000,9542000,471080000,-2801000,None,15711000,77612000,18734000,9542000,59000000,63262000,87154000,103138000,58878000,BWXT
2019-03-31,USD,520570000,824205000,303635000,303635000,63644000,51683000,5174000,56857000,415000,-8703000,8288000,8703000,832908000,-767000,None,15122000,62745000,13767000,8703000,49110000,49874000,71448000,86702000,48978000,BWXT
2018-12-31,USD,477998000,477998000,323989000,323989000,103145000,54893000,3550000,75394000,139000,-8469000,None,8469000,477998000,-71802000,None,16405000,31197000,9262000,8469000,110790000,9244000,39666000,39878000,21935000,BWXT
2018-09-30,USD,99193000,425507000,326314000,326314000,50395000,53919000,3959000,58121000,1121000,-7925000,None,7925000,426610000,34164000,None,15272000,84401000,6482000,7925000,78077000,80213000,92326000,107999000,77919000,BWXT
2018-06-30,USD,120712000,438921000,318209000,318209000,71549000,51518000,4107000,55388000,441000,-7869000,None,7869000,440670000,7678000,None,14359000,79156000,18493000,7869000,60734000,57476000,87025000,101218000,60663000,BWXT
2018-03-31,USD,130099000,457463000,327364000,327364000,79888000,53762000,3607000,57361000,778000,-3560000,None,3560000,459488000,5128000,None,14061000,85044000,18603000,3560000,66413000,63667000,88604000,102629000,66441000,BWXT
2017-12-31,USD,121994000,430138000,308144000,307934000,63746000,59267000,1922000,79658000,655000,-3619000,None,3619000,430138000,-7420000,None,14422000,56168000,71859000,3619000,-16054000,-17085000,59787000,59784000,-15691000,BWXT
2017-09-30,USD,117093000,419360000,302267000,295316000,66777000,51351000,2597000,53993000,402000,-3837000,None,3837000,2000,3817000,None,13936000,70454000,23901000,3837000,46693000,51134000,74291000,88365000,46553000,BWXT
2017-06-30,USD,131655000,410011000,278356000,271382000,85428000,48433000,1152000,49609000,211000,-3906000,None,3906000,31000,3054000,None,14223000,88325000,27062000,3906000,61420000,62505000,92231000,106580000,61263000,BWXT
2017-03-31,USD,125013000,428229000,303216000,296230000,76272000,51097000,1519000,52669000,137000,-3517000,None,3517000,428229000,4106000,None,13976000,80311000,24592000,3517000,55786000,56934000,83828000,97871000,55719000,BWXT
2016-12-31,USD,102581000,403860000,301279000,289469000,45823000,63039000,1364000,76796000,118000,-3067000,None,3067000,388000,2516000,None,13464000,43320000,9328000,3067000,33992000,32800000,46387000,46581000,33992000,BWXT
2016-09-30,USD,108331000,379505000,271174000,271174000,62373000,49225000,1746000,50966000,128000,-2049000,None,2049000,5000,-1693000,None,12421000,60535000,19473000,2049000,41062000,41527000,62584000,75145000,41062000,BWXT
2016-06-30,USD,137306000,402382000,265076000,265076000,88458000,52040000,1566000,53556000,267000,-1583000,None,1583000,50000,-496000,None,12764000,87837000,29465000,1583000,58372000,58218000,89420000,102259000,58372000,BWXT
2016-03-31,USD,116016000,364826000,248810000,248810000,42609000,45209000,1731000,46940000,138000,-1694000,None,1694000,0,22515000,None,11905000,65021000,15390000,1694000,49631000,53571000,66715000,108723000,49631000,BWXT
2015-12-31,USD,64186000,363938000,299752000,299751000,9607000,55025000,1538000,61005000,69000,-3389000,None,3389000,-2085000,-5396000,None,13611000,3112000,3627000,3389000,378000,-495000,6501000,7983000,-515000,BWXT
2015-09-30,USD,108412000,358970000,250558000,250558000,130966000,47550000,1518000,-16660000,30028000,-1231000,None,1231000,0,27131000,None,13295000,155459000,51589000,1231000,106344000,99525000,156690000,106895000,103870000,BWXT
2015-06-30,USD,107646000,357135000,249489000,249489000,11585000,54760000,3653000,74873000,170000,-3300000,None,3300000,18000,-3010000,None,25272000,-8165000,8982000,3300000,-181000,-17581000,-4865000,78077000,-17147000,BWXT
2015-03-31,USD,107847000,335486000,227639000,539921000,53783000,50426000,3828000,119614000,174000,-2363000,-140000,2223000,-15000,-3601000,None,26443000,61474000,16217000,2363000,34233000,36765000,63697000,98230000,45257000,BWXT
