fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,41653000,57905000,16252000,16252000,-2465000,38025000,6093000,44118000,1578000,1424000,1578000,53000,57905000,140000,1200000,1326000,-901000,0,154000,-901000,-269000,-2465000,579000,-901000,VCEL
2024-06-30,USD,36601000,52662000,16061000,16061000,-6031000,35269000,7363000,42632000,1510000,1357000,1510000,-45000,52662000,-8000,1200000,1323000,-4682000,None,153000,-4835000,-4710000,-6031000,-3206000,-4682000,VCEL
2024-03-31,USD,35354000,51281000,15927000,15927000,-5464000,34400000,6418000,40818000,1762000,-153000,1762000,153000,51281000,-7000,1200000,1378000,-3862000,1334724,153000,-3862000,-4007000,-5464000,-2331000,-3862000,VCEL
2023-12-31,USD,48507000,64996000,16489000,16489000,12731000,30875000,4901000,35776000,1436000,-156000,1436000,156000,64996000,82000,1000000,1149000,14093000,1100000,156000,12993000,13356000,14249000,15398000,12993000,VCEL
2023-09-30,USD,30608000,45581000,14973000,14973000,-5057000,29989000,5676000,35665000,1262000,-150000,1262000,150000,45581000,-1000,1000000,1154000,-3946000,-286000,150000,-3660000,-3502000,-3796000,-2642000,-3660000,VCEL
2023-06-30,USD,29941000,45922000,15981000,15981000,-5961000,30649000,5253000,35902000,1095000,-149000,1095000,149000,45922000,-5000,1000000,122085,-5020000,-946000,149000,-5020000,-5005000,-5961000,-4871000,-5020000,VCEL
2023-03-31,USD,26520000,41017000,14497000,14497000,-8177000,29485000,5212000,34697000,839000,-145000,839000,145000,41017000,-12000,1000000,41584,-7495000,-1158000,145000,-7495000,-7153000,-8177000,-7350000,-7495000,VCEL
2022-12-31,USD,38249000,52694000,14445000,14445000,6085000,26919000,5245000,32164000,763000,-223000,763000,223000,52694000,-3000,1100000,54880,6631000,700000,223000,5922000,6090000,6854000,6845000,5931000,VCEL
2022-09-30,USD,25233000,38551000,13318000,13318000,-6788000,26975000,5046000,32021000,342000,-105000,342000,105000,38326000,-5000,1000000,27081,-6556000,21000,105000,-6577000,-6868000,-6451000,-5437000,-6577000,VCEL
2022-06-30,USD,22854000,37046000,14192000,14192000,-9082000,27144000,4792000,31936000,148000,-20000,148000,20000,36826000,-9000,1100000,86065,-8963000,0,20000,-8963000,-9205000,-8943000,-7888000,-8963000,VCEL
2022-03-31,USD,23452000,36074000,12622000,12622000,-7273000,25865000,4860000,30725000,88000,-18000,88000,18000,35852000,112000,900000,60459,-7091000,0,18000,-7091000,-7550000,-7073000,-6200000,-7091000,VCEL
2021-12-31,USD,34032000,47591000,13559000,13559000,4141000,25967000,3924000,29891000,61000,-1000,61000,1000,47050000,8000,765000,71391,4209000,-326000,1000,4534000,4404000,4210000,4210000,4535000,VCEL
2021-09-30,USD,22098000,34506000,12408000,12408000,-4961000,22775000,4284000,27059000,44000,-1000,44000,1000,33718000,-13000,700000,54000,-4931000,0,1000,-4931000,-4931000,-4930000,-4251000,-4931000,VCEL
2021-06-30,USD,26910000,39519000,12609000,12609000,-3729000,26190000,4449000,30639000,43000,-1000,43000,1000,38680000,-27000,700000,55806,-3714000,72000,1000,-3786000,-3762000,-3713000,-3018000,-3786000,VCEL
2021-03-31,USD,22985000,34568000,11583000,11583000,-3305000,22660000,3630000,26290000,76000,-1000,76000,1000,33625000,84000,800000,55213,-3146000,143000,1000,-3289000,-3350000,-3145000,-2334000,-3289000,VCEL
2020-12-31,USD,33647000,45229000,11582000,11582000,12289000,18240000,3118000,21358000,117000,-8000,-7000,1000,44252000,-5000,783000,55131,12400000,180000,8000,12289000,12156000,12401000,12401000,12220000,VCEL
2020-09-30,USD,22471000,32258000,9787000,9787000,3517000,16041000,2913000,18954000,121000,-2000,121000,2000,31020000,-18000,600000,52750,3618000,0,2000,3618000,3550000,3620000,5899000,3618000,VCEL
2020-06-30,USD,11354000,20014000,8660000,8660000,-8358000,16486000,3226000,19712000,147000,-1000,147000,1000,20014000,-57000,500000,51116,-8269000,0,1000,-8269000,-8185000,-8268000,-6913000,-8269000,VCEL
2020-03-31,USD,16756000,26678000,9922000,9922000,-5076000,18069000,3763000,21832000,306000,-2000,306000,2000,26671000,67000,500000,47300,-4705000,0,2000,-4705000,-4664000,-4703000,-4703000,-4705000,VCEL
2019-12-31,USD,28805000,39390000,10585000,10585000,9210000,16378000,3217000,19595000,321000,-14000,-12000,2000,39390000,-28000,544000,776000,9501000,-291000,14000,9210000,9532000,9210000,9986000,9501000,VCEL
2019-09-30,USD,21175000,30499000,9324000,9324000,3097000,14982000,3096000,18078000,385000,-2000,385000,2000,30499000,-10000,400000,872000,3470000,-373000,2000,3470000,3461000,3097000,3969000,3470000,VCEL
2019-06-30,USD,17129000,26151000,9022000,9022000,-20200000,16259000,21070000,37329000,428000,-2000,428000,2000,26151000,-18000,400000,40963,-19792000,13000,2000,-19792000,-19757000,-20200000,-19790000,-19792000,VCEL
2019-03-31,USD,13170000,21810000,8640000,8640000,-3358000,13520000,3008000,16528000,480000,-2000,478000,2000,16000,36000,300000,40374,-2844000,-514000,2000,-2844000,-2802000,-3358000,-2131000,-2844000,VCEL
2018-12-31,USD,22706000,31335000,8629000,31857000,5995000,13693000,3018000,16711000,507000,1309000,None,-1309000,31335000,-1731000,None,293000,5242000,789000,-471000,5995000,5221000,5995000,6472000,5242000,VCEL
2018-09-30,USD,14346000,22484000,8138000,537000,-1336000,12569000,3113000,15682000,307000,-460000,None,460000,22484000,0,None,320000,-1069000,-420000,460000,-1069000,-1087000,-1336000,-709000,-1069000,VCEL
2018-06-30,USD,11284000,19011000,7727000,-7806000,-4246000,11791000,3739000,15530000,83000,-448000,None,448000,19006000,-3000,None,386000,-4651000,42000,448000,-4651000,-4651000,-4246000,-3775000,-4651000,VCEL
2018-03-31,USD,10361000,18027000,7666000,7572000,-4322000,10954000,3729000,14683000,0,-432000,None,432000,17983000,2000,None,427000,-7659000,2951000,432000,-7659000,-7659000,-4322000,-3849000,-7659000,VCEL
2017-12-31,USD,14961000,24248000,18692000,8157000,1191000,10183000,3587000,13770000,8000,-229000,-1015000,-786000,-877000,-1113000,None,426000,287000,585000,1089000,1191000,287000,1191000,1121000,287000,VCEL
