fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-07-31,USD,493285000,1351959000,858674000,858674000,145135000,348150000,None,348150000,None,None,None,None,1351959000,7429000,None,28791000,152564000,35079000,None,117485000,123800000,145135000,173926000,117485000,URBN
2024-04-30,USD,408385000,1196131000,787746000,787746000,74624000,333761000,None,361657000,None,None,None,None,1200597000,6246000,None,27761000,80870000,19105000,None,61765000,56165000,74624000,102385000,61765000,URBN
2024-01-31,USD,434185000,1475711000,1041526000,1041526000,57336000,370445000,None,404213000,None,None,None,7131000,1486031000,-9280000,None,27201000,64025000,16274000,None,47751000,58773000,57336000,84537000,47751000,URBN
2023-10-31,USD,454407000,1279782000,825375000,826767000,108978000,345429000,None,346821000,None,None,None,244000,1281174000,-705000,None,27815000,109683000,26669000,None,83014000,71647000,108978000,136793000,83014000,URBN
2023-07-31,USD,455581000,1272195000,816614000,816614000,132098000,323483000,None,323483000,None,-894000,None,894000,1272195000,3399000,None,23592000,135497000,31405000,894000,104092000,108628000,132098000,159983000,104092000,URBN
2023-04-30,USD,371231000,1113674000,742443000,742443000,71383000,299848000,None,323949000,None,-278000,None,278000,1113452000,1019000,None,23879000,72402000,19585000,278000,52817000,58114000,71383000,96559000,52817000,URBN
2023-01-31,USD,372320000,1379114000,1006794000,1012253000,37250000,335070000,None,368061000,None,2604000,None,-2604000,1383936000,3200000,None,24810000,41176000,9714000,-2604000,31462000,46894000,37250000,63382000,31462000,URBN
2022-10-31,USD,357043000,1174391000,817348000,818306000,57318000,299725000,None,300683000,None,-1037000,None,1037000,1175349000,-5019000,None,25146000,52299000,15068000,1037000,37231000,23349000,57318000,78482000,37231000,URBN
2022-07-31,USD,374552000,1183388000,808836000,808836000,85818000,288734000,None,288734000,None,-1225000,None,1225000,1183388000,-2262000,None,25681000,83556000,24083000,1225000,59473000,53884000,85818000,110462000,59473000,URBN
2022-04-30,USD,323301000,1051934000,728633000,728633000,46237000,277064000,None,303851000,None,-1657000,None,1657000,1051849000,-1989000,None,26702000,44248000,12715000,1657000,31533000,11767000,46237000,72607000,31533000,URBN
2022-01-31,USD,367296000,1332199000,964903000,964903000,53308000,313988000,None,342510000,None,3436000,None,-3436000,1332391000,-2671000,None,27687000,51876000,10924000,-3436000,40952000,32844000,53308000,76127000,40952000,URBN
2021-10-31,USD,390738000,1131424000,740686000,740686000,115902000,274836000,None,274836000,None,-1804000,None,1804000,1131424000,-551000,None,26762000,115351000,26496000,1804000,88855000,85221000,115902000,143917000,88855000,URBN
2021-07-31,USD,435265000,1157725000,722460000,722460000,165853000,269412000,None,269412000,None,-1398000,None,1398000,1157725000,-1797000,None,25590000,164056000,36794000,1398000,127262000,125915000,165853000,191044000,127262000,URBN
2021-04-30,USD,300651000,927415000,626764000,626764000,73503000,227148000,None,252902000,None,-1338000,None,1338000,927294000,-155000,None,25633000,73348000,19801000,1338000,53547000,58926000,73503000,100319000,53547000,URBN
2021-01-31,USD,289084000,1087425000,798341000,799309000,34780000,254304000,None,281826000,None,-2587000,None,2587000,1088320000,1088000,None,25463000,35582000,7008000,2587000,28574000,42348000,34780000,63632000,28574000,URBN
2020-10-31,USD,322941000,969607000,646666000,646666000,98508000,224433000,None,224433000,None,-201000,None,201000,969607000,-890000,None,24920000,97618000,20914000,201000,76704000,75013000,98508000,122739000,76704000,URBN
2020-07-31,USD,238038000,803266000,565228000,565228000,69419000,168619000,None,168619000,None,-208000,None,208000,803266000,-533000,None,25464000,68886000,34486000,208000,34400000,46122000,69419000,94558000,34400000,URBN
2020-04-30,USD,11843000,573955000,562112000,576640000,-198735000,210578000,None,253469000,None,-409000,454000,409000,588044000,162000,None,27924000,-198573000,-60131000,409000,-138442000,-151363000,-198735000,-170240000,-138442000,URBN
2020-01-31,USD,333793000,1154967000,821174000,835785000,38575000,281307000,None,325876000,None,-279000,496000,775000,1168754000,-8395000,None,28639000,39616000,20077000,279000,19539000,21226000,38575000,69030000,19539000,URBN
2019-10-31,USD,321102000,987469000,666367000,666367000,75269000,245833000,None,245833000,None,-156000,6000,156000,987469000,576000,None,28222000,75845000,20193000,156000,55652000,63248000,75269000,104223000,55652000,URBN
2019-07-31,USD,315875000,962329000,646454000,646454000,78061000,237814000,None,237814000,None,-152000,19000,152000,962329000,3498000,None,27586000,81559000,21239000,152000,60320000,53750000,78061000,109297000,60320000,URBN
2019-04-30,USD,269056000,864413000,595357000,595357000,40020000,229036000,None,257397000,None,-119000,7000,119000,863861000,2680000,None,27809000,42700000,10115000,119000,32585000,28971000,40020000,70628000,32585000,URBN
2019-01-31,USD,372510000,1125404000,752894000,756438000,114208000,258302000,None,292323000,None,-216000,56000,272000,1128190000,-6600000,None,28667000,115387000,28973000,216000,86414000,91404000,114208000,144326000,86414000,URBN
2018-10-31,USD,337698000,973533000,635835000,635835000,96357000,241341000,None,241341000,None,-328000,None,328000,973533000,1235000,None,29161000,97592000,20072000,328000,77520000,72028000,96357000,127081000,77520000,URBN
2018-07-31,USD,355844000,992454000,636610000,636610000,116852000,238992000,None,238992000,None,-517000,None,517000,992454000,1746000,None,29694000,118598000,25789000,517000,92809000,84921000,116852000,148809000,92809000,URBN
2018-04-30,USD,280660000,855688000,575028000,575028000,53896000,226764000,None,259213000,None,-634000,None,634000,853703000,80000,None,30464000,53976000,12716000,634000,41260000,33198000,53896000,85074000,41260000,URBN
2018-01-31,USD,340638000,1077709000,737071000,748481000,90788000,249850000,None,296115000,None,-522000,None,522000,-761000,-4578000,None,31442000,91089000,89771000,522000,1318000,15411000,90788000,123053000,1318000,URBN
2017-10-31,USD,297746000,892774000,595028000,595028000,72888000,224858000,None,224858000,None,-538000,None,538000,892774000,-882000,None,32247000,72006000,26914000,538000,45092000,43691000,72888000,104791000,45092000,URBN
2017-07-31,USD,297343000,872931000,575588000,575588000,75180000,222163000,None,222163000,None,-725000,None,725000,872931000,1736000,None,32583000,76916000,27001000,725000,49915000,58841000,75180000,110224000,49915000,URBN
2017-04-30,USD,239780000,761190000,521410000,521410000,21036000,218744000,None,251408000,None,-803000,None,803000,-528000,319000,None,32136000,21355000,9417000,803000,11938000,13738000,21036000,54294000,11938000,URBN
