fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,382875000,706840000,323965000,284391000,-176805000,24939000,None,559680000,None,-162329000,None,24492000,575618000,None,None,14566000,88089000,28137000,24890000,119023000,52207000,112581000,127147000,59952000,VIRT
2024-06-30,USD,399631000,692985000,293354000,256503000,-137969000,22061000,None,537600000,None,-171402000,None,23430000,552496000,None,None,14730000,93886000,27300000,23813000,128085000,59391000,117316000,132046000,66586000,VIRT
2024-03-31,USD,362470000,642839000,280369000,354907000,-140549000,22346000,None,503019000,None,-23644000,None,23644000,526706000,None,None,17266000,84329000,28512000,23644000,111308000,54674000,107973000,125239000,55817000,VIRT
2023-12-31,USD,275769000,535977000,260208000,367081000,-243414000,26768000,37700000,519183000,None,-25933000,None,25933000,380955000,None,None,18211000,15631000,10093000,25933000,6701000,-1742000,41564000,59775000,5538000,VIRT
2023-09-30,USD,369040000,630164000,261124000,220466000,-123019000,22416000,None,492059000,None,-25651000,None,25651000,426361000,None,None,18236000,82427000,20500000,25651000,117593000,55110000,108078000,126314000,61915000,VIRT
2023-06-30,USD,244879000,506854000,261975000,387480000,-226508000,25491000,None,471387000,None,-25162000,None,25162000,415672000,None,None,18448000,22602000,5900000,25162000,29567000,23084000,47764000,66212000,16702000,VIRT
2023-03-31,USD,328982000,620380000,291398000,393465000,-156633000,24299000,None,485615000,None,-24802000,None,24802000,533955000,None,None,18124000,82563000,24682000,24802000,110083000,51028000,107365000,125489000,57881000,VIRT
2022-12-31,USD,213066000,497768000,284702000,361422000,-245007000,32959000,40200000,458073000,None,-25232000,None,25232000,431144000,None,None,17920000,27653000,61000,25232000,39634000,38018000,52885000,70805000,27592000,VIRT
2022-09-30,USD,256553000,561044000,304491000,387019000,-202885000,14319000,None,459438000,None,-23573000,None,23573000,518369000,None,None,17915000,61739000,21732000,23573000,79874000,47359000,85312000,103227000,40007000,VIRT
2022-06-30,USD,316750000,604738000,287988000,360005000,-114204000,13577000,None,430954000,None,-22185000,None,22185000,532268000,None,None,18263000,110067000,24900000,22185000,148896000,82975000,132252000,150515000,85167000,VIRT
2022-03-31,USD,403377000,701262000,297885000,352233000,-56174000,25215000,None,459551000,None,-45727000,None,45727000,676962000,None,None,18388000,154043000,41786000,45727000,199925000,138471000,199770000,218158000,112257000,VIRT
2021-12-31,USD,396193000,705604000,309411000,375942000,-82394000,22513000,39400000,478587000,None,-20232000,None,20232000,657156000,None,None,18144000,145115000,41059000,20232000,185947000,115700000,165347000,183491000,104056000,VIRT
