fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,None,1354877000,1783436000,428559000,428559000,232408000,131168000,327987000,1122469000,None,None,None,None,None,None,None,61115750,344081000,31375000,None,None,None,232408000,293523750,348418000,ATHM
2024-09-30,CNY,1366864000,1774532000,407668000,407668000,82616000,136532000,339159000,1284248000,None,193816000,193816000,None,None,None,None,None,289220000,-138982000,None,428202000,None,None,82616000,469933000,ATHM
2024-06-30,CNY,1526452000,1872554000,346102000,346102000,412394000,117564000,315230000,1114058000,None,189053000,189053000,None,None,None,None,61115750,606087000,102165000,None,503922000,None,351278250,412394000,509673000,ATHM
2024-03-31,CNY,1308173000,1609065000,300892000,300892000,276078000,149545000,336067000,1032095000,None,219974000,219974000,None,None,None,None,61115750,446919000,68401000,None,378518000,None,214962250,276078000,421447000,ATHM
2023-12-31,CNY,1543553000,1911441000,367888000,367888000,366714000,156797000,355924000,1169478000,None,195813000,195813000,None,None,None,None,76297500,569888000,127566000,None,442322000,None,366714000,443011500,432115000,ATHM
2023-09-30,CNY,1543553000,1911441000,367888000,367888000,366714000,156797000,355924000,1169478000,None,207365000,207365000,None,None,None,None,61115750,569888000,127566000,None,574187000,None,305598250,366714000,471920000,ATHM
2023-06-30,CNY,1532479000,1906031000,373552000,373552000,166037000,141047000,355172000,1366442000,None,202813000,202813000,None,None,None,None,76297500,428299000,-145888000,None,506836000,None,89739500,166037000,602312000,ATHM
2023-03-31,CNY,1522625000,1893256000,370631000,370631000,158937000,102775000,312903000,1009336000,None,225015000,225015000,172066000,None,None,None,54880,671675000,76914000,None,402064000,None,513234120,513289000,618660000,ATHM
2022-12-31,CNY,1522625000,1893256000,370631000,370631000,158937000,102775000,312903000,1009336000,None,172066000,172066000,172066000,None,None,None,354352000,671675000,76914000,None,594761000,None,158937000,513289000,618661000,ATHM
2022-09-30,CNY,1512626000,1843287000,330661000,330661000,-119525000,136387000,386750000,1320880000,None,152858000,152858000,152858000,None,None,None,27081,328865000,-180842000,None,509707000,None,191718919,191746000,495436000,ATHM
2022-06-30,CNY,1454129000,1732993000,278864000,278864000,-37763000,126616000,362194000,1152878000,None,138859000,138859000,149398000,None,None,None,86065,456531000,34108000,None,740867000,None,301164935,301251000,423376000,ATHM
2022-03-31,CNY,1431647000,1693617000,261970000,261970000,176907000,127644000,394795000,1254740000,None,90768000,90768000,8275000,None,None,None,71391,152646000,-119447000,None,297735000,None,176835609,176907000,288079000,ATHM
2021-12-31,CNY,1431647000,1693617000,261970000,261970000,176907000,127644000,394795000,1254740000,None,-25624000,25624000,8275000,None,None,None,-8275000,152646000,-119447000,None,272093000,None,185182000,176907000,288079000,ATHM
2021-09-30,CNY,1482551000,1763763000,281212000,281212000,365084000,110748000,364029000,1117467000,None,152307000,152307000,None,None,None,None,54000,517289000,18204000,None,499085000,None,365030000,365084000,535483000,ATHM
2021-06-30,CNY,1676456000,1938043000,261587000,261587000,672987000,176782000,334662000,1003469000,None,138859000,138859000,None,None,None,None,55806,811083000,70216000,None,740867000,None,672931194,672987000,775924000,ATHM
2021-03-31,CNY,1598458000,1841581000,243123000,243123000,566634000,128625000,304551000,1031824000,None,129703000,129703000,None,None,None,None,None,696140000,65033000,None,631107000,None,566634000,698832000,633799000,ATHM
2020-12-31,CNY,2215088000,2483094000,268006000,268006000,947175000,70577000,396894000,1267913000,None,136038000,136038000,None,None,None,None,55131,1077520000,-70883000,None,1148403000,None,947119869,947175000,1146902000,ATHM
2020-09-30,CNY,2065483000,2315568000,250085000,250085000,744176000,139632000,349010000,1321307000,None,135091000,135091000,None,None,None,None,None,878987000,31914000,None,847073000,None,878987000,878585000,846671000,ATHM
2020-06-30,CNY,2048051000,2313268000,265217000,265217000,870749000,82482000,326385000,1177302000,None,128869000,128869000,None,None,None,None,51116,999258000,174430000,None,824828000,None,870697884,870749000,824477000,ATHM
2020-03-31,CNY,2064552000,2329662000,265110000,265110000,1102529000,59688000,300191000,962023000,None,137391000,137391000,None,None,None,None,46467,1222294000,114101000,None,587263000,None,1102482533,1102529000,1108073000,ATHM
2019-12-31,CNY,2064552000,2329662000,265110000,265110000,1102529000,59688000,300191000,962023000,None,117536000,117536000,0,None,0,None,None,1222294000,114101000,None,1108193000,None,1222294000,1102529000,1108073000,ATHM
2019-09-30,CNY,1923101000,2170199000,247098000,247098000,640546000,108714000,361687000,1282555000,None,124008000,124008000,0,None,0,None,44646,763265000,119450000,None,643815000,None,641917354,641962000,643705000,ATHM
2019-06-30,CNY,2045332000,2308962000,263630000,263630000,835260000,81807000,360603000,1210072000,None,114206000,114206000,0,None,0,None,40963,949377000,147285000,None,802092000,None,835219037,835260000,801879000,ATHM
2019-03-31,CNY,1937683000,2187782000,250099000,250099000,899159000,65326000,296076000,1038524000,None,114221000,112639000,0,None,0,None,40374,990903000,-21771000,None,646545000,None,657416626,899159000,1015282000,ATHM
2018-12-31,CNY,1937683000,2187782000,250099000,250099000,899159000,65326000,296076000,1038524000,None,None,None,0,None,0,None,None,990903000,-21771000,None,3111630.40,None,990902000,899159000,1015282000,ATHM
2018-09-30,CNY,1673075000,1888432000,215357000,215357000,698201000,100269000,297259000,974874000,None,None,None,0,None,0,None,None,830752000,150702000,None,99004207.37,None,830752000,698201000,681321000,ATHM
2018-06-30,CNY,1660192000,1868883000,208691000,208691000,748359000,86371000,313121000,911833000,None,None,None,0,None,0,None,None,834408000,145054000,None,103382423.52,None,834408000,748359000,691630000,ATHM
2018-03-31,CNY,1428766000,1751441000,322675000,322675000,601515000,54456000,266223000,832196000,None,None,None,0,None,None,None,-4945000,659272000,-68904000,None,76658546.29,None,601515000,596570000,730398000,ATHM
2017-12-31,CNY,1428766000,1751441000,322675000,322675000,601515000,54456000,266223000,832196000,None,None,None,0,None,None,None,-4945000,659272000,-68904000,None,2143422000,None,601515000,596570000,730398000,ATHM
