fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,184577000,345530000,790194000,157720000,-16278000,172043000,None,200855000,None,None,None,None,341144000,-4081000,None,15036000,-21603000,-14044000,4874000,-11189000,-16584000,-16278000,-1242000,-7559000,FOSL
2024-09-30,USD,142232000,287819000,311494000,145587000,-24460000,160858000,None,166692000,None,None,None,None,287819000,3617000,None,200000,-25866000,6165000,4922000,-31930000,-25822000,-24460000,-24260000,-32031000,FOSL
2024-06-30,USD,136851000,259991000,293617000,123140000,-34003000,153604000,None,170854000,None,None,None,None,259991000,1450000,None,200000,-36577000,2208000,4082000,-38843000,-40309000,-34003000,-33803000,-38785000,FOSL
2024-03-31,USD,133492000,249772000,284290000,121392000,-29206000,152272000,None,162698000,None,-5112000,None,5112000,254884000,3887000,None,200000,-30413000,-6117000,5112000,-24314000,-26155000,-29206000,-25101000,-24296000,FOSL
2023-12-31,USD,200534000,424940000,598793000,220727000,-24008000,207674000,None,224542000,None,-2484000,3184000,5668000,427424000,1852000,None,23728000,-27679000,556000,5668000,-28380000,-27974000,-24008000,1717000,-28235000,FOSL
2023-09-30,USD,161663000,338361000,390094000,182458000,-46395000,191433000,None,208058000,None,-5760000,None,5760000,344121000,-3093000,None,200000,-55501000,5561000,5760000,-60809000,-60240000,-46395000,-49541000,-61062000,FOSL
2023-06-30,USD,156667000,316621000,357318000,165299000,-35313000,187187000,None,191980000,None,-5345000,None,5345000,321966000,7172000,None,200000,-33727000,-7198000,5345000,-26288000,-30810000,-35313000,-28182000,-26529000,FOSL
2023-03-31,USD,160717000,320032000,362544000,164319000,-37308000,190873000,None,198025000,None,-5004000,-1000,5004000,325036000,2733000,None,200000,-39659000,1603000,5004000,-41182000,-38151000,-37308000,-34355000,-41262000,FOSL
2023-03-31,USD,None,320031000,362804000,None,None,None,None,None,None,-5005000,None,None,325036000,None,None,300000,None,None,5005000,-41182000,None,None,None,-41262000,FOSL
2022-12-31,USD,235397000,492879000,659722000,263750000,1264000,232168000,None,234133000,None,-5020000,772000,5792000,497899000,499000,None,20731000,-3922000,5496000,6852000,-9525000,11140000,1264000,22601000,-9418000,FOSL
2022-09-30,USD,219620000,431144000,413781000,216651000,22482000,196530000,None,197138000,None,-5127000,None,5127000,436271000,-1859000,None,600000,15063000,9214000,5127000,6282000,-3947000,22482000,20790000,5849000,FOSL
2022-06-30,USD,191349000,366846000,382639000,179819000,-10936000,199233000,None,202285000,None,-4322000,None,4322000,371168000,-1674000,None,700000,-17071000,2003000,4322000,-18935000,-32091000,-10936000,-12049000,-19074000,FOSL
2022-03-31,USD,184313000,371856000,390735000,191540000,-14282000,195758000,None,198595000,None,-3997000,None,3997000,375853000,1618000,None,600000,-16827000,4687000,3997000,-21348000,-28301000,-14282000,-12230000,-21514000,FOSL
2021-12-31,USD,302423000,582877000,741585000,301805000,47238000,249103000,None,255185000,None,-4395000,407000,4802000,587272000,-15382000,None,26408000,26896000,7250000,17807000,19804000,19957000,47238000,58106000,19646000,FOSL
2021-09-30,USD,259522000,485405000,444170000,232305000,47806000,205718000,None,211716000,None,-6422000,None,6422000,491827000,-482000,None,700000,40398000,8978000,6422000,31924000,30268000,47806000,47520000,31420000,FOSL
2021-06-30,USD,221839000,404408000,396129000,189100000,14347000,200480000,None,207492000,None,-6531000,None,6531000,410939000,-500000,None,800000,6889000,8081000,6531000,-765000,-347000,14347000,14220000,-1192000,FOSL
2021-03-31,USD,182589000,355711000,380997000,180453000,-16755000,187324000,None,199344000,None,-7331000,None,7331000,363042000,1864000,None,1200000,-22323000,2117000,7331000,-24339000,-32819000,-16755000,-13792000,-24440000,FOSL
2020-12-31,USD,259634000,525921000,683987000,268491000,18316000,223909000,None,241318000,None,-7878000,573000,8451000,533799000,1583000,None,36480000,11249000,15207000,8451000,-3759000,14305000,18316000,56180000,-3958000,FOSL
2020-09-30,USD,229766000,427445000,415360000,205726000,17511000,201987000,None,212255000,None,-8047000,None,8047000,435492000,0,None,1934000,9228000,-6759000,8047000,16223000,23591000,17511000,19209000,15987000,FOSL
2020-06-30,USD,140596000,251135000,294283000,118413000,-36805000,163503000,None,177401000,None,-7874000,None,7874000,259009000,879000,None,1835000,-43383000,-20840000,7874000,-22960000,-21744000,-36805000,-33674000,-22543000,FOSL
2020-03-31,USD,140360000,383254000,526887000,250358000,-134341000,245719000,None,274701000,None,-7464000,None,7464000,390718000,-7290000,None,2001000,-149232000,-63651000,7464000,-85444000,-90532000,-134341000,-139767000,-85581000,FOSL
2019-12-31,USD,307862000,689096000,927387000,403701000,-967000,295016000,None,308829000,None,-4960000,None,7035000,694056000,1989000,None,47988000,-6187000,690000,7035000,-6703000,-8787000,-967000,48836000,-6877000,FOSL
2019-09-30,USD,278542000,532066000,550455000,260946000,-9153000,264103000,None,287695000,None,-7422000,None,7422000,539488000,-1424000,None,1814000,-18996000,6939000,7422000,-24938000,-34301000,-9153000,-9760000,-25935000,FOSL
2019-06-30,USD,265108000,494040000,501412000,236285000,1681000,256110000,None,263427000,None,-7353000,None,7353000,501393000,507000,None,1700000,-5867000,1444000,7353000,-6609000,-9460000,1681000,3186000,-7311000,FOSL
2019-03-31,USD,247927000,480280000,487792000,217341000,-19944000,257684000,None,267871000,None,-8122000,None,8122000,488402000,25912000,None,1700000,-2634000,9608000,8122000,-11762000,-15741000,5488000,7188000,-12242000,FOSL
2018-12-31,USD,416904000,773002000,951393000,370018000,67326000,344890000,None,349578000,None,-8240000,None,10845000,781242000,5300000,None,58179000,61488000,13899000,10845000,47882000,53399000,67326000,130512000,47589000,FOSL
2018-09-30,USD,326532000,598928000,589074000,282295000,22653000,297804000,None,303879000,None,-9899000,None,9899000,608827000,-2895000,None,2900000,8943000,3937000,9899000,5922000,6330000,22653000,21742000,5006000,FOSL
2018-06-30,USD,309009000,565516000,578570000,267574000,1013000,287235000,None,307996000,None,-11067000,None,11067000,576583000,-555000,None,3000000,-11172000,-3372000,11067000,-7237000,-12507000,1013000,2895000,-7800000,FOSL
2018-03-31,USD,287691000,1126934000,600518000,281465000,-28281000,294654000,None,315972000,None,-10691000,None,10691000,568469000,-1888000,None,3000000,-41628000,6645000,11409000,-47505000,-37129000,-30937000,-27937000,-48273000,FOSL
2017-12-31,USD,448081000,922357000,1132319000,472724000,51242000,390486000,None,396839000,None,-3700000,None,11118000,7941000,2235000,None,71177000,116851000,120551000,3700000,-3700000,-71433000,51242000,199146000,-3700000,FOSL
2017-09-30,USD,319893000,676652000,692221000,368829000,-499000,314623000,None,320392000,None,-12070000,None,12070000,688722000,3860000,None,3000000,-8629000,-3230000,12070000,-5479000,-9948000,-499000,6441000,-5399000,FOSL
2017-06-30,USD,301347000,585205000,1030302000,295499000,-429756000,314210000,None,731103000,None,-11641000,None,11641000,596846000,2002000,None,3700000,-441008000,-96296000,11641000,-343099000,-337843000,-429756000,-425667000,-344712000,FOSL
2017-03-31,USD,289519000,573257000,631371000,292272000,-45263000,308498000,None,334782000,None,-8384000,None,8384000,-149000,5638000,None,3700000,-49406000,-1220000,8384000,-46789000,-39792000,-45263000,-37322000,-48186000,FOSL
2016-12-31,USD,489019000,966027000,1180462000,470146000,66116000,409598000,None,422903000,None,-5352000,None,7508000,12214000,7654000,None,80297000,65173000,15475000,7508000,50787000,28424000,66116000,152978000,49698000,FOSL
2016-09-30,USD,385080000,731023000,710515000,352910000,31175000,339432000,None,353905000,None,-6967000,None,6967000,11017000,1591000,None,3700000,23807000,6451000,6967000,19348000,20378000,31175000,34474000,17356000,FOSL
2016-06-30,USD,355750000,678947000,673718000,329618000,15450000,340300000,None,340300000,None,-6421000,None,6421000,-730000,2542000,None,3800000,9520000,3499000,6421000,8072000,852000,15450000,19741000,6021000,FOSL
2016-03-31,USD,348337000,653427000,649143000,311510000,14404000,333933000,None,333933000,None,-5999000,None,5999000,-421000,2270000,None,3700000,9072000,3279000,5999000,7396000,14296000,14404000,18771000,5793000,FOSL
2015-12-31,USD,525543000,1025879000,1240154000,466930000,88941000,424786000,None,436602000,None,-4697000,None,5723000,38103000,12133000,None,81597000,93421000,23036000,5723000,72315000,47114000,88941000,180741000,70385000,FOSL
2015-09-30,USD,417734000,766200000,696798000,353569000,75705000,338888000,None,342029000,None,-5103000,None,5103000,355000,6830000,None,1200000,74837000,17303000,5103000,60129000,44841000,75705000,81140000,57534000,FOSL
2015-06-30,USD,409465000,734961000,670941000,330510000,70434000,332560000,None,339031000,None,-5014000,None,5014000,-317000,14294000,None,1400000,77542000,22894000,5014000,56820000,59961000,70434000,83956000,54648000,FOSL
2015-03-31,USD,400724000,718705000,671401000,324361000,56154000,332482000,None,344570000,None,-4178000,None,4178000,-2202000,7186000,None,1200000,56594000,18524000,4178000,40638000,4625000,56154000,61972000,38070000,FOSL
2014-12-31,USD,604312000,1061333000,1184275000,460533000,222147000,382165000,None,382165000,None,-3710000,None,4509000,198000,6689000,None,79430000,222307000,68181000,4509000,156146000,136037000,222147000,306246000,154126000,FOSL
2014-09-30,USD,509038000,890686000,740849000,385444000,154933000,354105000,None,354105000,None,-3796000,None,3796000,-220000,2198000,None,1300000,150652000,46931000,3796000,106404000,72015000,154933000,155748000,103721000,FOSL
2014-07-05,USD,444602000,769933000,690362000,329218000,84758000,359844000,None,359844000,None,-3887000,None,3887000,-454000,-1097000,None,1300000,77392000,24875000,3887000,54899000,50097000,84758000,82579000,52517000,FOSL
2014-04-05,USD,443220000,772869000,673428000,333324000,104698000,338522000,None,338522000,None,-3706000,None,3706000,31000,-351000,None,1300000,97823000,31480000,3706000,69161000,65457000,104698000,102829000,66343000,FOSL
2013-12-31,USD,609345000,1062427000,1133637000,453082000,219295000,390050000,None,390050000,None,-2723000,None,3532000,880000,337000,None,70367000,213333000,64815000,3532000,151284000,154252000,219295000,287232000,148518000,FOSL
2013-09-30,USD,464969000,807360000,670664000,345427000,141032000,323937000,None,323937000,None,-3036000,None,3036000,-932000,259000,None,1300000,135615000,45881000,3036000,92374000,103878000,141032000,139951000,89734000,FOSL
2013-06-30,USD,408901000,704500000,600601000,297348000,106948000,301953000,None,301953000,None,-1749000,None,1749000,538000,-961000,None,1300000,101542000,33829000,1749000,70409000,72284000,106948000,104591000,67713000,FOSL
2013-03-31,USD,378471000,679402000,587878000,302428000,94321000,284150000,None,284150000,None,-1231000,None,1231000,-266000,9784000,None,1300000,101080000,28894000,1231000,73980000,55669000,94321000,103611000,72186000,FOSL
2012-12-31,USD,539678000,947700000,983787000,408023000,204795000,334883000,None,334883000,None,-591000,None,1480000,4748000,2357000,None,58106000,203881000,52749000,1480000,152922000,152123000,204795000,263467000,151132000,FOSL
2012-09-30,USD,381524000,682733000,571983000,302646000,113087000,268437000,None,268437000,None,-1437000,None,1437000,-2275000,2211000,None,900000,110775000,33984000,1437000,79877000,87053000,113087000,113112000,76791000,FOSL
2012-06-30,USD,356361000,634675000,554007000,279743000,88097000,268264000,None,268264000,None,-1429000,None,1429000,1319000,1425000,None,1300000,85043000,27705000,1429000,60388000,43893000,86472000,87772000,57338000,FOSL
2012-03-31,USD,328980000,588202000,506672000,260553000,82861000,246119000,None,246119000,None,-814000,None,814000,-517000,2549000,None,200000,81664000,23524000,814000,61342000,66912000,82478000,82678000,58140000,FOSL
2011-12-31,USD,465869000,830756000,816749000,364887000,174364000,291505000,None,291505000,None,-720000,None,1070000,-22233000,-4492000,None,44420000,163912000,46001000,1070000,122802000,112319000,164982000,209402000,117911000,FOSL
2011-09-30,USD,359529000,642910000,524301000,283381000,118809000,240720000,None,240720000,None,-447000,None,447000,-2017000,-6551000,None,200000,108915000,39306000,447000,72504000,55173000,109362000,109562000,69609000,FOSL
2011-06-30,USD,311976000,556661000,470599000,244685000,86262000,225714000,None,225714000,None,-649000,None,649000,1328000,-3925000,None,200000,79019000,27658000,649000,54031000,60107000,79668000,79868000,51361000,FOSL
2011-03-31,USD,None,536975000,444419000,235163000,None,209256000,None,None,None,-225000,None,225000,-404000,-3073000,None,None,87014000,None,225000,58066000,69865000,87239000,87639000,55822000,FOSL
2010-12-31,USD,400118000,701076000,665687000,300959000,149536000,250582000,None,250582000,None,548000,None,955000,4663000,6110000,None,None,151616000,54959000,955000,99731000,89240000,152571000,None,96657000,FOSL
