fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,INR,3766000000,10491000000,6725000000,6725000000,539000000,1845000000,None,3227000000,None,-710000000,19000000,729000000,None,None,None,1446000000,-119000000,139000000,None,-258000000,None,610000000,2056000000,-258000000,SIFY
2024-09-30,INR,3913000000,10275000000,6362000000,6362000000,780000000,1945000000,None,3133000000,None,-695000000,0,695000000,None,None,None,1323000000,87000000,38000000,None,49000000,None,782000000,2105000000,49000000,SIFY
2024-06-30,INR,3460000000,9421000000,5961000000,5961000000,566000000,1676000000,None,8855000000,None,-670000000,None,670000000,None,None,None,None,-46000000,None,None,-105000000,None,None,None,-105000000,SIFY
2024-03-31,INR,3460000000,9421000000,5961000000,5961000000,566000000,1588382000,None,2894000000,None,-632924000,None,670000000,None,None,None,1306000000,-46000000,59000000,None,-46934000,None,566000000,1872000000,-105000000,SIFY
2023-12-31,INR,3282000000,8791000000,5509000000,5509000000,359000000,548352000,None,2980000000,None,-525000000,0,307000000,None,None,None,1217000000,52000000,37000000,None,-14000000,None,359000000,1576000000,15000000,SIFY
2023-09-30,INR,3269000000,8659000000,5390000000,5390000000,505000000,548352000,None,2763000000,None,-307000000,69141000,525000000,None,None,None,1183000000,-20000000,-6000000,None,15000000,None,61908500,1244908500,-14000000,SIFY
2023-06-30,INR,3176090000,8547297000,5371207000,5371207000,619860000,1421000000,None,2595078000,None,-569000000,None,569000000,None,None,None,739908500,118477000,53610000,None,65000000,None,619860000,1359768500,64867000,SIFY
2023-03-31,INR,3147000000,8861000000,5714000000,5714000000,547000000,1253312000,None,2602000000,None,-367000000,None,367000000,None,None,None,1092000000,180000000,146000000,None,34000000,None,547000000,1639000000,33836000,SIFY
2022-12-31,INR,3129000000,8896000000,5767000000,5767000000,647000000,1510000000,None,2506000000,None,-420000000,None,420000000,None,None,None,996000000,227000000,-31000000,None,258000000,None,647000000,1643000000,258000000,SIFY
2022-09-30,INR,2949362000,7937811000,4988449000,4988449000,582030000,489000000,None,2367332000,None,-362000000,15004000,332370000,None,None,None,926332000,220089000,108374000,None,112000000,None,582030000,1508362000,111715000,SIFY
