fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,896000000,1962000000,1066000000,1735000000,149000000,116000000,None,478000000,None,-53000000,None,53000000,1957000000,6000000,None,125000000,101000000,26000000,53000000,75000000,26000000,149000000,274000000,75000000,XPO
2024-09-30,USD,1042000000,2053000000,1011000000,1807000000,176000000,33000000,None,432000000,None,-56000000,None,56000000,2053000000,15000000,None,126000000,135000000,40000000,56000000,95000000,124000000,176000000,302000000,95000000,XPO
2024-06-30,USD,1070000000,2079000000,1009000000,1814000000,197000000,33000000,None,431000000,None,-56000000,None,56000000,2083000000,6000000,None,122000000,147000000,-3000000,56000000,150000000,147000000,197000000,319000000,150000000,XPO
2024-03-31,USD,1018000000,2018000000,1000000000,1802000000,138000000,38000000,None,449000000,None,-58000000,None,58000000,2020000000,10000000,None,117000000,90000000,23000000,58000000,67000000,62000000,148000000,265000000,67000000,XPO
2023-12-31,USD,1940000000,1940000000,1047000000,1741000000,119000000,116000000,None,548000000,None,-42000000,None,42000000,1940000000,3000000,None,114000000,78000000,20000000,44000000,58000000,55000000,120000000,234000000,58000000,XPO
2023-09-30,USD,1022000000,1980000000,958000000,1762000000,154000000,39000000,None,446000000,None,-41000000,41000000,41000000,1979000000,4000000,None,110000000,115000000,31000000,41000000,86000000,62000000,156000000,266000000,84000000,XPO
2023-06-30,USD,981000000,1917000000,936000000,1724000000,107000000,46000000,None,434000000,None,-43000000,43000000,43000000,1896000000,3000000,None,107000000,46000000,13000000,66000000,31000000,48000000,89000000,196000000,33000000,XPO
2023-03-31,USD,979000000,1907000000,928000000,1747000000,58000000,44000000,None,468000000,None,-42000000,42000000,42000000,1910000000,5000000,None,101000000,18000000,4000000,42000000,17000000,29000000,60000000,161000000,14000000,XPO
2022-12-31,USD,1767000000,1831000000,64000000,-1689000000,4000000,-288000000,None,64000000,None,-32000000,32000000,32000000,1831000000,13000000,None,103000000,-86000000,8000000,45000000,-36000000,-106000000,-54000000,49000000,-94000000,XPO
2022-09-30,USD,582000000,1946000000,2460000000,2044000000,139000000,298000000,None,416000000,None,-35000000,35000000,35000000,3042000000,15000000,None,99000000,158000000,27000000,35000000,92000000,71000000,193000000,292000000,131000000,XPO
