fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,94987000,203598000,108611000,76368000,6679000,93890000,None,196919000,34000,-17009000,1404000,-1127000,203598000,-32000,None,14721000,-10362000,-41000,17043000,-10359000,-10359000,6679000,3232000,-10321000,CMLS
2024-06-30,USD,95980000,205019000,109039000,88311000,-9583000,94359000,None,214432000,146000,-17480000,1037000,33100000,205019000,-27000,None,14680000,-26920000,779000,17456000,-27699000,-27699000,-9583000,20860000,-27699000,CMLS
2024-03-31,USD,87901000,197530000,109629000,99926000,-10474000,94760000,None,210527000,346000,-17360000,346000,17360000,214890000,14833000,None,14869000,-12655000,1499000,17360000,-14199000,-14199000,4705000,19574000,-14154000,CMLS
2023-12-31,USD,25411000,203969000,178558000,113916000,-63117000,96496000,None,284418000,644000,-17801000,644000,17801000,221470000,-45000,None,14396000,-80319000,17747000,17801000,-98066000,-98066000,-62518000,-48122000,-98066000,CMLS
2023-09-30,USD,84616000,190400000,105784000,76740000,17583000,91834000,None,189836000,634000,-17862000,634000,17862000,208262000,-26000,None,13950000,1172000,-1550000,17019000,2750000,2750000,19034000,32984000,2722000,CMLS
2023-06-30,USD,81938000,200585000,118647000,73533000,3221000,94401000,None,206915000,712000,-17940000,712000,17940000,218525000,-268000,None,15146000,-5886000,-4800000,9551000,-1082000,-1082000,12054000,27200000,-1068000,CMLS
2023-03-31,USD,86667000,195652000,108985000,88666000,1035000,94301000,None,204657000,369000,-17666000,369000,17666000,213318000,-18000,None,14684000,-15663000,5804000,17049000,-21467000,-21467000,2003000,16687000,-21467000,CMLS
2022-12-31,USD,108565000,237140000,128575000,99685000,9473000,98048000,None,241797000,337000,-17402000,None,17402000,254342000,297000,None,14983000,-5015000,-4961000,14782000,-54000,-54000,12387000,27370000,-54000,CMLS
2022-09-30,USD,111001000,218235000,107234000,83284000,28423000,93200000,None,205040000,1000,-15507000,None,15507000,233742000,-32000,None,14034000,13164000,4624000,15228000,8564000,8564000,28671000,42705000,8540000,CMLS
2022-06-30,USD,111572000,222222000,110650000,83184000,27090000,96835000,None,209651000,1000,-16116000,None,16116000,238338000,-31000,None,13815000,12554000,3900000,14519000,8641000,8641000,28670000,42485000,8654000,CMLS
