fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,None,450000000,3876000000,3426000000,3426000000,42000000,20876000,None,408000000,None,None,None,None,None,None,None,221000000,397000000,64000000,None,None,None,42000000,263000000,281000000,TX
2024-09-30,USD,571044766,4426090922,3855046156,3855046156,164002476,412000000,None,403000000,None,74000000,71000000,53350203,None,None,None,181785877,216364712,141279241,None,93000000,None,268726945,450512822,32000000,TX
2024-06-30,USD,736205023,4476953905,3740748882,3740748882,319363470,23335000,None,416841550,None,-39000000,73000000,45000000,None,None,None,197642826,-447363944,304288727,None,-743000000,None,-402705999,-205063173,-721621197,TX
2024-03-31,USD,1080629507,4742352940,3661723433,3661723433,667329060,160876000,None,413300441,None,15344000,82554000,44879000,None,None,None,169572744,508452250,40130833,None,491431000,None,676141256,845714000,361436000,TX
2023-12-31,USD,894986850,4947511385,4052524535,4052524535,461540300,39465000,19000000,433446546,None,16990000,93790000,44147333,None,None,None,191639560,687293713,156522363,None,553810000,None,461540300,653179860,413873000,TX
2023-09-30,USD,992696000,5184710000,4192014000,4192014000,527316000,443000000,None,465380000,None,30213000,50000000,47328000,None,None,None,161433439,-529819000,253020000,None,-782839000,None,627260561,788694000,-739134000,TX
2023-06-30,USD,1031853000,3871272000,2839419000,2839419000,731741000,13237000,None,300112000,None,-17990000,12912000,17542000,None,None,None,122085,741052000,5169000,None,735883000,None,909377915,909500000,627000000,TX
2023-03-31,USD,642000000,3623000000,2981000000,2981000000,357000000,230519000,None,285000000,None,8000000,41000000,16000000,None,None,None,41584,400000000,-79000000,None,480000000,None,566958416,567000000,374374000,TX
2022-12-31,USD,427000000,3546000000,3119000000,3119000000,88000000,221315000,16300000,385000000,None,9000000,28000000,18000000,None,None,None,54880,70000000,11000000,None,59000000,None,247945120,248000000,59000000,TX
2022-09-30,USD,800314000,4125478000,3325164000,3325164000,396238000,266826000,None,274075000,None,-54947000,138890000,14634000,None,None,None,27081,381604000,161701000,None,219903000,None,549384919,549412000,219903000,TX
2022-06-30,USD,1378768000,4437676000,3058908000,3058908000,1071152000,10945000,None,307616000,None,38000000,16000000,7313000,None,None,None,86065,1157604000,221419000,None,936000000,None,1317830935,1317917000,799270000,TX
2022-03-31,USD,1320644000,4304829000,2984185000,2984185000,1059015000,229026000,None,261629000,None,14376000,24317000,6622000,None,None,None,60459,1056892000,179374000,None,877518000,None,1288230541,1288291000,775621000,TX
2021-12-31,USD,1609700000,4329700000,2720000000,2720000000,1358500000,203619000,9800000,251200000,None,21000000,17800000,6400000,None,None,None,71391,1478200000,342400000,None,1135800000,None,1630728609,1630800000,998000000,TX
