fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,434300000,555400000,121100000,442900000,125900000,59800000,None,502600000,None,-73100000,None,73100000,628500000,-100000,None,49600000,85300000,19900000,73100000,66200000,65400000,125900000,175500000,65400000,CHDN
2024-06-30,USD,703100000,817200000,114100000,502700000,330000000,57400000,None,560700000,None,-73500000,None,73500000,890700000,100000,None,49200000,293400000,84100000,73500000,210200000,209300000,330000000,379200000,209300000,CHDN
2024-03-31,USD,410500000,520500000,110000000,405700000,126300000,54800000,None,464600000,None,-70400000,None,70400000,590900000,8100000,None,46900000,101800000,21400000,70400000,80400000,80400000,172200000,219100000,80400000,CHDN
2023-12-31,USD,380800000,490600000,109800000,400200000,106200000,51700000,11200000,455000000,None,-70600000,None,70600000,561200000,400000,None,47200000,71900000,14300000,70600000,57600000,57600000,142500000,189700000,57600000,CHDN
2023-09-30,USD,407200000,504600000,97400000,408500000,112300000,50200000,None,460200000,None,-67900000,None,67900000,572500000,4100000,None,42100000,81800000,20800000,67900000,61000000,61000000,149700000,191800000,61000000,CHDN
2023-06-30,USD,645000000,768500000,123500000,469800000,225600000,48100000,None,542900000,None,-65200000,None,65200000,768500000,0,None,41800000,199200000,56200000,65200000,143000000,143000000,264400000,306200000,143000000,CHDN
2023-03-31,USD,466100000,559500000,93400000,387500000,119900000,52300000,None,439600000,None,-64700000,None,64700000,559500000,1400000,None,37900000,208900000,53200000,64700000,155700000,155700000,273600000,311500000,155700000,CHDN
2022-12-31,USD,351500000,480100000,128600000,348800000,11700000,51500000,None,468400000,None,-54700000,None,54700000,480100000,2600000,None,35000000,-3100000,-4100000,54700000,1000000,1000000,51600000,86600000,1000000,CHDN
2022-09-30,USD,313000000,383100000,70100000,280500000,63000000,38400000,None,320100000,None,-36200000,None,36200000,383100000,4200000,None,27500000,73400000,16400000,36200000,57000000,57000000,109600000,137100000,57000000,CHDN
2022-06-30,USD,515400000,582500000,67100000,343200000,199700000,38400000,None,382800000,None,-35100000,None,35100000,None,200000,None,26100000,479900000,140600000,35100000,339300000,339300000,515000000,541100000,339300000,CHDN
2022-03-31,USD,295800000,364100000,68300000,270900000,47400000,35900000,None,316700000,None,-21300000,None,21300000,None,0,None,25100000,58600000,16500000,21300000,42100000,42100000,79900000,105000000,42100000,CHDN
