fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,-45124000,13988000,59112000,11077000,-60873000,8886000,None,15749000,None,29996000,29996000,None,1206000,None,3654000,560000,-26167000,22000,None,-26227000,-26189000,-60873000,-60313000,-26189000,EQC
2024-06-30,USD,5753000,14109000,8356000,10903000,-9324000,8356000,None,15077000,None,29770000,29770000,None,1293000,None,3614000,568000,24584000,434000,None,24186000,24150000,-9324000,-8756000,24150000,EQC
2024-03-31,USD,6136000,15190000,9054000,10891000,-8721000,8323000,None,14857000,None,29512000,29512000,None,1297000,None,3626000,731000,25435000,30000,None,25458000,25405000,-8721000,-7990000,25405000,EQC
2023-12-31,USD,7019000,15146000,8127000,6542000,-7027000,7504000,None,14046000,None,29670000,29670000,28310000,1322000,None,3561000,623000,26509000,-40000,None,26626000,26549000,-7027000,-6404000,26549000,EQC
2023-09-30,USD,8151000,15212000,7061000,6722000,-5632000,7061000,None,13783000,None,29269000,29269000,None,1284000,None,3810000,626000,26176000,30000,None,26232000,26146000,-5632000,-5006000,26146000,EQC
2023-06-30,USD,736000,14590000,13854000,6942000,-20060000,13854000,None,20796000,None,27352000,27352000,None,1232000,27352000,3824000,690000,16580000,796000,None,15836000,15784000,-20060000,-19370000,15784000,EQC
2023-03-31,USD,6430000,15576000,9146000,7256000,-9381000,8555000,None,15811000,None,28376000,28376000,28310000,1350000,28376000,3719000,591000,23765000,1080000,None,22751000,22685000,-9381000,-8790000,22685000,EQC
2022-12-31,USD,-16205000,15787000,31992000,6986000,-8724000,7137000,None,-7481000,None,24263000,24263000,7537000,1159000,24270000,3963000,671000,21247000,372000,None,20928000,20875000,-8724000,-8053000,20875000,EQC
2022-09-30,USD,7533000,15126000,7593000,6073000,-6133000,7593000,None,13666000,None,15145000,15145000,15294000,1257000,15235000,3791000,660000,12213000,23000,None,12221000,12190000,-6133000,-5473000,12190000,EQC
2022-06-30,USD,7895000,15541000,7646000,6592000,-6343000,7646000,None,14238000,None,5963000,5963000,5963000,1115000,5963000,3700000,613000,2946000,50000,None,2903000,2896000,-6343000,-5730000,2896000,EQC
2022-03-31,USD,8048000,16686000,8638000,4533000,-4487000,8002000,None,12535000,None,1574000,1574000,1574000,846000,1574000,3776000,636000,1310000,8000,None,1305000,1302000,-4487000,-3851000,1302000,EQC
2021-12-31,USD,-18890000,14395000,33285000,6582000,-8871000,6753000,None,-10019000,None,0,1732000,0,892000,1732000,3764000,639000,-1608000,26000,0,-1637000,-1634000,-1608000,-969000,-1634000,EQC
2021-09-30,USD,6309000,13881000,7572000,6102000,-7365000,7572000,None,13674000,None,0,1599000,0,740000,1599000,3940000,648000,-2776000,32000,0,-2814000,-2808000,-2776000,-2128000,-2808000,EQC
2021-06-30,USD,7485000,14875000,7390000,6588000,-6493000,7390000,None,13978000,None,0,1626000,0,761000,1626000,3762000,670000,-1905000,31000,0,-1940000,-1936000,-1905000,-1235000,-1936000,EQC
2021-03-31,USD,-1460000,14851000,16311000,6621000,-23810000,15729000,None,22350000,None,0,1843000,0,682000,1843000,3769000,582000,-9987000,31000,0,-10038000,-10018000,-9987000,-9405000,-10018000,EQC
2020-12-31,USD,-22096000,14708000,36804000,6976000,-10517000,7136000,None,-11579000,None,0,2284000,0,707000,2492000,3870000,810000,-1588000,78000,0,-1670000,-1666000,-1588000,-778000,-1666000,EQC
2020-09-30,USD,9294000,16485000,7191000,6444000,-4341000,7191000,None,13635000,None,-9000,2597000,9000,874000,2737000,4187000,950000,440000,71000,-122000,370000,369000,449000,1399000,369000,EQC
2020-06-30,USD,7963000,16265000,8302000,6677000,-7016000,8302000,None,14979000,None,-302000,4443000,302000,1017000,31359000,3723000,675000,27891000,59000,302000,27886000,27832000,28193000,28868000,27832000,EQC
2020-03-31,USD,7484000,18820000,11336000,8761000,-11881000,10604000,None,19365000,None,-309000,11895000,309000,1677000,431515000,4382000,732000,424799000,40000,309000,425507000,424759000,425108000,425840000,424759000,EQC
2019-12-31,USD,25995000,25995000,58717000,9741000,25995000,8290000,None,5932000,None,-311000,14521000,311000,10981000,14545000,5174000,4009000,16155000,165000,311000,25995000,15990000,16466000,20475000,15990000,EQC
2019-09-30,USD,18212000,26735000,8523000,9923000,8289000,8523000,None,9923000,None,-321000,19401000,321000,0,21346000,5077000,53000,23365000,-521000,321000,23896000,23886000,23686000,23739000,23886000,EQC
2019-06-30,USD,23835000,33368000,9533000,10974000,12861000,9533000,None,10974000,None,-4070000,20695000,4070000,-6374000,241487000,6128000,-982000,242626000,340000,10444000,242377000,242286000,246696000,245714000,242286000,EQC
2019-03-31,USD,28569000,41752000,13183000,15780000,12789000,12096000,None,15780000,None,-4206000,13569000,4206000,0,210812000,7403000,1087000,211818000,1300000,4206000,210597000,210860000,216024000,217111000,210518000,EQC
2018-12-31,USD,42925000,42925000,10438000,15539000,7583000,8973000,None,15539000,None,-5035000,None,5035000,-10391000,13414000,9242000,1465000,15957000,540000,5754000,42925000,16081000,20992000,22457000,15417000,EQC
2018-09-30,USD,51760000,46873000,10905000,20257000,4424000,10905000,None,20257000,None,-5085000,None,5085000,46873000,33503000,9404000,1782000,32829000,65000,5085000,32777000,33227000,37914000,39696000,32764000,EQC
2018-06-30,USD,56465000,48636000,11222000,19521000,4872000,11222000,None,19521000,None,-6350000,None,6350000,47100000,38069000,10461000,2442000,36577000,-456000,7886000,37047000,37670000,42927000,45369000,37033000,EQC
2018-03-31,USD,78054000,58588000,52650000,24599000,-5340000,13339000,None,24599000,None,-10115000,None,10115000,38682000,206124000,11279000,2625000,190606000,3007000,14982000,187662000,187490000,200721000,203346000,187599000,EQC
2017-12-31,USD,42423000,71623000,46647000,30674000,10178000,12033000,None,30674000,None,-10796000,None,10796000,-29200000,-21006000,14991000,3940000,-21616000,-55000,11023000,42423000,-24327000,-10820000,-6880000,-21561000,EQC
2017-09-30,USD,144198000,77798000,44069000,32380000,12596000,11689000,None,32380000,None,-11510000,None,11510000,60888000,32473000,16941000,4481000,33547000,335000,11713000,33224000,34648000,45057000,49538000,33212000,EQC
2017-06-30,USD,157705000,91599000,67672000,37284000,5000,11960000,None,30388000,None,-14863000,None,14863000,74289000,9092000,19344000,4967000,-5764000,45000,14926000,-5811000,-3572000,9099000,14066000,-5809000,EQC
2017-03-31,USD,184901000,99551000,60046000,41087000,18185000,12078000,None,18959000,None,-15014000,None,15014000,80205000,20826000,21893000,5595000,23989000,175000,15014000,23822000,23020000,39003000,44598000,23814000,EQC
2016-12-31,USD,103546000,122801000,75106000,42742000,5534000,11490000,None,88696000,None,-19255000,None,19255000,82164000,None,23567000,6134000,12540000,280000,21817000,12260000,13169000,31795000,37929000,12260000,EQC
2016-09-30,USD,216059000,278649000,62590000,49313000,22858000,13277000,None,13277000,None,-21427000,None,21427000,92722000,85182000,23329000,6737000,86613000,225000,21427000,86388000,87505000,108040000,114777000,86388000,EQC
2016-06-30,USD,260231000,367537000,107306000,51393000,730000,12177000,None,55913000,None,-21300000,None,21300000,121735000,108579000,27217000,13981000,88009000,165000,21300000,87844000,88624000,109309000,123290000,87844000,EQC
2016-03-31,USD,255081000,334441000,79360000,57258000,30314000,13312000,None,22102000,None,-22347000,None,22347000,109765000,38510000,28582000,8790000,46477000,75000,22465000,46402000,47075000,68824000,77614000,46402000,EQC
2015-12-31,USD,138934000,138934000,87535000,63820000,24232000,13739000,None,23715000,None,-24390000,None,24390000,113900000,None,28649000,9976000,43132000,-13000,23840000,43145000,44600000,67522000,77498000,43145000,EQC
2015-09-30,USD,85637000,371319000,89820000,73571000,28866000,16249000,None,16249000,None,-25111000,None,25111000,111763000,26734000,30865000,12415000,30489000,23000,28998000,30466000,31287000,55600000,68015000,30466000,EQC
2015-06-30,USD,114008000,514397000,115855000,89686000,34202000,10911000,None,26169000,None,-27973000,None,27973000,174979000,None,39956000,15545000,15531000,2915000,17547000,12616000,78881000,43504000,59049000,12616000,EQC
2015-03-31,USD,115184000,518729000,133983000,97871000,34023000,16558000,None,36112000,None,-29842000,None,29842000,167544000,8888000,46418000,17650000,13069000,-561000,30270000,13630000,-5382000,42911000,60561000,13630000,EQC
2014-12-31,USD,118650000,212808000,167100000,94158000,-124094000,16760000,None,167100000,None,-32151000,None,32151000,171246000,None,43505000,17459000,-157536000,1025000,33941000,-158730000,-172012000,-125385000,-107926000,-158561000,EQC
