fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,124653000,243971000,218957000,119318000,-26093000,99639000,51107000,150746000,943000,None,None,502000,243971000,3479000,None,None,-22614000,637000,1865000,-23237000,-18128000,-26093000,None,-23251000,TNDM
2024-06-30,USD,112794000,221910000,205358000,109116000,-30774000,94242000,49326000,143568000,-782000,None,None,-1462000,221910000,1031000,None,None,-29714000,1100000,1793000,-30843000,-31132000,-30774000,None,-30814000,TNDM
2024-03-31,USD,94672000,187859000,187108000,97002000,-41678000,90106000,46244000,136350000,434000,-2547000,None,2547000,190406000,2149000,None,None,-39529000,3186000,3815000,-42715000,-45019000,-41678000,None,-42715000,TNDM
2023-12-31,USD,93295000,196796000,188953000,103501000,-35060000,85751000,42604000,128355000,-410000,-2296000,None,2296000,196796000,3750000,None,None,-31345000,-1343000,2296000,-35060000,-26427000,-35060000,None,-30002000,TNDM
2023-09-30,USD,89753000,180782000,175197000,95869000,-31545000,79328000,41970000,121298000,-1422000,-4840000,None,4840000,185622000,816000,None,None,-30761000,2232000,4840000,-32929000,-33974000,-31545000,None,-32961000,TNDM
2023-06-30,USD,101735000,194312000,203016000,94182000,-38808000,97610000,42933000,140543000,-1443000,-1605000,None,1605000,195917000,4179000,None,None,-34675000,1100000,1605000,-35729000,-36875000,-38808000,None,-35775000,TNDM
2023-03-31,USD,82907000,167246000,176290000,86476000,-127817000,89814000,120910000,210724000,-312000,-2137000,None,2137000,169383000,4231000,None,None,-123573000,287000,2137000,-123886000,-122149000,-127817000,None,-123873000,TNDM
2022-12-31,USD,115523000,220502000,1900000,104979000,-17777000,97692000,35608000,133300000,-806000,-1579000,None,1579000,220502000,1664000,None,None,-16113000,-261000,1579000,-17777000,-12606000,-17777000,None,-15852000,TNDM
2022-09-30,USD,104425000,202971000,184226000,100122000,-47493000,84104000,67814000,151918000,-1582000,-1576000,None,1576000,204547000,144000,None,None,-47370000,1600000,1576000,-48970000,-49752000,-47493000,None,-48970000,TNDM
2022-06-30,USD,101946000,198725000,178930000,98316000,-12239000,80614000,33571000,114185000,-1237000,-1537000,None,1537000,200262000,-711000,None,None,-12956000,2100000,1537000,-15056000,-16277000,-12239000,None,-15056000,TNDM
