fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,161200000,293800000,132600000,122600000,64500000,76600000,13800000,241600000,None,-8300000,None,-6700000,64600000,21900000,10100000,16300000,142400000,27600000,8000000,114800000,113000000,64500000,152000000,114800000,EBS
2024-06-30,USD,-48000000,254700000,302700000,296100000,-203500000,85900000,32700000,584100000,None,-23600000,None,-12400000,-40000000,-2700000,12200000,16300000,-269800000,13300000,23600000,-283100000,-283100000,-203500000,-265900000,-283100000,EBS
2024-03-31,USD,147800000,300400000,152600000,144600000,39800000,84700000,15100000,345300000,None,-24300000,None,24300000,300000,-3400000,11700000,16200000,12100000,3100000,24000000,9000000,9200000,36400000,52600000,9000000,EBS
2023-12-31,USD,84800000,276600000,191800000,185100000,-43800000,89700000,29400000,412200000,None,-21700000,None,21700000,2500000,11000000,13400000,20200000,-54500000,-5000000,19200000,-49500000,-52600000,-32800000,-12600000,-49500000,EBS
2023-09-30,USD,87200000,270500000,183300000,176800000,-242100000,86000000,15300000,599300000,None,-19700000,None,19700000,-700000,-3400000,11700000,16300000,-265900000,-2500000,19700000,-263400000,-264400000,-246200000,-229900000,-263400000,EBS
2023-06-30,USD,140700000,337900000,197200000,190600000,-292900000,91400000,26000000,647300000,None,-28600000,28600000,28600000,74900000,-3600000,16800000,16100000,-250300000,11200000,28600000,-261300000,-264000000,-221700000,-205600000,-261400000,EBS
2023-03-31,USD,4900000,164300000,160800000,152900000,-147600000,101300000,40700000,413700000,None,-17900000,17900000,17900000,0,4900000,17600000,17000000,-164300000,25600000,17900000,-183000000,-188300000,-146400000,-129400000,-186200000,EBS
2022-12-31,USD,102600000,333600000,231000000,220500000,-55300000,93400000,47000000,-688700000,None,19300000,32100000,12800000,0,6700000,18000000,166800000,-49700000,5600000,-19300000,-55300000,-58700000,-55300000,97800000,-67000000,EBS
2022-09-30,USD,75300000,239900000,164600000,147200000,-45300000,81800000,42200000,362200000,None,-8500000,8500000,8500000,0,-13400000,20300000,14000000,-67200000,19900000,8500000,-75700000,-86200000,-58700000,-44700000,-87100000,EBS
2022-06-30,USD,65600000,242600000,177000000,169800000,-76300000,81100000,49800000,395800000,None,-7800000,7800000,7800000,0,-3000000,28500000,14000000,-79300000,-26400000,7800000,-56400000,-53200000,-71500000,-57500000,-52900000,EBS
2022-03-31,USD,142000000,304800000,162800000,155900000,6900000,84800000,46400000,385900000,None,-8200000,8200000,8200000,0,-2000000,16600000,14000000,-4700000,-100000,8200000,-3700000,3100000,3500000,17500000,-4600000,EBS
2021-12-31,USD,430000000,732900000,302900000,706600000,277400000,94500000,84200000,540000000,None,-9000000,9000000,9000000,None,-900000,15700000,143400000,267500000,78200000,9000000,732900000,184900000,276500000,419900000,189300000,EBS
2021-09-30,USD,94600000,286300000,191700000,-285600000,-34700000,82100000,49600000,445800000,None,-8400000,8400000,8400000,None,-2400000,14400000,14500000,-53200000,-12800000,8400000,-32700000,-33400000,-44800000,-30300000,-40400000,EBS
2021-06-30,USD,144300000,377400000,233100000,227800000,14500000,91200000,48900000,474200000,None,-8600000,8600000,8600000,397500000,1300000,18500000,15100000,2100000,2600000,8600000,4600000,6600000,10700000,25800000,-500000,EBS
2021-03-31,USD,222400000,377000000,154600000,99300000,95400000,80900000,52500000,328500000,None,-8500000,8500000,8500000,343000000,-1700000,13600000,14900000,82800000,15500000,8500000,69700000,70600000,91300000,106200000,67300000,EBS
2020-12-31,USD,608000000,583000000,385400000,181300000,258100000,82100000,59500000,407000000,None,-8700000,8700000,8700000,583000000,3400000,None,134000000,256800000,71400000,8700000,258100000,181800000,265500000,399500000,185400000,EBS
2020-09-30,USD,156200000,385200000,239500000,149000000,61300000,75500000,84400000,399400000,None,-7600000,7600000,7600000,385200000,1300000,None,15000000,55000000,15500000,7600000,39500000,40300000,62600000,77600000,39500000,EBS
2020-06-30,USD,167500000,388300000,220800000,129800000,126000000,76000000,47900000,344700000,None,-6400000,6400000,6400000,394700000,1100000,None,15000000,120700000,28000000,6400000,92700000,91700000,127100000,142100000,92700000,EBS
2020-03-31,USD,21400000,183900000,162500000,76900000,-11600000,69700000,42700000,273800000,None,-8600000,8600000,8600000,192500000,-1100000,None,15900000,-21300000,-8800000,8600000,-12500000,-23800000,-12700000,3200000,-12500000,EBS
2019-12-31,USD,77800000,389600000,342500000,132800000,77800000,72200000,62800000,282600000,None,-9100000,9100000,9100000,360400000,2900000,None,125500000,71500000,24600000,9100000,77800000,46100000,80600000,206100000,46900000,EBS
2019-09-30,USD,70700000,301500000,187700000,108000000,70700000,65000000,53400000,241100000,None,-10300000,10300000,10300000,311800000,-1500000,None,14700000,58900000,15700000,10300000,43200000,39100000,69200000,83900000,43200000,EBS
2019-06-30,USD,-7000000,233700000,186300000,100800000,-7000000,70800000,63900000,250200000,None,-9500000,9500000,9500000,243200000,1400000,None,14700000,-15100000,-5600000,9500000,-9500000,-10000000,-5600000,9100000,-9500000,EBS
2019-03-31,USD,-27400000,181000000,171700000,91800000,-27400000,65400000,46100000,217800000,None,-9600000,9600000,9600000,190600000,-1000000,None,14500000,-37900000,-11800000,9600000,-26000000,-25000000,-28300000,-13800000,-26100000,EBS
2018-12-31,USD,11200000,270700000,258036000,113500000,11200000,80700000,52000000,259500000,None,-8016000,84000,8100000,270700000,400000,None,75500000,3600000,7000000,8016000,-3400000,-4300000,11700000,87200000,-3400000,EBS
2018-09-30,USD,21300000,173011000,119237000,69300000,21300000,42100000,37000000,152300000,701000,-642000,-42000,600000,173653000,800000,None,3900000,21500000,600000,642000,20945000,20700000,22100000,26000000,20900000,EBS
2018-06-30,USD,66800000,219192000,132579000,85300000,66800000,39500000,24700000,153400000,306000,-1008000,-8000,1000000,220200000,0,None,3900000,65800000,15700000,1008000,50144000,48900000,66800000,70700000,50100000,EBS
2018-03-31,USD,-9500000,235394000,102194000,54300000,-9500000,40000000,29100000,127300000,222000,-234000,-34000,200000,117814000,300000,None,3912000,-9400000,-4500000,234000,-4908000,-4400000,-9200000,-5288000,-4900000,EBS
2017-12-31,USD,53100000,193809000,160651000,62251000,53092000,41379000,28514000,261530000,160000,-856000,10000,866000,193800000,1287000,None,46481000,51920000,17972000,1256000,33942000,34032000,52786000,99267000,33948000,EBS
