fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,665155000,1401039000,735884000,735884000,13509000,637701000,None,666501000,None,-3391000,3009000,6400000,1401039000,-2563000,30900000,31221000,7529000,6295000,6400000,1234000,12537000,13509000,45150000,1234000,UAA
2024-09-30,USD,696132000,1399023000,702891000,702891000,173080000,519840000,None,520240000,None,-1747000,4353000,6100000,1399023000,-3420000,32300000,32735000,168246000,-2136000,6100000,170382000,155869000,173080000,207081000,170382000,UAA
2024-06-30,USD,562675000,1183665000,620990000,620990000,-299728000,837317000,None,879424000,None,2344000,8044000,5700000,1181676000,-2730000,32500000,32830000,-300277000,5149000,5700000,-305426000,-305137000,-299728000,-261747000,-305426000,UAA
2024-03-31,USD,599596000,1332197000,732601000,732601000,-3554000,603150000,None,603150000,None,2478000,14278000,11800000,-17861000,-3708000,31000000,35905000,-4759000,-11327000,11800000,6568000,5672000,-3554000,42946000,6568000,UAA
2023-12-31,USD,670639000,1486043000,814914000,815404000,71409000,599230000,None,602061000,None,-211000,5489000,5700000,21999000,47927000,33500000,35508000,119142000,8569000,5700000,114143000,94755000,69520000,160350000,110753000,UAA
2023-09-30,USD,748523000,1566674000,814715000,818151000,139473000,609050000,None,606636000,None,-373000,5127000,5500000,-13206000,-6104000,33200000,35008000,139108000,28436000,5500000,109614000,117577000,145759000,179616000,104711000,UAA
2023-06-30,USD,611495000,1316965000,709276000,705470000,22423000,589072000,None,624876000,None,-1626000,-1078000,548000,-8635000,-6060000,34300000,34695000,12520000,4328000,548000,8549000,-2075000,20930000,49237000,10010000,UAA
2023-03-31,USD,605493000,1398605000,792009000,793112000,29562000,575931000,None,614179000,None,-1651000,1997000,3648000,-12169000,-5740000,34400000,34964000,22780000,-152497000,3648000,170545000,162268000,35259000,61392000,174360000,UAA
2022-12-31,USD,696924000,1581487000,883376000,884563000,89491000,607433000,None,604246000,None,-1615000,-1067000,548000,35425000,42848000,34200000,34649000,140428000,17726000,548000,121617000,80287000,94659000,175625000,113070000,UAA
2022-09-30,USD,713834000,1573885000,860051000,860051000,119410000,594424000,None,594924000,None,-3555000,2945000,6500000,-9234000,-5771000,33200000,33686000,109176000,22251000,6500000,86925000,103353000,119410000,149362000,86925000,UAA
2022-06-30,USD,630197000,1349057000,718860000,718860000,34483000,595714000,None,628922000,None,-6000000,-5452000,548000,-8178000,-14241000,33900000,34321000,13339000,5657000,548000,7682000,13105000,34483000,48208000,7682000,UAA
2022-03-31,USD,605164000,1300945000,695781000,695781000,-45956000,594446000,None,629103000,None,-6154000,-4505000,1649000,6981000,-51000,34500000,34960000,-51429000,8181000,1649000,-59610000,-52086000,-45956000,-14820000,-59610000,UAA
2021-12-31,USD,775933000,1529205000,753272000,753272000,86131000,675666000,None,676166000,None,-7595000,-10606000,-3011000,-8368000,24037000,32800000,33297000,102859000,-6798000,-3011000,109657000,99976000,86131000,133145000,109657000,UAA
2021-09-30,USD,788104000,1545532000,757428000,757428000,172064000,599384000,None,599384000,None,-9261000,-5696000,3565000,-25156000,-29476000,36700000,37188000,132406000,18962000,27363000,113444000,119118000,172064000,173159000,113444000,UAA
2021-06-30,USD,668821000,1351534000,682713000,682713000,121205000,545003000,None,545003000,None,-13307000,-2243000,11064000,-33070000,-38494000,35800000,35147000,69234000,10027000,45792000,59207000,65188000,121205000,115445000,59207000,UAA
2021-03-31,USD,628641000,1257195000,628554000,628554000,106890000,514638000,None,555010000,None,-14137000,-8864000,5273000,-15277000,-7180000,33900000,35512000,87633000,9881000,5273000,77752000,87353000,106890000,128418000,77752000,UAA
2020-12-31,USD,693622000,1403766000,710144000,710144000,55846000,585778000,None,640336000,None,-15008000,-4648000,10360000,5426000,178646000,None,40815000,219145000,34691000,10360000,55846000,196126000,55846000,270320000,184454000,UAA
2020-09-30,USD,686320000,1433021000,746701000,746701000,58570000,553549000,None,552446000,None,-14955000,-9912000,5043000,-180000,-7184000,None,37250000,35232000,-3714000,5043000,38946000,39629000,58570000,77525000,38946000,UAA
2020-06-30,USD,349169000,707640000,358471000,358471000,-169674000,479906000,None,492515000,None,-11336000,-9532000,1804000,13414000,-4843000,None,38354000,-186032000,-3137000,1804000,-182895000,-184183000,-169674000,-145874000,-182895000,UAA
2020-03-31,USD,430984000,930240000,499256000,499256000,-558180000,552701000,None,1039612000,None,-5960000,-5897000,63000,-13105000,1534000,None,48565000,-568134000,21547000,63000,-585553000,-609169000,-558180000,-519506000,-589681000,UAA
2019-12-31,USD,681527000,1441225000,759698000,759698000,74073000,607454000,None,694192000,None,-5319000,-1255000,4064000,13202000,-3464000,None,45982000,22985000,38289000,4064000,74073000,-16698000,74073000,73031000,-15304000,UAA
2019-09-30,USD,689898000,1429456000,739558000,739558000,138920000,550978000,None,550978000,None,-5655000,-5592000,63000,-16399000,-429000,None,46722000,131659000,29344000,63000,102315000,92436000,138920000,178444000,102315000,UAA
2019-06-30,USD,554321000,1191729000,637408000,637408000,-11482000,565803000,None,565803000,None,-5988000,-5924000,64000,-87000,-1128000,None,47257000,-23089000,-5740000,64000,-17349000,-16665000,-11482000,24232000,-17349000,UAA
2019-03-31,USD,544787000,1204722000,659935000,659935000,35259000,509528000,None,557000000,None,-4238000,-4175000,63000,717000,-667000,None,46464000,30608000,8131000,63000,22477000,21288000,35259000,77135000,22477000,UAA
2018-12-31,USD,625227000,1389980000,764753000,764753000,-10447000,587446000,None,512341000,None,-7302000,-3838000,3464000,-5551000,272000,None,46739000,-17025000,-21243000,3464000,-10447000,9591000,-10447000,33178000,4218000,UAA
2018-09-30,USD,665207000,1442976000,777769000,777769000,118966000,527640000,None,546241000,None,-9151000,-9088000,63000,2919000,-4294000,None,43758000,106140000,30874000,63000,75266000,69395000,118966000,149961000,75266000,UAA
2018-06-30,USD,526584000,1174859000,648275000,648275000,-104875000,552619000,None,631459000,None,-8552000,-8488000,64000,-20518000,-8069000,None,45173000,-121634000,-26090000,64000,-95544000,-112950000,-104875000,-76397000,-95544000,UAA
2018-03-31,USD,523453000,1185370000,661917000,661917000,-28661000,514634000,None,598371000,None,-8564000,-8501000,63000,4871000,2888000,None,46098000,-34335000,-4093000,63000,-30244000,-13116000,-28661000,11826000,-30242000,UAA
