fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,141937000,713450000,571513000,571513000,77880000,64057000,None,-2700000,3407000,-6334000,3407000,9741000,2539666000,None,22000000,-64301000,68826000,12727000,-500000,86506000,22811000,77880000,14266000,56099000,OII
2024-09-30,USD,130962000,679811000,548849000,548849000,71333000,59629000,None,62929000,3275000,-6181000,3275000,9456000,400000,3133000,22000000,25263000,68608000,27371000,1500000,41237000,53907000,71333000,103327000,41237000,OII
2024-06-30,USD,120211000,668808000,548597000,548597000,60364000,59847000,None,63747000,2402000,-7114000,2402000,9516000,1000000,1759000,22000000,49338000,55304000,20307000,1500000,34997000,24472000,60364000,114158000,34997000,OII
2024-03-31,USD,92384000,599092000,506708000,506708000,36693000,55691000,None,59380000,3040000,-9204000,3040000,9204000,2211000,1480000,23000000,3700000,32178000,17043000,9204000,15135000,-828000,36693000,45082000,15135000,OII
2023-12-31,USD,105629000,654629000,549000000,549000000,47450000,58179000,None,82599000,3081000,-7921000,3081000,7921000,2331659000,None,25000000,25497000,46619000,2090000,7921000,82288000,58762000,47450000,80037000,44529000,OII
2023-09-30,USD,114697000,635180000,520483000,520483000,57929000,56768000,None,58368000,3724000,-9802000,4680000,9802000,900000,968000,24000000,25596000,53317000,23505000,9802000,29812000,18224000,57929000,88715000,29812000,OII
2023-06-30,USD,101080000,597910000,496830000,496830000,49199000,51881000,None,53681000,4154000,-9517000,4154000,9517000,-4900000,-5846000,24000000,26046000,38469000,19467000,9517000,19002000,22090000,49199000,74032000,19002000,OII
2023-03-31,USD,77565000,536987000,459422000,459422000,26750000,50815000,None,78636000,4466000,-9283000,4178000,9283000,300000,78000,26000000,27821000,22650000,18590000,9283000,4060000,2114000,26750000,59754000,4060000,OII
2022-12-31,USD,90102000,536223000,446121000,446121000,42177000,47925000,None,27841000,2749000,-9601000,6553000,9601000,1982767000,3543000,26000000,27841000,54157000,11980000,9601000,42177000,42177000,42177000,91599000,42177000,OII
2022-09-30,USD,95754000,559671000,463917000,463917000,46875000,48879000,None,79128000,1396000,-9552000,1396000,9552000,-1100000,-1222000,28000000,30249000,37993000,19690000,9552000,18303000,-1991000,46875000,77794000,18303000,OII
2022-06-30,USD,76041000,524031000,447990000,447990000,22850000,53191000,None,84051000,767000,-9619000,767000,9619000,900000,583000,29000000,30860000,14899000,11179000,9619000,3720000,-27947000,22850000,55378000,3720000,OII
2022-03-31,USD,45480000,446159000,400679000,400679000,-1039000,46519000,None,78574000,796000,-9443000,796000,9443000,364000,444000,30000000,32019000,-8948000,10262000,9443000,-19210000,-9339000,-1039000,32514000,-19210000,OII
2021-12-31,USD,79163000,466709000,387546000,387546000,-12572000,91735000,None,33786000,613000,-9058000,613000,9058000,468007000,13991000,33000000,33786000,-830000,11742000,8958000,-12572000,-12572000,-12572000,42014000,-12572000,OII
2021-09-30,USD,59848000,466814000,406966000,406966000,15769000,44079000,None,78320000,662000,-9616000,662000,9616000,-900000,-814000,33000000,34241000,6190000,13560000,9916000,-7370000,-16607000,15769000,50047000,-7370000,OII
2021-06-30,USD,68397000,498199000,429802000,429802000,22819000,45578000,None,79388000,683000,-9729000,683000,9729000,-1800000,-1955000,35000000,35225000,12196000,5955000,9729000,6241000,12340000,22819000,57150000,6241000,OII
2021-03-31,USD,56657000,437553000,380896000,380896000,13783000,42874000,None,79497000,519000,-10407000,519000,10407000,-2052000,-1453000,35000000,36471000,2976000,12341000,10407000,-9365000,-11167000,13783000,49854000,-9365000,OII
2020-12-31,USD,45001000,424262000,379261000,379261000,480000,42839000,None,48132000,881000,-10577000,881000,10577000,-1281882000,27893000,46000000,46450000,15885000,15405000,10577000,480000,480000,480000,72912000,480000,OII
2020-09-30,USD,29651000,439743000,410092000,410092000,-60620000,49396000,None,177822000,414000,-9250000,6205000,9250000,-2500000,-2836000,36000000,87551000,-72161000,7204000,9250000,-79365000,-66161000,-60620000,24640000,-79365000,OII
2020-06-30,USD,42537000,427216000,384679000,384679000,-5182000,47719000,None,86417000,511000,-11611000,511000,11611000,-3900000,-3660000,38000000,38698000,-19268000,5520000,11611000,-24788000,-14159000,-5182000,31041000,-24788000,OII
2020-03-31,USD,46752000,536668000,489916000,489916000,-380757000,55741000,None,852484000,1277000,-12462000,17088000,12462000,455984000,-7128000,43000000,356196000,-397873000,-30275000,12462000,-367598000,-437923000,-380757000,-29215000,-367598000,OII
2019-12-31,USD,-20387000,560810000,581197000,581197000,-254170000,59717000,None,142070000,1352000,-11706000,1352000,11706000,1996429000,-3687000,48000000,110070000,-258528000,-4358000,11706000,-254170000,-254170000,-254170000,-136752000,-254170000,OII
2019-09-30,USD,49061000,497647000,448586000,448586000,-5194000,54255000,None,104822000,2089000,-11382000,2089000,11382000,3343000,-3660000,47000000,50567000,-17593000,7930000,11382000,-25523000,-58682000,-5194000,44356000,-25523000,OII
2019-06-30,USD,41983000,495781000,453798000,453798000,-9635000,51618000,None,101922000,1848000,-10199000,1848000,10199000,1581000,7000,49000000,50304000,-17979000,17203000,10199000,-35182000,-34979000,-9635000,42524000,-35182000,OII
2019-03-31,USD,27587000,493886000,466299000,466299000,-21714000,49301000,None,101776000,2604000,-9424000,6384000,9424000,11000,719000,49000000,52486000,-27979000,-3152000,9424000,-24827000,-18581000,-21714000,33931000,-24827000,OII
2018-12-31,USD,33035000,495095000,462060000,462060000,-97144000,53730000,None,128916000,1775000,-9684000,None,9684000,-1398000,-2390000,None,128916000,-140967000,-43823000,9684000,-97144000,-97144000,-97144000,-2367000,-97144000,OII
2018-09-30,USD,47635000,519300000,471665000,471665000,-1552000,49187000,None,90590000,2645000,-9885000,None,9885000,-4500000,5632000,None,50703000,-4844000,61135000,9885000,-65979000,-71667000,-1552000,55744000,-65979000,OII
2018-06-30,USD,29728000,478674000,448946000,448946000,-19637000,49365000,None,109208000,2950000,-8802000,None,8802000,4800000,-3556000,None,59843000,-29782000,3294000,8802000,-33076000,-70882000,-19637000,38863000,-33076000,OII
2018-03-31,USD,18828000,416413000,397585000,397585000,-27149000,45977000,None,100142000,2592000,-9371000,None,9371000,-37000,-8474000,None,54128000,-43245000,5888000,9371000,-49133000,-26957000,-27149000,20254000,-49133000,OII
2017-12-31,USD,41299000,484175000,442876000,442876000,-9115000,50414000,None,53039000,1976000,-5300000,None,5300000,-4987000,-2154000,None,53039000,-197461000,-188346000,5300000,-9115000,-9115000,-9115000,-139122000,-9115000,OII
2017-09-30,USD,54885000,476120000,421235000,421235000,10531000,44354000,None,97867000,1997000,-8650000,None,8650000,-109000,-1287000,None,53513000,2167000,3935000,8650000,-1768000,14779000,10531000,64330000,-1768000,OII
2017-06-30,USD,53571000,515036000,461465000,461465000,9390000,44181000,None,97485000,2045000,-7599000,None,7599000,231000,-58000,None,53304000,3384000,1252000,7599000,2132000,12915000,9390000,64287000,2132000,OII
2017-03-31,USD,44855000,446176000,401321000,401321000,-150000,45005000,None,99219000,1337000,-6268000,None,6268000,-551000,-2556000,None,53663000,-8617000,-1083000,6268000,-7534000,-14595000,-150000,51314000,-7534000,OII
2016-12-31,USD,51071000,488445000,437374000,437374000,-3859000,54930000,None,56287000,1479000,-6394000,None,6394000,-4671000,579000,None,56287000,-1325000,2534000,6394000,-3859000,-3859000,-3859000,61356000,-3859000,OII
