fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,CNY,117630000000,280154000000,162524000000,162524000000,41205000000,10851000000,14662000000,76425000000,None,8661000000,11146000000,2485000000,None,None,None,2062000000,57583000000,11149000000,None,46434000000,None,47376000000,49438000000,49127000000,BABA
2024-09-30,CNY,92474000000,236503000000,144029000000,144029000000,35246000000,9777000000,14182000000,57228000000,None,14702000000,18607000000,2427000000,None,None,None,1649000000,49948000000,7379000000,None,43547000000,None,52375000000,54024000000,44033000000,BABA
2024-06-30,CNY,95338000000,243236000000,147898000000,147898000000,35989000000,10135000000,13373000000,61141000000,None,-2188000000,None,2188000000,None,None,None,1792000000,32580000000,10063000000,None,24022000000,None,34768000000,36560000000,24390000000,BABA
2024-03-31,CNY,95338000000,243236000000,147898000000,147898000000,35989000000,13280000000,13373000000,59348999999,None,-7879000000,None,2188000000,None,None,None,7917999999,32579999999,10063000000,None,919000000,None,35989000001,43907000000,24390000000,BABA
2023-12-31,CNY,71695000000,221874000000,150179000000,150179000000,14765000000,14019000000,14085000000,56929999999,None,-5632000000,None,2177000000,None,None,None,8918999999,9848999999,5721999999,None,10717000000,None,10890000001,19809000000,3365000000,BABA
2023-09-30,CNY,104134000000,260348000000,156214000000,156214000000,22511000000,11261000000,13488000000,73133000000,None,3282000000,5136000000,5632000000,None,None,None,14601000000,17318000000,4988000000,None,26696000000,None,22950000000,37551000000,14555000000,BABA
2023-06-30,CNY,91809000000,234156000000,142347000000,142347000000,44521000000,34344000000,10465000000,189635000000,None,-7682000000,1784000000,7682000000,None,None,None,2494000000,36172000000,3758000000,None,33000000000,None,27044000000,29538000000,34242000000,BABA
2023-03-31,CNY,69377000000,208200000000,138823000000,138823000000,15240000000,37763000000,13880000000,192960000000,None,8760000000,10496000000,1736000000,None,None,None,2494000000,25308000000,3758000000,None,21996000000,None,27044000000,29538000000,23644000000,BABA
2022-12-31,CNY,69377000000,208200000000,138823000000,138823000000,27044000000,12832000000,13880000000,54137000000,None,13966000000,15516000000,1736000000,None,None,None,9336999999,25308000000,3758000000,None,45746000000,None,20201000001,29538000000,23644000000,BABA
2022-09-30,CNY,97751000000,247756000000,150005000000,150005000000,54723000000,10327000000,13521000000,60006000000,None,-43840000000,1388000000,1550000000,None,None,None,12644000000,50459000000,3820000000,None,-22467000000,None,37745000000,50389000000,46913000000,BABA
2022-06-30,CNY,75966000000,207176000000,131210000000,131210000000,25137000000,10591000000,15150000000,50829000000,None,4125000000,5369000000,43840000000,None,None,None,9875999999,-15759000000,2572000000,None,20298000000,None,20934000001,30810000000,-20433000000,BABA
2022-03-31,CNY,65107000000,204052000000,138945000000,138945000000,16717000000,34615000000,10944000000,48390000000,None,-37897000000,1189000000,1189000000,None,None,None,2831000000,-19560000000,2079000000,None,-18357000000,None,23860000000,26691000000,-16116000000,BABA
2021-12-31,CNY,95922000000,242580000000,146658000000,146658000000,7068000000,45171000000,15705000000,63713000000,None,17175000000,18361000000,1186000000,None,None,None,2837000000,29326000000,9553000000,None,19224000000,None,31285000000,34122000000,20546000000,BABA
2021-09-30,CNY,70940000000,200690000000,129750000000,129750000000,15006000000,37731000000,15297000000,55934000000,None,-12723000000,1267000000,1272300000,None,None,None,2906000000,3946000000,6087000000,None,3377000000,None,24298000000,27204000000,5488000000,BABA
2021-06-30,CNY,81643000000,205740000000,124097000000,124097000000,30847000000,34204000000,13302000000,69604000000,None,12834000000,12834000000,1160000000,None,None,None,3415000000,45838000000,7049000000,None,42835000000,None,2843000000,6258000000,45141000000,BABA
2021-03-31,CNY,61941000000,187395000000,125454000000,125454000000,-7663000000,27734000000,13519000000,50796000000,None,-1049000000,1049000000,1267000000,None,None,None,3073000000,-6597000000,9096000000,None,-7654000000,None,55431000000,58504000000,-5479000000,BABA
2020-12-31,CNY,99816000000,221084000000,121268000000,121268000000,49002000000,8692000000,13607000000,50814000000,None,38944000000,40036000000,1092000000,None,None,None,3172000000,90772000000,9194000000,None,77977000000,None,91864000000,95036000000,79535000000,BABA
2020-09-30,CNY,65099000000,155059000000,89960000000,89960000000,13634000000,11961000000,19245000000,51465000000,None,9409000000,10510000000,1101000000,None,None,None,2888000000,24191000000,1911000000,None,26524000000,None,25292000000,28180000000,28876000000,BABA
2020-06-30,CNY,69228000000,153751000000,84523000000,84523000000,34705000000,6837000000,11082000000,34523000000,None,21014000000,22137000000,1123000000,None,None,None,2952000000,57212000000,11124000000,None,46437000000,None,58335000000,61287000000,47533000000,BABA
