fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,596052000,5663384000,5067332000,5067333000,155327000,436931000,None,436931000,None,-62399000,None,62399000,5663384000,-2645000,None,17029000,90283000,3030000,62399000,87253000,-124334000,155327000,172356000,87253000,AVT
2024-09-30,USD,607367000,5604152000,4996785000,4996785000,142225000,438791000,None,458674000,None,-64444000,None,64444000,5604152000,-3043000,None,19883000,74738000,15782000,64444000,58956000,226279000,142225000,162108000,58956000,AVT
2024-06-30,USD,642880000,5562976000,4920096000,4920097000,164223000,450272000,None,571899000,None,-64274000,None,64274000,5562976000,1408000,None,22557000,101324000,18658000,64274000,82666000,32000000,165598000,188155000,82666000,AVT
2024-03-31,USD,669273000,5653591000,4984318000,4984318000,190151000,467275000,None,467275000,None,-73496000,None,73496000,5653591000,-14707000,None,21424000,101948000,13114000,73496000,88834000,10230000,175444000,196868000,88834000,AVT
2023-12-31,USD,706184000,6204914000,5498730000,5498730000,236257000,464692000,None,464692000,None,-74302000,None,74302000,6204914000,-8397000,None,21210000,153558000,35627000,74302000,117931000,263620000,227860000,249070000,117931000,AVT
2023-09-30,USD,748106000,6335648000,5587542000,5587542000,253769000,487286000,None,424981000,None,-70796000,None,70796000,6335648000,5960000,20639000,21517000,275432000,66164000,70796000,209268000,115507000,346228000,367745000,209268000,AVT
2023-06-30,USD,818021000,6554608000,5736587000,5736586000,283662000,506321000,None,-37400000,None,-75056000,None,75056000,6554608000,6456000,None,23561000,190394000,35138000,75056000,74800000,130273000,265450000,289011000,155256000,AVT
2023-03-31,USD,811848000,6514619000,5702771000,5702771000,313629000,498219000,None,498219000,None,-71695000,None,71695000,6514619000,1653000,None,21334000,243587000,56161000,71695000,187426000,232488000,315282000,336616000,187426000,AVT
2022-12-31,USD,784100000,6717521000,5933421000,5933421000,298973000,485127000,None,424922000,None,-59020000,None,59020000,6717521000,1476000,19771000,1500000,303134000,59248000,59020000,243886000,487471000,362154000,363654000,243886000,AVT
2022-09-30,USD,768173000,6750133000,5981960000,5981960000,290537000,477636000,None,500031000,None,-45098000,None,45098000,6750133000,323000,19640000,42205000,245762000,61501000,45098000,184261000,-7536000,290860000,313255000,184261000,AVT
2022-06-30,USD,779631000,6372653000,5593022000,5593022000,284688000,494943000,None,550278000,None,-29987000,None,29987000,6372653000,-6160000,21648000,24547000,248541000,1718000,29987000,246823000,51342000,278528000,303075000,246823000,AVT
2022-03-31,USD,813033000,6488143000,5675110000,5675110000,274408000,512364000,None,515464000,None,-25914000,None,25914000,6488143000,-469000,21843000,3100000,248025000,64608000,25914000,183417000,121393000,273939000,277039000,183417000,AVT
2021-12-31,USD,713035000,5865217000,5152182000,5152182000,211672000,501363000,None,505163000,None,-21630000,None,21630000,5865217000,1737000,22043000,3800000,191779000,40958000,21630000,150821000,105849000,213409000,217209000,150821000,AVT
2021-09-30,USD,659693000,5584695000,4925002000,4925002000,168243000,486178000,None,513221000,None,-22844000,None,22844000,5584695000,-409000,21833000,27043000,144990000,33672000,22844000,111318000,86294000,167834000,194877000,111318000,AVT
2021-06-30,USD,644947000,5226734000,4581787000,4581787000,117993000,498498000,None,551248000,None,-23345000,None,23345000,5226734000,-2954000,23422000,28708000,91702000,6347000,23345000,85355000,157047000,115047000,143755000,85355000,AVT
2021-03-31,USD,568350000,4916714000,4348364000,4348364000,87684000,463092000,None,468392000,None,-22342000,None,22342000,4916714000,4779000,23460000,5300000,70121000,-37363000,22342000,107484000,46446000,92463000,97763000,107484000,AVT
2020-12-31,USD,511253000,4668172000,4156919000,4156919000,57221000,442084000,None,452484000,None,-21485000,None,21485000,4668172000,-1333000,22157000,10400000,34403000,15240000,21485000,19163000,143146000,55888000,66288000,19163000,AVT
2020-09-30,USD,516080000,4723059000,4206979000,4206979000,18502000,471158000,None,520069000,None,-22301000,None,22301000,4723059000,-19498000,21845000,41945000,-23297000,-4408000,22301000,-18889000,81107000,-996000,40949000,-18889000,AVT
2020-06-30,USD,475071000,4159701000,3684630000,3684630000,1920000,451098000,None,505930000,None,-25488000,None,25488000,4159668000,7425000,25565000,44465000,-16143000,-68304000,25488000,52161000,62983000,9345000,53810000,52161000,AVT
