fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,75685000,546372000,508805000,471157000,23949000,37648000,13532000,51736000,253000,-3621000,None,3621000,546372000,989000,None,28062000,21317000,-2289000,None,23606000,33784000,23949000,53000000,23606000,SCL
2024-06-30,USD,69552000,556378000,523250000,486853000,18667000,36397000,14093000,50885000,131000,-2661000,None,None,556378000,1200000,None,28010000,17206000,7685000,None,9521000,-16113000,18667000,47094000,9521000,SCL
2024-03-31,USD,70281000,551043000,515215000,481137000,20169000,34078000,14256000,50112000,60000,-3071000,None,None,551043000,2362000,None,27604000,19460000,5567000,None,13893000,8229000,20169000,47773000,13893000,SCL
2023-12-31,USD,66405000,513023000,512582000,465726000,230000,37450000,15319000,57996000,560000,-2429000,None,2429000,528969000,-1467000,None,27023000,-3666000,-2473000,None,-1193000,19530000,230000,34468000,-1193000,SCL
2023-09-30,USD,71236000,561603000,525705000,490990000,19517000,34715000,14477000,46091000,85000,-2987000,2987000,2987000,561603000,-690000,None,26304000,15840000,3269000,None,12571000,-6384000,19517000,51778000,12571000,SCL
2023-06-30,USD,66397000,580381000,547276000,513578000,17809000,33698000,14105000,48546000,71000,-3865000,3865000,3865000,580381000,2370000,None,26469000,16314000,3630000,None,12684000,30862000,17809000,44650000,12684000,SCL
2023-03-31,USD,73560000,651112000,613582000,577876000,21057000,35706000,15138000,52346000,143000,-2822000,2822000,2822000,651112000,1668000,None,25542000,19903000,3761000,None,16142000,33106000,21057000,47089000,16142000,SCL
2022-12-31,USD,67760000,616028000,602051000,559416000,11691000,35800000,16541000,55986000,1249000,-2555000,2555000,2555000,626917000,175000,None,24692000,9311000,-1523000,None,10834000,42695000,11691000,35978000,10834000,SCL
2022-09-30,USD,118476000,717798000,649636000,600709000,54659000,48927000,16929000,63725000,114000,-2221000,2221000,2221000,717798000,-1980000,None,23706000,50458000,11074000,None,39384000,13813000,54659000,78851000,39384000,SCL
2022-06-30,USD,131614000,750126000,660628000,620019000,77640000,39631000,16690000,52915000,231000,-2727000,8488000,2727000,750126000,-5369000,None,23337000,69544000,17418000,None,52126000,18507000,77640000,102428000,52126000,SCL
2022-03-31,USD,109219000,675558000,602906000,566057000,63346000,36849000,16473000,45821000,163000,-2306000,4348000,2306000,675558000,-1650000,None,22915000,59390000,14581000,None,44809000,57862000,63346000,86705000,44809000,SCL
