fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,94894000,324360000,229466000,86673000,-2608000,20960000,None,22075000,None,-1342000,-1288000,54000,325702000,763000,None,18193000,-3187000,-260000,54000,-2927000,-2927000,-2608000,16348000,-2927000,BJRI
2024-06-30,USD,111619000,348668000,237049000,89836000,13221000,20604000,None,20904000,None,-1259000,-1204000,55000,349927000,2772000,None,18163000,14734000,-2423000,55000,17157000,17157000,13221000,34156000,17157000,BJRI
2024-03-31,USD,102362000,335923000,233561000,84953000,8258000,22997000,None,23587000,None,-1411000,-1357000,54000,337334000,696000,None,17873000,7543000,-180000,54000,7723000,7723000,8258000,26827000,7723000,BJRI
2023-12-31,USD,72538000,321962000,249424000,82426000,3318000,45130000,None,48737000,None,-1673000,-1619000,54000,323635000,441000,None,17793000,2086000,-5965000,54000,8051000,8051000,3318000,21552000,8051000,BJRI
2023-09-30,USD,95929000,317631000,221702000,82652000,-2387000,19473000,None,20852000,None,-1013000,-959000,54000,318644000,-3000,None,17879000,-3403000,401000,54000,-3804000,-3804000,-2387000,15489000,-3804000,BJRI
2023-06-30,USD,109854000,348562000,238708000,90614000,10212000,21194000,None,21572000,None,-1108000,-1053000,55000,349670000,622000,None,17708000,9726000,-2206000,55000,11932000,11932000,10212000,28542000,11932000,BJRI
2023-03-31,USD,100399000,340159000,239760000,90877000,2616000,19706000,None,20550000,None,-1121000,-1067000,54000,341280000,196000,None,17612000,1691000,-1790000,54000,3481000,3481000,2616000,20424000,3481000,BJRI
2022-12-31,USD,76138000,346297000,270159000,92241000,4239000,40590000,None,51424000,None,-1173000,-1115000,58000,347470000,578000,None,25999000,3644000,-317000,58000,3961000,3961000,4239000,30816000,3961000,BJRI
2022-09-30,USD,88850000,310703000,221853000,85010000,-5171000,18885000,None,19367000,None,-645000,-591000,54000,311348000,57000,None,25801000,-5759000,-4117000,54000,-1642000,-1642000,-5171000,12564000,-1642000,BJRI
2022-06-30,USD,97272000,329261000,231989000,90928000,3145000,16905000,None,17950000,None,-436000,-381000,55000,329697000,-187000,None,25920000,2522000,2225000,55000,297000,297000,3145000,20523000,297000,BJRI
2022-03-31,USD,81507000,298095000,216588000,81466000,-7693000,18253000,None,18836000,None,-634000,-580000,54000,298729000,-388000,None,26206000,-8715000,-10175000,54000,1460000,1460000,-7693000,10440000,1460000,BJRI
2021-12-31,USD,64564000,290309000,225745000,79728000,-8008000,33071000,None,35530000,None,-959000,-877000,82000,291268000,1579000,None,26192000,-7388000,-2730000,82000,-4658000,-4658000,-8008000,10806000,-4658000,BJRI
2021-09-30,USD,81795000,281133000,199338000,76647000,-6958000,17293000,None,17668000,None,-1047000,-901000,146000,282180000,446000,None,26188000,-7559000,-5383000,146000,-2176000,-2176000,-6958000,11712000,-2176000,BJRI
2021-06-30,USD,91132000,288689000,197557000,75586000,6674000,17032000,None,17753000,None,-1594000,-1448000,146000,290283000,-8000,None,26046000,5072000,-1297000,146000,6369000,6369000,6674000,24899000,6369000,BJRI
2021-03-31,USD,68687000,221905000,153218000,56149000,-8215000,15261000,None,15389000,None,-1402000,-1265000,137000,223307000,310000,None,25809000,-9307000,-6166000,137000,-3141000,-3141000,-8215000,10261000,-3141000,BJRI
2020-12-31,USD,197004000,197004000,155151000,50841000,-20313000,26533000,None,28611000,None,-2026000,-2026000,0,197004000,695000,None,18389000,-21644000,-3560000,0,-20313000,-20313000,-20313000,6169000,-18084000,BJRI
2020-09-30,USD,60296000,199188000,138892000,48938000,-12680000,15250000,None,13094000,None,-1639000,-1639000,0,200827000,624000,None,18037000,-11411000,-4827000,0,-6584000,-6584000,-12680000,4987000,-6584000,BJRI
2020-06-30,USD,27946000,126082000,98136000,31988000,-45733000,14472000,None,14624000,None,-1942000,-1894000,48000,128024000,1661000,None,18353000,-46014000,-17064000,48000,-28950000,-28950000,-45733000,-15960000,-28950000,BJRI
2020-03-31,USD,73338000,253124000,179786000,63806000,-7705000,11608000,None,12151000,None,-1471000,-1434000,37000,254595000,-1705000,None,18345000,-10881000,-6614000,37000,-4267000,-4267000,-7705000,11840000,-4267000,BJRI
2019-12-31,USD,291067000,291067000,220705000,73270000,16309000,40587000,None,41451000,None,-1303000,1471000,1303000,291067000,425000,None,18362000,15431000,920000,None,16309000,16309000,16309000,35096000,14511000,BJRI
2019-09-30,USD,278739000,278739000,191454000,71552000,3270000,14272000,None,15242000,None,-1174000,None,1174000,278739000,125000,None,18163000,2221000,-1450000,None,3270000,3270000,3270000,21558000,3671000,BJRI
2019-06-30,USD,301090000,301090000,201961000,76861000,15755000,15985000,None,16595000,None,-1066000,None,1066000,301090000,141000,None,17839000,14830000,638000,None,15755000,15755000,15755000,34636000,14192000,BJRI
2019-03-31,USD,290554000,290554000,195891000,73326000,13785000,16896000,None,17344000,None,-1070000,None,1070000,290554000,1097000,None,17642000,13812000,948000,None,13785000,13785000,13785000,32524000,12864000,BJRI
2018-12-31,USD,280523000,280523000,210390000,71356000,14187000,39306000,None,39769000,None,-1012000,None,1012000,280523000,-955000,None,17679000,12220000,1535000,None,14187000,14187000,14187000,32865000,10685000,BJRI
2018-09-30,USD,270268000,270268000,182725000,68600000,7890000,14661000,None,15064000,None,-1058000,None,1058000,270268000,239000,None,17686000,7071000,-1445000,None,7890000,7890000,7890000,26441000,8516000,BJRI
2018-06-30,USD,287634000,287634000,190698000,72026000,19120000,15851000,None,16686000,None,-1381000,None,1381000,287634000,81000,None,17620000,17820000,875000,None,19120000,19120000,19120000,37863000,16945000,BJRI
2018-03-31,USD,278523000,278523000,186132000,69971000,16373000,15131000,None,15728000,None,-1387000,None,1387000,278523000,-100000,None,17454000,14886000,222000,None,16373000,16373000,16373000,34888000,14664000,BJRI
2017-12-31,USD,261140000,261140000,197317000,68242000,10973000,34911000,None,35579000,None,-1323000,None,1323000,261140000,513000,None,17434000,10163000,-13323000,None,10973000,10973000,10973000,29014000,23486000,BJRI
2017-09-30,USD,247009000,247009000,170350000,65553000,1593000,13035000,None,13569000,None,-1177000,None,1177000,247009000,423000,None,17430000,839000,-1550000,None,1593000,1593000,1593000,21421000,2389000,BJRI
2017-06-30,USD,265817000,265817000,179093000,69517000,12389000,14205000,None,15463000,None,-1113000,None,1113000,265817000,266000,None,17052000,11542000,1903000,None,12389000,12389000,12389000,31852000,9639000,BJRI
2017-03-31,USD,257816000,257816000,81104000,65395000,12949000,14296000,None,15709000,None,-888000,None,888000,257816000,785000,None,16749000,12846000,3580000,None,12949000,12949000,12949000,30385000,9266000,BJRI
2016-12-31,USD,265621000,265621000,103386000,68369000,16616000,33256000,None,35017000,None,-630000,None,630000,None,367000,None,16345000,16353000,3466000,None,16616000,16616000,16616000,33328000,12887000,BJRI
2016-09-30,USD,158337000,233358000,75021000,59882000,9071000,12921000,None,15139000,None,-344000,-234000,110000,None,378000,None,16292000,9105000,1868000,110000,7237000,7237000,9071000,26173000,7237000,BJRI
2016-06-30,USD,172064000,249959000,77895000,62569000,19561000,13767000,None,15326000,None,-369000,-319000,50000,None,38000,None,16040000,19230000,5441000,50000,13789000,13789000,19561000,36308000,13789000,BJRI
2016-03-31,USD,166573000,243014000,76441000,60640000,16393000,14362000,None,15801000,None,-387000,-347000,40000,None,397000,None,15598000,16403000,4759000,40000,11644000,11644000,16393000,33109000,11644000,BJRI
2015-12-31,USD,233103000,233103000,92403000,57514000,15878000,33629000,None,34889000,None,-305000,-205000,100000,None,-164000,None,15409000,15409000,4501000,100000,15878000,15878000,15878000,32482000,10908000,BJRI
2015-09-30,USD,157095000,229211000,72116000,56198000,16511000,13620000,None,15918000,None,-201000,-161000,40000,None,-257000,None,15093000,16053000,3689000,40000,12364000,12364000,16511000,29383000,12364000,BJRI
2015-06-30,USD,158981000,231745000,72764000,57059000,17581000,13585000,None,15705000,None,-268000,-248000,20000,None,145000,None,14554000,17458000,5020000,20000,12438000,12438000,17581000,32776000,12438000,BJRI
2015-03-31,USD,153880000,224828000,70948000,56171000,13092000,13493000,None,14777000,None,-241000,-201000,40000,None,336000,None,14361000,13187000,3572000,40000,9615000,9615000,13092000,27836000,9615000,BJRI
2014-12-31,USD,213917000,213917000,87932000,54853000,10916000,31549000,None,33079000,None,-212000,None,212000,None,305000,None,14132000,11009000,2756000,None,10916000,10916000,10916000,25887000,8253000,BJRI
2014-09-30,USD,140470000,206408000,65938000,51842000,8034000,12832000,None,14096000,None,-42000,None,42000,None,179000,None,13981000,8171000,1689000,None,6482000,6482000,8034000,22298000,6482000,BJRI
2014-06-30,USD,219380000,219380000,69999000,55097000,10689000,13551000,None,14902000,9000,9000,None,9000,None,265000,None,13822000,10963000,2959000,None,10689000,10689000,10689000,25811000,8004000,BJRI
2014-03-31,USD,205822000,205822000,65141000,51187000,5787000,12826000,None,13954000,7000,7000,None,7000,None,386000,None,13452000,6180000,1522000,None,5787000,5787000,5787000,21211000,4658000,BJRI
2013-12-31,USD,199768000,199768000,82863100,50499000,-2235000,29514000,None,32364100,None,17000,None,17000,None,281000,None,13133000,-1937000,-2441000,None,-2235000,504000,-2235000,14705000,504000,BJRI
2013-09-30,USD,188245000,188245000,61252000,46651000,3486000,11366000,None,14601000,None,31000,41000,10000,None,278000,None,12465000,3795000,147000,None,3486000,3648000,3805000,16030000,3648000,BJRI
2013-06-30,USD,198487000,198487000,63401000,48447000,11777000,12616000,None,14954000,38000,None,None,10000,None,136000,None,11940000,11951000,3354000,None,11777000,8597000,11961000,24186000,8597000,BJRI
2013-03-31,USD,188625000,188625000,59715000,46294000,10832000,12709000,None,13421000,47000,None,None,10000,None,324000,None,11469000,11203000,2930000,None,10832000,8273000,11213000,22401000,8273000,BJRI
2012-12-31,USD,184805000,184805000,71957000,46166000,7976000,23392000,None,24788000,8000,266000,None,10000,None,144000,None,11199000,8680000,1692000,None,7976000,6988000,8690000,19889000,6988000,BJRI
2012-09-30,USD,175220000,175220000,56069000,43230000,8853000,10445000,None,12849000,66000,-10000,None,10000,0,198000,None,10562000,9107000,2268000,None,8853000,6839000,9117000,19679000,6839000,BJRI
2012-06-30,USD,180696000,180696000,58798000,45049000,12273000,11181000,None,13867000,79000,-10000,None,10000,-397000,97000,None,10060000,12728000,3761000,None,12273000,8967000,12738000,22798000,8967000,BJRI
2012-03-31,USD,167604000,167604000,52983000,41191000,11763000,10713000,None,11870000,69000,-24000,None,24000,-54000,333000,None,9526000,12141000,3526000,None,11763000,8615000,12165000,21691000,8615000,BJRI
2011-12-31,USD,171769000,171769000,-30671000,-50641000,13092000,18062000,None,20145000,77000,-61000,None,61000,-114000,171000,None,9228000,13279000,3408000,None,13092000,9871000,13340000,22568000,9871000,BJRI
2011-09-30,USD,70274000,151425000,81151000,69370000,8582000,9378000,None,12066000,68000,-28000,None,28000,-257000,57000,None,8644000,8679000,2343000,None,6336000,6336000,8707000,17351000,6336000,BJRI
2011-06-30,USD,31641000,152887000,121246000,121246000,10603000,12499000,None,21038000,None,None,None,27000,None,125000,None,8256000,11342000,3174000,None,6336000,None,10603000,19625000,8168000,BJRI
