fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,-7606000,28271000,35877000,62000,-28215000,35877000,20153000,56486000,4877000,1831000,4877000,3046000,28271000,-63000,None,31000,-26447000,-26447000,None,-23401000,-24892000,-28215000,-28184000,-26447000,GERN
2024-06-30,USD,-38537000,882000,39419000,446000,-69333000,39419000,30779000,70215000,5332000,2013000,5332000,3319000,882000,-63000,None,262000,-67383000,None,None,-64064000,-67647000,-69333000,-69071000,-67383000,GERN
2024-03-31,USD,-30305000,304000,27176000,275000,-56134000,27065000,29373000,56438000,4239000,-3433000,4239000,3433000,304000,-62000,None,111000,-55390000,231724,3433000,-51957000,-55848000,-56134000,-56023000,-55390000,GERN
2023-12-31,USD,-23813000,23000,21515000,241000,-54289000,21401000,32911000,54312000,4596000,-2321000,4596000,2321000,23000,41000,None,114000,-51974000,197188,2321000,-4052000,-50838000,-54289000,-54175000,-51973000,GERN
2023-09-30,USD,-20252000,164000,18350000,29426000,-47612000,18350000,29426000,47776000,4965000,-2066000,4965000,2066000,164000,-92000,None,108000,-44805000,-266000,2066000,-42739000,-44810000,-47612000,-47504000,-44805000,GERN
2023-06-30,USD,-18464000,29000,16490000,275000,-51951000,16490000,35490000,51980000,4738000,-2003000,4738000,2003000,29000,-11000,None,121000,-49227000,1992000,2003000,-47224000,-50012000,-51951000,-51830000,-49227000,GERN
2023-03-31,USD,-14894000,21000,12993000,251000,-40092000,12894000,27219000,40113000,3853000,-1922000,3853000,1922000,21000,39000,None,99000,-38122000,-48000,1922000,-36200000,-38063000,-40092000,-39993000,-38122000,GERN
2022-12-31,USD,-15826000,103000,13924000,229000,-41951000,13844000,28210000,42054000,1235000,-2005000,1235000,2005000,103000,86000,None,80000,-42635000,-229000,2005000,-1730000,-42234000,-41951000,-41871000,-42635000,GERN
2022-09-30,USD,-17162000,297000,15642000,24603000,-39948000,15642000,24603000,40245000,852000,-1817000,852000,1817000,297000,-138000,None,79000,-41051000,-225000,1817000,-39234000,-40889000,-39948000,-39869000,-41051000,GERN
2022-06-30,USD,-8951000,73000,7443000,216000,-27976000,7443000,20606000,28049000,330000,-1581000,330000,1581000,73000,1110000,None,72000,-28117000,141000,1581000,-26536000,-28188000,-27976000,-27904000,-28117000,GERN
2022-03-31,USD,-8112000,123000,6756000,198000,-28675000,6699000,22099000,28798000,112000,-1479000,112000,1479000,123000,-56000,None,57000,-30098000,1423000,1479000,-28619000,-30636000,-28675000,-28618000,-30098000,GERN
2021-12-31,USD,-8028000,1040000,7933000,226000,-30982000,7872000,24150000,32022000,106000,-1135000,106000,1135000,1040000,-6000,None,61000,-32017000,1135000,1135000,2618000,-32206000,-30982000,-30921000,-32017000,GERN
2021-09-30,USD,-8205000,109000,7256000,18527000,-25674000,7256000,18527000,25783000,112000,-1058000,112000,1058000,109000,-77000,None,53000,-26697000,981000,1058000,-25639000,-26684000,-25674000,-25621000,-26697000,GERN
2021-06-30,USD,-7756000,107000,7059000,21937000,-28889000,7059000,21937000,28996000,136000,-804000,136000,804000,107000,-17000,53000,53000,-29574000,787000,804000,-28770000,-29606000,-28889000,-28836000,-29574000,GERN
2021-03-31,USD,-6851000,627000,7478000,21113000,-28454000,7478000,21113000,28591000,173000,-743000,173000,743000,137000,1200000,48000,48000,-27824000,1943000,743000,-25848000,-27867000,-28454000,-28406000,-27824000,GERN
2020-12-31,USD,-7798000,50000,7088000,14792000,-23266000,7088000,16228000,23316000,277000,-754000,95000,754000,50000,5000,49000,49000,-23787000,614000,754000,-2019000,-23879000,-23266000,-23217000,-23787000,GERN
2020-09-30,USD,-6402000,108000,6510000,13613000,-20015000,6510000,13613000,20123000,322000,-6000,504000,6000,108000,166000,49000,116000,-19651000,22000,6000,-20133000,-19670000,-20015000,-19395000,-19651000,GERN
2020-06-30,USD,-5917000,43000,5960000,10845000,-16762000,5960000,10845000,16805000,475000,475000,475000,475000,43000,41000,33000,369000,-15824000,-475000,None,-16299000,-15511000,-16762000,-16393000,-15824000,GERN
2020-03-31,USD,-6068000,52000,6120000,6632000,-16870000,6120000,10802000,16922000,754000,754000,754000,754000,52000,-44000,27000,271000,-16355000,-830000,None,-17109000,-16611000,-16870000,-16675000,-16355000,GERN
2019-12-31,USD,171000,171000,5256000,24123000,-30008000,5256000,24923000,30179000,None,925000,925000,None,171000,13000,29000,741000,-29070000,-1666000,None,-30008000,-29177000,-30008000,-30008000,-29070000,GERN
2019-09-30,USD,-4863000,131000,4994000,11109000,-15972000,4994000,11109000,16103000,None,1021000,1021000,34000,131000,-34000,9000,179000,-15180000,-1021000,None,-16201000,-15222000,-15972000,-15963000,-15180000,GERN
2019-06-30,USD,-5090000,101000,5191000,10134000,-15224000,5191000,10134000,15325000,None,1113000,1113000,None,101000,-30000,11000,345000,-14239000,-1113000,None,-15352000,-14057000,-15224000,-15213000,-14239000,GERN
2019-03-31,USD,-5395000,57000,5452000,4091000,-11301000,5452000,5906000,11358000,None,1162000,1265000,None,57000,-18000,15000,15000,-10059000,-1162000,None,-11221000,-9777000,-11301000,-11286000,-10059000,GERN
2018-12-31,USD,375000,375000,4883000,4069000,-9589000,4883000,5081000,9964000,None,None,None,18000,375000,20000,14000,14000,-7300000,-2594000,None,-9589000,-7371000,-9589000,-11049000,-7300000,GERN
2018-09-30,USD,-4263000,165000,4263000,1953000,-6805000,4263000,2707000,6970000,None,None,None,None,165000,-57000,14000,14000,-5597000,-1060000,None,-6657000,-5632000,-6805000,-6791000,-5597000,GERN
2018-06-30,USD,-4246000,208000,4246000,2444000,-7242000,4246000,3204000,7450000,None,None,None,18000,208000,-59000,15000,15000,-6934000,-717000,None,-7651000,-6680000,-7242000,-7227000,-6934000,GERN
2018-03-31,USD,-5315000,318000,5315000,1887000,-7437000,5315000,2440000,7755000,None,None,None,18000,318000,-18000,16000,16000,-7186000,-107000,None,-7455000,-7310000,-7437000,-7152000,-7186000,GERN
2017-12-31,USD,191000,191000,5397000,1970000,-7786000,5454000,2523000,7977000,None,None,None,18000,191000,-18000,19000,19000,-7429000,356000,None,-7786000,-7584000,-7786000,-7411000,-7429000,GERN
2017-09-30,USD,-4770000,163000,4770000,2045999,-7244000,4770000,2637000,7407000,None,None,None,18000,163000,-18000,19000,19000,-6899000,363000,None,-7262000,-6872000,-7244000,-7225000,-6899000,GERN
2017-06-30,USD,-4406000,174000,4406000,1835000,-6731000,4406000,2499000,6905000,None,None,None,20000,174000,-20000,18000,18000,-6405000,346000,None,-6751000,-6413000,-6731000,-6713000,-6405000,GERN
2017-03-31,USD,-4682000,537000,4677000,2586000,-7494000,4657000,3374000,8031000,None,None,None,21000,-5000,-21000,20000,20000,-7183000,332000,None,-7515000,-7201000,-7494000,-7474000,-7183000,GERN
2016-12-31,USD,94000,94000,4773000,3478000,-8781000,4755000,4120000,8875000,None,None,None,22000,0,-22000,18000,18000,-8482000,303000,None,-8781000,-8560000,-8781000,-8763000,-8482000,GERN
2016-09-30,USD,442000,5108000,4666000,3578000,-3877000,4666000,4319000,8985000,None,None,None,21000,None,-21000,21000,21000,-3576000,322000,None,-3898000,-3641000,-3877000,-3856000,-3576000,GERN
