fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,12005000000,23366000000,11361000000,11361000000,8614000000,2053000000,195000000,12005000000,None,-753000000,128000000,943000000,None,None,None,2983000000,8096000000,2205000000,None,5891000000,None,9039000000,12022000000,5870000000,PBR
2024-06-30,USD,11727000000,23467000000,11740000000,11740000000,6321000000,3008000000,193000000,5406000000,None,-2835000000,None,292107899,None,None,None,3138000000,-352000000,-27000000,None,-325000000,None,599000000,3737000000,-344000000,PBR
2024-03-31,USD,12257000000,23768000000,11511000000,11511000000,9064000000,1950000000,183000000,3193000000,None,-952000000,120000000,997000000,None,None,None,3362000000,6952000000,2147000000,None,4805000000,None,7949000000,11311000000,4782000000,PBR
2023-12-31,BRL,14110165043,27089983388,12979818345,12979818345,10045194570,13651231000,214083871,4064970474,None,-3934733000,None,1197941510,None,None,None,3838376513,8341199952,1984059100,None,27070808600,None,10045194567,13883571080,6263718767,PBR
2023-09-30,USD,13570000000,25552000000,11982000000,11982000000,9980000000,734000000,186000000,2775000000,None,-1017000000,8810000000,1037000000,None,None,None,3192631758,7747000000,2263000000,None,5484000000,None,8932118531,12124750289,5456000000,PBR
2023-06-30,USD,11637000000,22979000000,11342000000,11342000000,8430000000,680000000,172000000,2516000000,None,-776000000,637000000,813000000,None,None,None,122085,8435000000,2576000000,None,5859000000,None,11678877915,11679000000,5828000000,PBR
2023-03-31,USD,14113000000,26771000000,12658000000,12658000000,11295000000,671000000,154000000,2302000000,None,-712000000,2766000000,840000000,None,None,None,41584,10966000000,3596000000,None,7370000000,None,14218958416,14219000000,7341000000,PBR
2022-12-31,USD,14579000000,30171000000,15592000000,15592000000,11119000000,608000000,179000000,3058000000,None,-845000000,2147000000,845000000,None,None,None,54880,11283000000,3007000000,None,8276000000,None,16244945120,16245000000,8245000000,PBR
2022-09-30,USD,16536000000,32411000000,15875000000,15875000000,14317000000,676000000,187000000,2177000000,None,-615000000,8172000000,777000000,None,None,None,27081,12678000000,3888000000,None,8790000000,None,17583972919,17584000000,8763000000,PBR
2022-06-30,USD,19463000000,34703000000,15240000000,15240000000,19855000000,610000000,220000000,2193000000,None,-709000000,16279000000,951000000,None,None,None,86065,16350000000,5309000000,None,11041000000,None,23314913935,23315000000,11010000000,PBR
