fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,104136000,194001000,89865000,197710000,23084000,13141000,None,81052000,3000000,88812000,286522000,197710000,67841000,None,None,1944000,73717000,5200000,0,-20820000,68517000,23084000,25028000,68517000,ABR
2024-06-30,USD,75188000,177657000,102469000,209227000,-18375000,12823000,None,93563000,4600000,87961000,297188000,209227000,65142000,None,None,2423000,61640000,3901000,412000,-57719000,57739000,-18375000,-15952000,57739000,ABR
2024-03-31,USD,93995000,192602000,98607000,217676000,8728000,13933000,None,85267000,3700000,103616000,321292000,217676000,57037000,None,None,2571000,71807000,3592000,217676000,73212000,68215000,289483000,292054000,68215000,ABR
2023-12-31,USD,127862000,217507000,89645000,227480000,307738000,12686000,None,74638000,2900000,103581000,331060000,227479000,85303000,None,None,2446000,109947000,7947000,227479000,270008000,102000000,337426000,339872000,102000000,ABR
2023-09-30,USD,129107000,214485000,85378000,229180000,52834000,12367000,None,76273000,3600000,107294000,336474000,229180000,69393000,None,None,2286000,94166000,5900000,229494000,11533000,88266000,323346000,325632000,88266000,ABR
2023-06-30,USD,119310000,207173000,87863000,227195000,40114000,12584000,None,79196000,3900000,108542000,335737000,227195000,65226000,4313000,None,2387000,92059000,5553000,228442000,2711000,86506000,319254000,321641000,86506000,ABR
2023-03-31,USD,112972000,207534000,94562000,219373000,27249000,13623000,None,85723000,3200000,108574000,327947000,219373000,73098000,14326000,None,2624000,102690000,8029000,219373000,-8853000,94661000,322063000,324687000,94661000,ABR
2022-12-31,USD,144197000,229063000,84866000,207539000,244293000,13030000,None,81332000,4700000,113059000,320597000,207538000,83898000,-4581000,None,2640000,102777000,4284000,207859000,193626000,98493000,310315000,312955000,98493000,ABR
2022-09-30,USD,101505000,171366000,69861000,160452000,44339000,13225000,None,57166000,3700000,99326000,259778000,160452000,35034000,1486000,None,2078000,72652000,-400000,163714000,10650000,73052000,233104000,235182000,73052000,ABR
2022-06-30,USD,101686000,175533000,73847000,107067000,43907000,13188000,None,57779000,5100000,94261000,201328000,107067000,50438000,6547000,None,2031000,86475000,5352000,107067000,6202000,81123000,193542000,195573000,81123000,ABR
2022-03-31,USD,99553000,176222000,76669000,82559000,38766000,14548000,None,60787000,5200000,84139000,166698000,82559000,58903000,5862000,None,1983000,81301000,8188000,83909000,-4235000,73113000,163860000,165843000,73113000,ABR
2021-12-31,USD,164713000,228947000,64234000,12165000,253204000,11868000,None,43659000,None,76432000,144315000,67883000,103599000,2932000,None,1866000,127604000,12929000,69887000,203335000,114675000,195487000,197353000,114675000,ABR
2021-09-30,USD,117875000,181371000,63496000,11906000,69260000,11757000,None,48615000,None,69920000,125480000,55560000,69578000,5086000,None,1807000,87622000,9905000,55560000,22468000,77717000,143182000,144989000,77717000,ABR
2021-06-30,USD,116341000,178776000,62435000,11265000,66857000,11133000,None,49484000,None,58770000,105148000,46378000,81171000,4759000,None,1788000,86499000,10959000,46378000,16957000,75540000,132877000,134665000,75540000,ABR
2021-03-31,USD,91035000,159757000,68722000,10957000,34768000,10818000,None,56267000,None,48960000,91144000,42184000,78800000,22109000,None,1755000,83859000,12492000,43554000,1553000,71367000,126043000,127798000,71367000,ABR
2020-12-31,USD,124132000,191664000,67532000,13055000,399977000,8335000,None,47709000,None,46114000,86158000,40044000,118301000,20896000,None,1810000,123399000,24893000,40044000,351377000,98506000,163443000,165253000,98506000,ABR
2020-09-30,USD,101148000,151738000,50590000,6656000,65421000,9356000,None,35727000,None,43813000,81701000,37888000,76930000,30490000,None,1922000,101685000,17800000,37888000,47032000,83885000,139573000,141495000,83885000,ABR
2020-06-30,USD,56633000,124088000,67455000,6540000,-4516000,8606000,None,61149000,None,41778000,83080000,41302000,66721000,18816000,None,1961000,58079000,12100000,42894000,-30623000,45979000,99381000,101342000,45979000,ABR
