fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,EUR,871326000,1735541000,864215000,864215000,467934000,82202000,246101000,403392000,None,2882000,7475000,7217000,None,None,None,174364000,472299000,86795000,None,385504000,None,479516000,653880000,384216000,RACE
2024-09-30,EUR,817365000,1644439000,827074000,827074000,469946000,66695000,212490000,347419000,None,467000,8516000,12738000,None,None,None,171265000,465730000,90817000,None,374913000,None,476435000,647700000,374173000,RACE
2024-06-30,EUR,855498000,1712059000,856561000,856561000,508256000,65143000,204359000,347242000,None,2024000,8537000,11313000,None,None,None,158344000,508728000,97377000,None,413282000,None,520218000,678562000,412114000,RACE
2024-03-31,EUR,802996000,1584629000,781633000,781633000,447880000,58566000,231142000,355116000,None,2868000,6958000,8786000,None,None,None,162804000,438752000,88054000,None,352214000,None,447706000,610510000,351374000,RACE
2023-12-31,EUR,743000000,1523000000,780000000,780000000,373000000,62675000,253000000,370000000,None,15655000,79127000,5000000,None,None,None,186057000,365000000,73000000,None,294493000,None,281630000,467687000,293506000,RACE
2023-09-30,EUR,765283000,1544032000,778749000,778749000,448572000,55991000,220909000,339541000,None,2084000,25456000,23372000,None,None,None,172608000,425200000,93544000,None,331656000,None,435374000,607982000,329821000,RACE
2023-06-30,EUR,747396000,1473708000,726312000,726312000,482120000,53895000,193874000,307243000,None,-8290000,45113000,53403000,None,None,None,151797000,428717000,94318000,None,334399000,None,482120000,633917000,333189000,RACE
2023-03-31,EUR,717970000,1429006000,711036000,711036000,419290000,53576000,214092000,328159000,None,-4267000,34371000,38638000,None,None,None,151843000,380652000,83743000,None,296909000,None,419290000,571133000,295532000,RACE
2022-12-31,EUR,641374000,1367967000,726593000,726593000,231341000,70642000,212138000,340373000,None,-17916000,67390000,49474000,None,None,None,171006000,280815000,59081000,None,221734000,None,231341000,402347000,219862000,RACE
2022-09-30,EUR,594550000,1249814000,655264000,655264000,325556000,43234000,182294000,288586000,None,-14268000,26794000,41062000,None,None,None,136015000,284494000,56899000,None,227595000,None,325556000,461571000,225767000,RACE
2022-06-30,EUR,612597000,1291491000,678894000,678894000,349995000,45019000,183675000,287158000,None,-9427000,27353000,36780000,None,None,None,123702000,313215000,62643000,None,250572000,None,349995000,473697000,249015000,RACE
2022-03-31,EUR,597780000,1185982000,588202000,588202000,325070000,42091000,197465000,287429000,None,-8005000,17823000,25828000,None,None,None,115502000,299242000,59849000,None,239393000,None,325070000,440572000,237970000,RACE
2021-12-31,EUR,597121000,1172001000,574880000,574880000,242377000,35905000,228638000,341728000,None,-3811000,22620000,18809000,None,None,None,132731000,261186000,46638000,None,214548000,None,242377000,375108000,214255000,RACE
2021-09-30,EUR,529047000,1053225000,524178000,524178000,279248000,82340000,170843000,253183000,None,-10504000,8881000,19385000,None,None,None,100875000,259863000,53009000,None,206854000,None,279248000,380123000,205778000,RACE
2021-06-30,EUR,536297000,1034388000,498091000,498091000,283391000,80984000,179753000,260737000,None,-9715000,9577000,19292000,None,None,None,112783000,264099000,58032000,None,206067000,None,283391000,396174000,205811000,RACE
2021-03-31,EUR,527816000,1011280000,483464000,483464000,275612000,35905000,188870000,260480000,None,-9227000,9302000,18529000,None,None,None,109600000,257083000,51416000,None,205667000,None,275612000,385212000,204923000,RACE
2020-12-31,EUR,558115000,1068810000,510695000,510695000,226951000,80664000,202605000,304878000,None,-11307000,23752000,12445000,None,None,None,120285000,239396000,-23096000,None,262492000,None,226951000,347236000,262120000,RACE
2020-09-30,EUR,462393000,887970000,425577000,425577000,231653000,76745000,157372000,234117000,None,-13392000,9622000,23014000,None,None,None,108137000,208639000,37451000,None,171188000,None,231653000,339790000,170750000,RACE
2020-06-30,EUR,271573000,570813000,299240000,299240000,28355000,40284000,166171000,244276000,None,-11317000,5253000,16570000,None,None,None,101637000,11785000,2357000,None,9428000,None,28355000,129992000,8943000,RACE
2020-03-31,EUR,481385000,932197000,450812000,450812000,230295000,40380000,181237000,260240000,None,-13076000,10004000,23080000,None,None,None,96578000,207215000,41443000,None,165772000,None,230295000,326873000,166004000,RACE
