fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,442457000,764714000,322257000,533541000,70127000,161046000,211284000,194425000,None,-127669000,None,127669000,764714000,879000,None,32731000,-55918000,6900000,0,-63133000,-67266000,70127000,102858000,-62818000,SABR
2024-06-30,USD,316466000,637947000,321481000,347847000,60855000,165637000,219268000,181470000,None,-129294000,None,129294000,767241000,3251000,None,31325000,-64994000,4766000,0,-69485000,-68927000,60855000,92180000,-69760000,SABR
2024-03-31,USD,299051000,620145000,321094000,350049000,98085000,141416000,222291000,185962000,None,-124747000,None,124747000,744892000,-4477000,None,34159000,-68551000,2932000,162741000,-71105000,-67277000,56196000,90355000,-71483000,SABR
2023-12-31,USD,292391000,564465000,272074000,509549000,37338000,140166000,237475000,187462000,None,-122588000,None,122588000,687053000,5667000,None,34805000,-78730000,17729000,122588000,-97094000,-105894000,43858000,78663000,-96459000,SABR
2023-09-30,USD,205849000,499969000,294120000,537524000,52201000,150736000,243404000,191578000,None,-119372000,None,119372000,619341000,-11548000,None,36663000,-199822000,8462000,240492000,-207789000,-209465000,-80450000,-43787000,-208284000,SABR
2023-06-30,USD,327568000,643938000,316370000,600649000,-42183000,179063000,284279000,272492000,None,-106134000,None,106134000,750072000,17225000,None,36888000,-118022000,5909000,93591000,-123999000,-122759000,-11888000,25000000,-123931000,SABR
2023-03-31,USD,335869000,642911000,307042000,578480000,-213000,164428000,271438000,214212000,None,-99784000,None,99784000,742695000,2407000,None,40319000,-96934000,2199000,99784000,-99366000,-97682000,2850000,43169000,-98934000,SABR
2022-12-31,USD,270860000,540070000,269210000,541165000,-54800000,144814000,271955000,186661000,None,-90169000,None,90169000,630239000,-2972000,None,41940000,-149425000,10666000,91109000,-159271000,-148582000,-59256000,-17316000,-160091000,SABR
2022-09-30,USD,311944000,586274000,274330000,547570000,-56535000,172359000,273240000,231232000,None,-77120000,None,77120000,663394000,-7687000,None,43359000,-142365000,-6989000,77120000,-134154000,-136671000,-65245000,-21886000,-135376000,SABR
2022-06-30,USD,316403000,590648000,274245000,551417000,-70193000,176308000,277172000,232114000,None,-66884000,None,66884000,657532000,-43937000,None,49225000,-181997000,5390000,66884000,-186218000,-185509000,-115113000,-65888000,-187387000,SABR
2022-03-31,USD,297285000,520319000,223034000,496764000,-79532000,167678000,273730000,223447000,None,-61058000,None,61058000,581377000,191241000,None,50108000,46810000,-596000,64591000,47544000,49870000,107868000,157976000,47406000,SABR
