fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,185404000,320762000,18808000,134766000,41941000,18669000,None,143463000,2093000,-1054000,2093000,3147000,320162000,-978000,None,139000,41384000,10368000,3147000,31016000,23697000,41941000,42080000,31016000,EZPW
2024-09-30,USD,175381000,295118000,39444000,119170000,26007000,26888000,None,149374000,2123000,-1081000,2123000,3204000,294418000,750000,None,11713000,26252000,11056000,3204000,15196000,3654000,26007000,37720000,15196000,EZPW
2024-06-30,USD,166727000,282101000,20200000,114694000,22154000,20060000,None,144573000,2931000,-608000,2931000,3539000,281401000,191000,None,140000,23000000,5050000,3539000,17950000,957000,26539000,26679000,17950000,EZPW
2024-03-31,USD,167592000,282834000,18430000,118047000,27287000,18266000,None,140305000,2882000,-3402000,2882000,3402000,285636000,165000,None,164000,28651000,7172000,3402000,21479000,25936000,32053000,32217000,21479000,EZPW
2023-12-31,USD,172573000,297823000,16694000,135983000,37082000,16543000,None,135491000,2639000,-3440000,2639000,3440000,300163000,271000,None,151000,37705000,9235000,3440000,28470000,33103000,41145000,41296000,28470000,EZPW
2023-09-30,USD,159374000,272834000,37958000,111105000,16559000,23468000,None,142815000,2324000,-3462000,2324000,3462000,270299000,-3231000,None,10147000,13125000,2872000,3462000,10253000,7067000,16587000,26734000,10253000,EZPW
2023-06-30,USD,148785000,253427000,17982000,107027000,20612000,17876000,None,128173000,2584000,-3414000,2584000,3414000,255841000,5000,None,106000,21310000,3088000,3414000,18222000,26323000,24724000,24830000,18222000,EZPW
2023-03-31,USD,149182000,256060000,15664000,109241000,26733000,15609000,None,122449000,1898000,-3390000,1898000,3390000,258350000,-80000,None,55000,-7340000,-550000,3390000,-6790000,9358000,-3950000,-3895000,-6790000,EZPW
2022-12-31,USD,152497000,255408000,15495000,111830000,28246000,15476000,None,124251000,664000,-6190000,664000,6190000,260798000,234000,None,19000,24538000,7760000,9735000,16778000,19282000,30728000,30747000,16778000,EZPW
2022-09-30,USD,137600000,233994000,31858000,95807000,14884000,20155000,None,122716000,68000,-2321000,68000,2321000,232715000,208000,None,22510000,13161000,5824000,2321000,7337000,6705000,15482000,37992000,7337000,EZPW
2022-06-30,USD,129508000,213149000,18715000,86334000,13617000,18715000,None,115891000,190000,-2693000,190000,2693000,215842000,210000,None,21061000,13082000,867000,2693000,12215000,8888000,15775000,23521000,12215000,EZPW
2022-03-31,USD,128928000,214152000,12227000,87054000,24205000,12227000,None,104723000,255000,-2527000,255000,2527000,216679000,-371000,None,20502000,20123000,5236000,2527000,14887000,18553000,22650000,30100000,14887000,EZPW
2021-12-31,USD,132111000,218563000,15545000,88883000,22216000,15545000,None,109895000,304000,-2431000,304000,2431000,220994000,120000,None,20268000,21347000,5626000,2431000,15721000,18760000,23778000,31352000,15721000,EZPW
2021-09-30,USD,119326000,192444000,28125000,73118000,7808000,17225000,None,111518000,559000,-5635000,559000,5635000,192444000,401000,None,20187000,4527000,2974000,5635000,119326000,-1770000,10162000,30349000,1553000,EZPW
2021-06-30,USD,108021000,168464000,14789000,66012000,3713000,14589000,None,104308000,512000,-5569000,512000,5569000,174033000,-65000,None,19469000,-766000,1804000,5569000,-2570000,889000,4803000,24272000,-2570000,EZPW
2021-03-31,USD,113748000,179421000,13771000,71191000,10627000,13771000,None,103121000,585000,-5518000,585000,5518000,184939000,-145000,None,20420000,6799000,1469000,5518000,5330000,3570000,12317000,32737000,5330000,EZPW
2020-12-31,USD,108390000,172680000,12510000,69745000,9021000,12510000,None,99369000,821000,-5455000,821000,5455000,178135000,599000,None,19076000,5502000,1203000,5455000,4299000,15576000,10957000,30033000,4299000,EZPW
2020-09-30,USD,89596000,166860000,5000000,77243000,-26876000,5100000,None,116472000,894000,-5883000,761000,5883000,166860000,-198000,None,19037000,-28729000,-5389000,5883000,-23407000,-20659000,-22846000,-3876000,-23340000,EZPW
2020-06-30,USD,102175000,204854000,14688000,108049000,-4276000,14688000,None,106451000,628000,-5379000,628000,5379000,210233000,-28000,None,7679000,-10238000,-4751000,5379000,-5467000,-71000,-4859000,2820000,-5487000,EZPW
2020-03-31,USD,127362000,217402000,62780000,95918000,-30710000,14620000,None,158072000,941000,-5881000,941000,5881000,223283000,341000,None,19040000,-34125000,6749000,5881000,-40854000,-70720000,-28244000,-9184000,-40874000,EZPW
2019-12-31,USD,130069000,217106000,17489000,92366000,13478000,17489000,None,116591000,1118000,-5329000,843000,5329000,222435000,-98000,None,19207000,2997000,1759000,5329000,1265000,7309000,8326000,27560000,1238000,EZPW
2019-09-30,USD,120856000,214339000,26670000,93483000,6725000,18870000,None,114131000,2185000,-5425000,1449000,5425000,214339000,-1545000,None,7683000,384000,1029000,5425000,-592000,-5117000,5809000,15164000,-645000,EZPW
2019-06-30,USD,115853000,192633000,15053000,86612000,8795000,15053000,None,107058000,3172000,-9832000,3172000,9832000,202465000,4000,None,7254000,3256000,98000,9832000,3361000,5182000,13088000,16073000,3158000,EZPW
2019-03-31,USD,127690000,206141000,16487000,87040000,16771000,16487000,None,110919000,3126000,-8589000,5032000,8589000,214730000,-269000,None,7012000,5754000,2360000,8589000,3412000,2183000,14343000,22960000,3394000,EZPW
2018-12-31,USD,130049000,207059000,15479000,85646000,14741000,15479000,None,115308000,4715000,-8791000,None,8791000,215850000,386000,None,6848000,-4424000,-1058000,8791000,-3183000,-9749000,4367000,26031000,-3366000,EZPW
2018-09-30,USD,124463000,206331000,22205000,81513000,17233000,16226000,None,107230000,6073000,-8764000,None,8764000,206331000,-82000,None,7186000,2287000,3679000,8764000,-1167000,3964000,11051000,19638000,-1392000,EZPW
2018-06-30,USD,114742000,192548000,13468000,84870000,12104000,13268000,None,102638000,4358000,-7394000,None,7394000,199942000,5287000,None,6124000,15956000,1502000,7394000,14363000,6989000,23350000,29254000,14454000,EZPW
2018-03-31,USD,120257000,202734000,82477000,72220000,18185000,13341000,None,102072000,4268000,-5829000,None,5829000,202734000,4000,None,6451000,17378000,5797000,5829000,12081000,17380000,23207000,30140000,11581000,EZPW
2017-12-31,USD,122089000,204508000,82419000,71167000,19737000,13318000,None,102690000,6847000,-5847000,None,5847000,204508000,182000,None,5723000,20050000,7411000,5847000,12970000,6213000,25897000,25499000,12639000,EZPW
2017-09-30,USD,108093000,182069000,73976000,61685000,11536000,13849000,None,96554000,6084000,-10956000,None,10956000,182069000,129000,None,5415000,8840000,-2570000,16206000,10919000,10457000,19796000,19060000,11410000,EZPW
2017-06-30,USD,105555000,183633000,78078000,62615000,11354000,14095000,None,94201000,2053000,-5654000,None,5654000,183633000,99000,None,5843000,8692000,3432000,5654000,5525000,9883000,14346000,17214000,5260000,EZPW
2017-03-31,USD,109897000,189628000,79731000,70493000,16053000,13283000,None,93844000,2240000,-5628000,None,5628000,189628000,-228000,None,6030000,13472000,5449000,5628000,8398000,13056000,19100000,25338000,8023000,EZPW
2016-12-31,USD,111965000,192624000,80659000,71732000,14096000,13927000,None,97869000,3645000,-5565000,None,5565000,77000,423000,None,6373000,11947000,4782000,5565000,8393000,3677000,17512000,20392000,7165000,EZPW
2016-09-30,USD,106861000,184585000,77724000,63540000,2308000,20116000,None,104553000,15000,-11066000,-6603000,4463000,32807000,-387000,None,-3800000,1368000,-1863000,4463000,-16927000,943000,5831000,2031000,3231000,EZPW
2016-06-30,USD,100394000,170150000,69756000,60140000,6508000,14481000,None,93886000,50000,-1735000,2201000,3936000,41000,-500000,None,2930000,-4651000,1038000,3936000,2904000,-6463000,-715000,2215000,-5689000,EZPW
2016-03-31,USD,108365000,188213000,79848000,68332000,13014000,15621000,None,95350000,127000,7167000,11118000,3951000,-649000,-213000,None,3731000,-62385000,8427000,8449000,2630000,-72629000,-58434000,-54703000,-70812000,EZPW
2015-12-31,USD,112610000,187557000,74947000,66259000,7342000,19983000,None,105268000,140000,3996000,8123000,4127000,-33000,-102000,None,4023000,-5716000,1758000,9192000,3419000,-16761000,-1589000,2434000,-7474000,EZPW
2015-09-30,USD,99547000,170291000,70744000,61359000,-37593000,45183000,None,137140000,215000,-95231000,-91302000,3929000,11963000,-1234000,None,2821000,-110542000,-18242000,9213000,-57105000,-104894000,-106613000,-103792000,-92300000,EZPW
2015-06-30,USD,93808000,164619000,70811000,61460000,-2163000,12602000,None,95971000,347000,41137000,44920000,3783000,-6000,222000,None,2203000,-12882000,-3035000,9659000,-683000,-17672000,-9099000,-6896000,-9847000,EZPW
2015-03-31,USD,101238000,188735000,87497000,72492000,12392000,10849000,None,101176000,514000,43145000,54441000,11296000,-626000,-1862000,None,2386000,1705000,362000,11296000,-3388000,-4702000,13001000,15387000,1343000,EZPW
2014-12-31,USD,108427000,196355000,87928000,72388000,16133000,-2458000,None,100925000,525000,43274000,55308000,12034000,-324000,-759000,None,3116000,14876000,3264000,8958000,4735000,-6822000,26910000,30026000,11612000,EZPW
2014-09-30,USD,107615000,196651000,89036000,65441000,-39022000,19010000,None,23963000,569000,-7152000,-17845000,-10693000,1334000,-62000,None,6895000,-94326000,-825000,-15993000,-29771000,-106753000,-105019000,-98124000,-93501000,EZPW
2014-06-30,USD,110517000,188117000,77600000,55751000,9285000,14467000,None,126303000,377000,-6073000,1366000,7439000,56000,-265000,None,1670000,4336000,406000,7439000,6006000,7767000,11775000,13445000,3930000,EZPW
