fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,254485000,317527000,63042000,1817000,20797000,58916000,None,66932000,None,-9162000,None,440000,317527000,None,11749000,1800000,14486000,6131000,440000,8432000,8635000,20797000,16726000,8355000,ACEL
2024-09-30,USD,252735000,302227000,49492000,962000,21845000,47930000,None,52397000,None,-9164000,None,434000,302227000,None,11001000,600000,8464000,3569000,434000,4895000,820000,21845000,22445000,4895000,ACEL
2024-06-30,USD,76551000,309413000,232862000,232862000,22683000,46541000,None,53868000,None,-8906000,None,8906000,None,None,None,16383000,18519000,3933000,None,14586000,-1077000,22683000,39066000,14586000,ACEL
2024-03-31,USD,251631000,301320000,49689000,1159000,25559000,47634000,None,50998000,None,-455000,None,455000,301775000,None,10434000,600000,12216000,4800000,455000,7383000,8497000,25559000,13271000,7416000,ACEL
2023-12-31,USD,239803000,296713000,56910000,2044000,25451000,53927000,None,56209000,None,-459000,None,459000,297172000,None,9992000,600000,19377000,3389000,459000,15988000,11691000,25451000,20436000,15988000,ACEL
2023-09-30,USD,239649000,287497000,47848000,2065000,25120000,45183000,None,47465000,None,-456000,None,456000,287497000,None,9405000,600000,15050000,4630000,456000,10480000,10547000,25120000,16106000,10450000,ACEL
2023-06-30,USD,245673000,292647000,46974000,2154000,29164000,44220000,None,44893000,None,-444000,None,444000,292647000,None,9446000,600000,16083000,6100000,444000,9985000,12045000,29164000,17127000,9983000,ACEL
2023-03-31,USD,247359000,292768000,45409000,1408000,27672000,43018000,None,47243000,None,-449000,None,449000,293217000,None,9063000,600000,15182000,6000000,449000,9182000,7016000,27672000,16231000,9182000,ACEL
2022-12-31,USD,226483000,277514000,51031000,2354000,25094000,47608000,None,50201000,None,-458000,None,458000,277972000,None,8720000,600000,17535000,4129000,458000,13406000,12950000,25094000,18593000,13406000,ACEL
2022-09-30,USD,224715000,266967000,42252000,1656000,23239000,39796000,None,43702000,None,-458000,None,458000,266967000,None,8136000,800000,27358000,4914000,458000,22444000,28369000,23239000,28616000,22444000,ACEL
2022-06-30,USD,194385000,227869000,33484000,765000,27315000,32719000,None,34951000,None,-568000,None,568000,227869000,None,6598000,10172000,29264000,6800000,568000,22446000,24371000,27315000,37487000,22464000,ACEL
2022-03-31,USD,31923000,196370000,164447000,132620000,21207000,31119000,None,34278000,None,-626000,None,626000,196996000,None,5841000,9389000,20623000,4835000,626000,15788000,20652000,21207000,30596000,15788000,ACEL
