fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,72753000,199325000,126572000,40264000,-14184000,12444000,None,77316000,None,-31666000,5000,31671000,8992000,None,None,73864000,52008000,None,-81498000,-36300000,61213000,-14184000,59680000,50954000,STAG
2024-09-30,USD,68240000,190739000,122499000,38015000,-16789000,11978000,None,84484000,None,-28705000,14000,28705000,-36000,None,None,72506000,42731000,4601000,28741000,-41753000,13948000,-16789000,55717000,41856000,STAG
2024-03-31,USD,64093000,187543000,123450000,39071000,-20849000,12952000,None,84379000,None,-25421000,11000,25421000,-667000,None,None,71427000,37453000,-36580000,26088000,-46926000,43547000,-20849000,50578000,36627000,STAG
2023-12-31,USD,63790000,183307000,119517000,36611000,-19700000,11658000,None,78149000,None,-25350000,15000,25350000,4757000,None,None,71248000,42628000,948000,25350000,-42278000,15854000,-19700000,51548000,41733000,STAG
2023-09-30,USD,63994000,179281000,115287000,34429000,-17637000,11097000,None,80858000,None,-23753000,17000,23753000,0,None,None,69761000,51168000,24406000,23753000,-29690000,54813000,-17637000,52124000,50040000,STAG
2023-06-30,USD,58465000,171694000,113229000,32675000,-22446000,12060000,None,80554000,None,-22860000,17000,22860000,17532000,17549000,None,68494000,52797000,23757000,22860000,-27757000,67070000,-22446000,46048000,51606000,STAG
2023-03-31,USD,56052000,173553000,117501000,35881000,-28547000,12676000,None,61492000,None,-22612000,19000,22612000,20128000,20147000,None,68944000,50608000,-18986000,22612000,-31012000,33815000,-28547000,40397000,49466000,STAG
2022-12-31,USD,54900000,170331000,115431000,34965000,-28322000,11527000,None,80478000,None,-21708000,20000,21708000,-12000,8000,None,68939000,30444000,21708000,21708000,-52122000,24631000,-28322000,40617000,29794000,STAG
2022-09-30,USD,54095000,166305000,112210000,30087000,-28606000,10884000,None,82123000,None,-21155000,26000,21155000,-838000,32356000,None,69456000,64718000,21155000,21993000,-17405000,102098000,-28606000,40850000,63330000,STAG
2022-06-30,USD,51113000,161500000,110387000,28874000,-30932000,12234000,None,81513000,None,-17896000,23000,17896000,0,399000,None,69279000,32776000,400000,17896000,-48829000,44619000,50672000,119951000,32376000,STAG
2022-03-31,USD,47755000,159209000,111454000,31775000,-32421000,12313000,None,55724000,None,-17259000,34000,17259000,23955000,23989000,None,67366000,53326000,500000,17259000,-26191000,89261000,70585000,137951000,52826000,STAG
2021-12-31,USD,44430000,147623000,103193000,28886000,-30571000,10593000,None,11374000,None,-17107000,29000,17107000,61460000,61489000,None,63714000,86793000,500000,18580000,13311000,97411000,103900000,167614000,86293000,STAG
2021-09-30,USD,43458000,142114000,98656000,26742000,-29277000,12668000,None,71914000,None,-15746000,30000,15746000,0,22692000,None,59246000,48916000,400000,15746000,-22731000,52357000,64662000,123908000,48516000,STAG
2021-06-30,USD,43161000,138427000,95266000,25356000,-27260000,12578000,None,69910000,None,-15273000,30000,15273000,0,6006000,None,57332000,33050000,400000,15273000,-36927000,34051000,48323000,105655000,32650000,STAG
2021-03-31,USD,35796000,133995000,98199000,27002000,-36253000,12790000,None,64788000,None,-15358000,32000,15358000,5730000,5762000,None,58407000,25275000,400000,16037000,-46249000,36757000,40633000,99040000,24875000,STAG
2020-12-31,USD,36064000,129951000,93887000,26203000,-32149000,10756000,None,-11185000,None,-16218000,46000,16218000,78869000,78915000,None,54523000,96455000,400000,16218000,30148000,101085000,112673000,167196000,96055000,STAG
2020-09-30,USD,29848000,117295000,87447000,20817000,-37218000,9537000,None,66630000,None,-15928000,165000,15928000,0,10725000,None,53921000,24143000,400000,15928000,-42821000,28525000,40071000,93992000,23743000,STAG
2020-06-30,USD,54605000,117617000,63012000,20392000,-8995000,9406000,None,63012000,None,-15333000,156000,15333000,-834000,1024000,None,53606000,19409000,500000,16167000,-23804000,16932000,34742000,88348000,18909000,STAG
2020-03-31,USD,55487000,118548000,63061000,21947000,-8050000,10373000,None,16302000,None,-14864000,79000,14864000,46759000,46838000,None,52688000,63840000,400000,14864000,23524000,34006000,78704000,131392000,63440000,STAG
2019-12-31,USD,50352000,111181000,60829000,20556000,-10978000,9223000,None,56698000,None,-15567000,57000,15567000,4131000,4188000,None,51606000,17744000,300000,15567000,-22657000,23048000,33311000,84917000,17444000,STAG
2019-09-30,USD,42176000,102421000,60245000,18157000,-18527000,8924000,None,60245000,None,-14053000,12000,14053000,0,1682000,None,46908000,11200000,300000,14053000,-31198000,4641000,25253000,72161000,10900000,STAG
2019-06-30,USD,43426000,96646000,53220000,16955000,-10221000,8587000,None,53220000,None,-12193000,2000,12193000,0,319000,None,44633000,14162000,400000,12193000,13762000,-1756000,26355000,70988000,13762000,STAG
2019-03-31,USD,38843000,95702000,56859000,19511000,-18415000,9212000,None,55585000,None,-12834000,16000,12834000,1274000,1290000,None,42303000,7375000,200000,12834000,7175000,441000,20209000,62512000,7175000,STAG
2018-12-31,USD,39231000,93290000,54059000,18286000,-15241000,8415000,None,14124000,None,-13215000,None,13215000,118362000,39952000,None,42396000,45826000,300000,13215000,45526000,33522000,59041000,101437000,45526000,STAG
2018-09-30,USD,35680000,88946000,53266000,17112000,-17809000,8911000,None,53266000,None,-12698000,None,12698000,75146000,3229000,None,44355000,8695000,100000,12711000,8595000,10579000,21393000,65748000,8595000,STAG
2018-06-30,USD,97230000,85474000,48879000,16124000,48001000,7978000,None,48879000,None,-11505000,7000,11512000,157614000,6348000,None,40901000,14872000,300000,11505000,14572000,17478000,26384000,67285000,14572000,STAG
2018-03-31,USD,165296000,83283000,69146000,17499000,113358000,8748000,None,28958000,None,-11386000,6000,11392000,92617000,22689000,None,39965000,24395000,200000,11386000,24195000,31593000,35787000,75752000,24195000,STAG
2017-12-31,USD,146973000,81270000,66824000,15389000,95254000,8259000,None,46418000,None,-10910000,2000,10912000,74227000,5019000,None,40595000,8956000,300000,10912000,8656000,13801000,19868000,60463000,8656000,STAG
2017-09-30,USD,135680000,78144000,63353000,15401000,87670000,8380000,None,47952000,None,-10444000,2000,10446000,65660000,17552000,None,38186000,21311000,300000,10459000,21011000,21583000,31757000,69943000,21011000,STAG
2017-06-30,USD,124733000,185012000,60279000,13635000,76839000,7939000,None,46644000,None,-10631000,None,10631000,61724000,1338000,None,36147000,1612000,200000,10636000,1412000,-36000,12243000,48390000,1412000,STAG
2017-03-31,USD,119037000,177777000,58740000,13276000,73379000,8771000,None,45139000,None,-10472000,None,10472000,59547000,330000,None,35953000,372000,200000,10477000,172000,1332000,10844000,46797000,172000,STAG
2016-12-31,USD,147284000,217814000,59448000,13232000,100776000,7022000,None,5982000,None,-11080000,2000,11082000,95112000,38948000,None,33719000,33067000,506000,12370000,33086000,45747000,100776000,134495000,31574000,STAG
2016-09-30,USD,106257000,159116000,52859000,11258000,64377000,7603000,None,41601000,None,-10501000,3000,10504000,53511000,646000,None,31489000,-401000,10009000,10504000,-185000,3043000,64377000,95866000,320000,STAG
2016-06-30,USD,90003000,152345000,62342000,11759000,39102000,7751000,None,50583000,None,-10488000,2000,10490000,50876000,2436000,None,30487000,-10472000,9427000,11329000,-9727000,-14030000,39102000,69589000,-9223000,STAG
2016-03-31,USD,114756000,169262000,54506000,12655000,72645000,11019000,None,24178000,3000,-10847000,None,10847000,67888000,16542000,None,29749000,11801000,11042000,11981000,11346000,633000,72645000,102394000,11850000,STAG
2015-12-31,USD,58887000,58887000,154344000,11362000,58887000,7297000,None,139709000,2000,-9838000,None,9838000,53535000,None,None,28379000,-20134000,954000,9838000,-20134000,-12184000,58887000,87266000,-16999000,STAG
2015-09-30,USD,22487000,46604000,24117000,10949000,9093000,6429000,None,13168000,2000,-9317000,None,9317000,47731000,1715000,None,28656000,-4680000,8732000,9317000,-7128000,-11586000,9093000,37749000,-4321000,STAG
2015-06-30,USD,22505000,43903000,21398000,10071000,10700000,7495000,None,11327000,2000,-8933000,None,8933000,45220000,None,None,27257000,-5228000,8058000,8933000,-7638000,-442000,10700000,37957000,-4831000,STAG
2015-03-31,USD,24885000,42979000,18094000,10246000,16851000,7530000,None,7848000,3000,-8010000,None,8010000,43249000,None,None,26129000,-1427000,7626000,8010000,-4042000,-5042000,16851000,42980000,-1229000,STAG
2014-12-31,USD,50033000,50033000,1224000,9103000,50033000,6934000,None,-7615000,4000,-7168000,None,7168000,None,None,None,25097000,-2644000,764000,7854000,-5213000,-4198000,50033000,75130000,-5244000,STAG
2014-09-30,USD,-1675000,35896000,37571000,7694000,-39427000,5704000,None,30816000,3000,-6462000,None,6462000,None,2107000,None,21983000,251000,6191000,6462000,-2458000,1594000,-39427000,-17444000,341000,STAG
2014-06-30,USD,-2477000,35869000,38346000,8606000,-41016000,8283000,None,27463000,4000,-5813000,None,5813000,None,4000,None,20769000,-2666000,5310000,5813000,-5151000,-4408000,-41016000,-20247000,-2356000,STAG
2014-03-31,USD,204000,34077000,33873000,7985000,-33906000,5475000,None,26316000,4000,-5666000,None,5666000,None,4000,None,19854000,21000,5065000,5666000,-2415000,-551000,-33906000,-14052000,385000,STAG
2013-12-31,USD,37418000,37418000,30016000,6793000,37418000,4482000,None,24479000,4000,-5453000,None,5453000,None,None,None,18653000,1126000,1459000,5453000,-1438000,6406000,37418000,56071000,2098000,STAG
2013-09-30,USD,380000,29513000,29133000,6308000,-28842000,4376000,None,23908000,3000,-5370000,None,5370000,None,3000,None,17261000,294000,4946000,5370000,-2172000,-262000,-28842000,-11581000,-2147000,STAG
2013-06-30,USD,-501000,27221000,27722000,5579000,-28384000,4477000,None,22673000,3000,-4846000,None,4846000,None,-24000,None,16244000,-686000,3826000,4846000,-2891000,3346000,-28384000,-12140000,-2410000,STAG
2013-03-31,USD,-336000,25698000,26034000,5343000,-26455000,4506000,None,20920000,3000,-4650000,None,4650000,None,3000,None,15398000,-418000,4300000,4650000,-1886000,-143000,-26455000,-11057000,-1775000,STAG
