fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,49482000,97277000,47795000,26801000,7585000,17112000,None,52929000,646000,None,None,4087000,97277000,None,None,3882000,3004000,14984000,0,-10841000,-11946000,7585000,10973000,-11980000,EVC
2024-06-30,USD,39412000,82627000,43215000,24424000,-3344000,14363000,None,46519000,577000,None,None,4118000,82627000,None,None,4428000,-42344000,-10664000,51000,3732000,-31378000,-3344000,-33798000,-31680000,EVC
2024-03-31,USD,-14195000,272300000,286495000,203229000,-55899000,26695000,None,63664000,1140000,-4559000,None,4559000,276859000,None,None,7133000,-56692000,-7802000,4599000,-7510000,-49086000,-55899000,-45000000,-48890000,EVC
2023-12-31,USD,33040000,314201000,281161000,237520000,-16864000,23692000,None,58328000,1603000,-4503000,324000,4503000,318704000,None,None,7671000,-19920000,-1712000,4503000,-18080000,-17394000,-16864000,-7746000,-18208000,EVC
2023-09-30,USD,39827000,269415000,229588000,21393000,-3804000,11946000,None,54109000,1558000,-4454000,-108000,4346000,273869000,None,None,4733000,2189000,-1012000,4454000,-6103000,2328000,5131000,13999000,2719000,EVC
2023-06-30,USD,42468000,268378000,225910000,19649000,-3964000,12610000,None,57330000,1051000,-4306000,-111000,4195000,272684000,None,None,3713000,-2728000,-1628000,4306000,-5826000,-1959000,544000,8087000,-1989000,EVC
2023-03-31,USD,37315000,234310000,196995000,167756000,6668000,22768000,None,53598000,878000,-4028000,None,4028000,238338000,None,None,6471000,2272000,231000,5584000,-8016000,2183000,6668000,12771000,2041000,EVC
2022-12-31,USD,69361000,291854000,222493000,191965000,6741000,22143000,None,58412000,948000,-3651000,None,3651000,295505000,None,None,6485000,1667000,3295000,3651000,684000,-1113000,6741000,11803000,-1628000,EVC
2022-09-30,USD,53136000,235993000,182857000,157095000,15904000,19208000,None,50494000,794000,-3055000,None,3055000,239048000,None,None,6554000,13473000,4080000,3055000,9090000,9921000,15904000,23082000,9393000,EVC
2022-06-30,USD,49365000,218368000,169003000,144965000,13441000,17775000,None,48271000,733000,-2334000,None,2334000,220702000,None,None,6263000,11840000,3373000,2334000,8467000,7174000,13441000,20437000,8467000,EVC
2022-03-31,USD,44009000,196334000,152325000,129891000,4166000,16039000,None,43811000,409000,-1836000,None,1836000,198170000,None,None,6395000,2739000,852000,1836000,1887000,1604000,4166000,10970000,1887000,EVC
2021-12-31,USD,-171699000,234114000,405813000,148399000,12366000,15096000,None,110408000,12000,-1733000,None,1733000,235847000,None,None,6261000,4728000,6798000,1733000,3868000,3694000,12366000,12722000,-2070000,EVC
2021-09-30,USD,147937000,197117000,49180000,124332000,20497000,14530000,None,23028000,219000,-1714000,None,1714000,198831000,None,None,5901000,19002000,5118000,1714000,13884000,12356000,20497000,26617000,13884000,EVC
2021-06-30,USD,130235000,176863000,46628000,109030000,16239000,13106000,None,18815000,85000,-1856000,None,1856000,178719000,None,None,5074000,14468000,3992000,1856000,10476000,7554000,16239000,21398000,10476000,EVC
2021-03-31,USD,99653000,146577000,46924000,84756000,11369000,13853000,None,22276000,142000,-1717000,None,1717000,148294000,None,None,5184000,9794000,2792000,1717000,7002000,5767000,11369000,16695000,7002000,EVC
2020-12-31,USD,171683000,171683000,51108000,33931000,29024000,14033000,None,23078000,120000,-1592000,None,1592000,171683000,None,None,4963000,176384000,4701000,1592000,171683000,19237000,29024000,182939000,171683000,EVC
2020-09-30,USD,23694000,61689000,37995000,24178000,14251000,9883000,None,16500000,470000,-1969000,None,1969000,63658000,None,None,3934000,12752000,3736000,1969000,9016000,8570000,14721000,18655000,9016000,EVC
2020-06-30,USD,6337000,43247000,36910000,22140000,-1440000,10897000,None,16800000,539000,-2024000,None,2024000,45271000,None,None,3873000,-2925000,-5263000,2024000,2338000,3339000,-901000,2972000,2338000,EVC
2020-03-31,USD,-24556000,60061000,84617000,26679000,-35227000,13591000,None,58774000,647000,-2680000,None,2680000,62741000,None,None,4512000,-37260000,-1668000,2680000,-35592000,-35981000,-34580000,-30068000,-35592000,EVC
2019-12-31,USD,70838000,70838000,49059000,-52635000,8732000,14149000,None,22168000,923000,-3102000,None,3102000,70838000,None,None,4236000,6253000,-1107000,3357000,70838000,7593000,9355000,13591000,7360000,EVC
2019-09-30,USD,7823000,64352000,56529000,30807000,-3795000,12457000,None,27294000,1066000,-3537000,None,3537000,67889000,None,None,4190000,-6297000,5920000,3537000,-12186000,-12167000,-2760000,1430000,-12217000,EVC
2019-06-30,USD,-4105000,65769000,69874000,29655000,-11579000,13545000,None,41816000,1108000,-3554000,None,3554000,69323000,None,None,4306000,-14027000,2252000,3554000,-16277000,-16074000,-10473000,-6167000,-16279000,EVC
2019-03-31,USD,14312000,60972000,46660000,28930000,4989000,13814000,None,19812000,1174000,-3490000,None,3490000,64462000,None,None,3916000,2517000,1093000,3490000,1580000,2217000,6007000,9923000,1424000,EVC
2018-12-31,USD,82073000,82073000,157801000,31398000,17481000,13170000,None,63970000,1561000,-4349000,None,4349000,82073000,None,None,4221000,11626000,4713000,4899000,82073000,6920000,15975000,20196000,6913000,EVC
2018-09-30,USD,61335000,74575000,13240000,31694000,6342000,12398000,None,68560000,1390000,-3995000,None,3995000,74240000,327000,None,4094000,3658000,1443000,3995000,2294000,2358000,7653000,11747000,2215000,EVC
2018-06-30,USD,26520000,74329000,47809000,31117000,10073000,12673000,None,64529000,1456000,-4001000,None,4001000,74346000,273000,None,4019000,7492000,2652000,4001000,4876000,4287000,11493000,15512000,4840000,EVC
2018-03-31,USD,18572000,66838000,48266000,31033000,-319000,13294000,None,67179000,1041000,-3398000,None,3398000,66625000,22000,None,3939000,-2737000,-930000,3398000,-1746000,-2757000,661000,4600000,-1807000,EVC
2017-12-31,USD,73460000,73460000,152255000,32045000,3571000,13073000,None,69889000,299000,-5625000,None,5625000,73460000,None,None,3951000,-4833000,-17573000,8931000,73460000,13942000,792000,4743000,12740000,EVC
2017-09-30,USD,312514000,334555000,22041000,30231000,256982000,12813000,None,77573000,256000,-3756000,None,3756000,58000,None,None,4337000,253181000,96167000,3756000,157315000,157663000,256937000,261274000,157014000,EVC
2017-06-30,USD,61747000,70509000,8762000,29915000,9255000,12030000,None,61254000,110000,-3683000,None,3683000,-351000,None,None,4577000,5445000,2119000,3683000,3563000,3839000,9128000,13705000,3326000,EVC
2017-03-31,USD,55758000,57510000,1752000,27092000,8053000,11200000,None,49457000,109000,-3645000,None,3645000,57510000,None,None,3546000,4517000,1899000,3645000,2618000,3171000,8162000,11708000,2618000,EVC
2016-12-31,USD,67248000,70291000,3043000,29098000,14610000,12004000,None,55681000,104000,-3850000,None,3850000,None,None,None,3618000,10703000,3700000,4011000,70291000,8075000,14553000,18171000,7003000,EVC
2016-09-30,USD,63000000,65281000,2281000,28238000,13273000,11949000,None,52008000,71000,-3894000,None,3894000,None,None,None,3812000,9450000,4035000,3894000,5415000,6027000,13344000,17156000,5415000,EVC
2016-06-30,USD,62456000,64829000,2373000,11285000,13330000,11410000,None,51499000,118000,-3859000,None,3859000,0,None,None,3885000,9589000,3872000,3859000,5717000,5803000,13448000,17333000,5717000,EVC
2016-03-31,USD,56274000,58113000,1839000,27565000,7643000,11435000,None,50470000,7000,-3866000,None,3866000,-29700000,None,None,4027000,3784000,1514000,33566000,2270000,1638000,7650000,11677000,2270000,EVC
2015-12-31,USD,62823000,65432000,2609000,103532000,12222000,10650000,None,53210000,14000,-3278000,None,3278000,None,None,None,4039000,8754000,2947000,3482000,65432000,6152000,12032000,16071000,5807000,EVC
2015-09-30,USD,67380000,69261000,1881000,15159000,19011000,11180000,None,50250000,12000,-3286000,None,3286000,None,None,None,4030000,15737000,6444000,3286000,9293000,8167000,19023000,23053000,9293000,EVC
2015-06-30,USD,58499000,59891000,1392000,1572000,-141000,4929000,None,47928000,11000,-3256000,None,3256000,None,None,None,357000,8718000,3477000,3256000,5241000,5215000,11974000,12331000,5241000,EVC
2015-03-31,USD,58190000,59550000,1360000,2167000,-695000,4526000,None,47501000,8000,-3227000,None,3227000,-29700000,None,None,2795000,8830000,3546000,32927000,5284000,4114000,12057000,14852000,5284000,EVC
2014-12-31,USD,63758000,65262000,1504000,1358000,53627000,25306000,None,50632000,13000,-3496000,None,3496000,None,None,None,3860000,10901000,4959000,3742000,65262000,4866000,14397000,18257000,5942000,EVC
2014-09-30,USD,60785000,62274000,1489000,26913000,-433000,4150000,None,46117000,12000,-3501000,None,3501000,None,None,None,2585000,12668000,4611000,3501000,8057000,8531000,16169000,18754000,8057000,EVC
