fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,101900000,294600000,261200000,196900000,80600000,39400000,7300000,71600000,None,None,None,None,294600000,None,None,7500000,8800000,-7800000,None,16600000,-21300000,80600000,88100000,16600000,NGVT
2024-09-30,USD,129900000,376900000,378900000,247000000,110200000,38700000,6700000,138600000,None,None,None,None,376900000,None,None,7700000,-137900000,-30700000,None,-107200000,-73200000,110200000,117900000,-107200000,NGVT
2024-06-30,USD,123200000,390600000,675200000,267400000,101300000,41400000,7300000,415100000,None,None,None,None,390600000,None,None,7500000,-334600000,-50900000,None,-283700000,-285600000,101300000,108800000,-283700000,NGVT
2024-03-31,USD,99700000,340100000,381800000,240400000,76900000,47200000,6800000,148200000,None,None,None,None,340100000,-32200000,None,31600000,-71900000,-15900000,None,-56000000,-64900000,76900000,108500000,-56000000,NGVT
2023-12-31,USD,59500000,274700000,517300000,312200000,61800000,43400000,7200000,212300000,None,None,None,None,368000000,-19600000,None,47900000,-154000000,-37200000,None,-116800000,-89600000,61800000,109700000,-116800000,NGVT
2023-09-30,USD,129000000,446000000,369100000,317000000,110400000,40000000,7800000,59900000,None,None,None,None,446000000,-1300000,None,10500000,32100000,6900000,None,25200000,4800000,110400000,120900000,25200000,NGVT
2023-06-30,USD,153000000,481800000,399800000,328800000,120700000,51700000,8000000,79000000,None,None,None,None,481800000,-3000000,None,10500000,47700000,12200000,None,35500000,40800000,120700000,131200000,35500000,NGVT
2023-03-31,USD,130400000,392600000,326100000,262200000,103900000,48600000,8800000,72700000,None,None,None,None,392600000,18200000,None,10300000,64100000,13400000,None,50700000,58700000,103900000,114200000,50700000,NGVT
2022-12-31,USD,105400000,319500000,347000000,278200000,74300000,55900000,7200000,76000000,None,None,None,None,381300000,700000,None,9800000,19700000,4100000,None,15600000,64100000,74300000,84100000,15600000,NGVT
2022-09-30,USD,176300000,482000000,369700000,305700000,138200000,54200000,7600000,71600000,None,None,None,None,482000000,-2000000,None,7900000,95800000,20400000,None,75400000,23800000,138200000,146100000,75400000,NGVT
