fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,44482000,131534000,87052000,6094000,-4508000,80470000,49441000,130399000,None,-20879000,3570000,24449000,131534000,None,None,488000,-25991000,804000,24449000,-26795000,-28167000,-4508000,-4020000,-26795000,BCRX
2024-09-30,USD,48335000,117085000,68750000,3211000,7692000,65084000,41081000,106620000,None,-21237000,3591000,24828000,117085000,None,None,455000,-13447000,586000,24828000,-14033000,-12297000,7692000,8147000,-14033000,BCRX
2024-06-30,USD,46003000,109332000,63329000,1699000,8761000,61214000,37623000,99253000,None,-21179000,3554000,24733000,109332000,None,None,416000,-12502000,172000,73000,-12674000,-12888000,12231000,12647000,-12674000,BCRX
2024-03-31,USD,7219000,68255000,61036000,1265000,-14488000,59364000,46493000,106264000,None,-24506000,4031000,24506000,92761000,None,None,407000,-35014000,365000,24506000,-35379000,-35945000,-10508000,-10101000,-35379000,BCRX
2023-12-31,USD,119000,68818000,68699000,1557000,-42670000,64382000,70052000,137194000,None,-24583000,4465000,24583000,93401000,None,None,389000,-63162000,-1431000,24583000,-61731000,-61194000,-38579000,-38190000,-61731000,BCRX
2023-09-30,USD,7650000,59397000,51747000,1099000,-11921000,50648000,46879000,97527000,None,-27345000,4184000,27345000,86742000,None,None,300000,-35819000,330000,27345000,-36149000,-36039000,-8474000,-8174000,-36149000,BCRX
2023-06-30,USD,-27334000,24557000,51891000,894000,-20703000,50997000,51247000,102244000,None,-28915000,3750000,28915000,53472000,-28718000,None,267000,-74586000,740000,57934000,-75326000,-75221000,-45671000,-45404000,-75326000,BCRX
2023-03-31,USD,-7416000,41382000,48798000,931000,-28415000,47867000,48388000,96255000,None,-27396000,3378000,27396000,68778000,-229000,None,256000,-52662000,671000,27396000,-53333000,-52774000,-25266000,-25010000,-53333000,BCRX
2022-12-31,USD,551000,53087000,52536000,2383000,-46311000,50153000,73207000,123360000,None,-26458000,2704000,26458000,79545000,None,None,2704000,-71465000,76000,26458000,-71541000,-71417000,-45007000,-43607000,-71541000,BCRX
2022-09-30,USD,10590000,51052000,40462000,3543000,-17445000,36919000,52740000,89659000,None,-24775000,1760000,24775000,75827000,-538000,None,1760000,-40998000,1522000,24775000,-42520000,-42633000,-16223000,-15685000,-42520000,BCRX
2022-06-30,USD,3247000,41510000,38263000,246000,-34722000,38017000,61990000,100007000,None,-24022000,609000,24022000,65532000,132000,None,609000,-58003000,856000,24022000,-58859000,-59030000,-33981000,-34113000,-58859000,BCRX
2022-03-31,USD,-8432000,26086000,34518000,236000,-49957000,34282000,65360000,99642000,None,-23837000,54000,23837000,49923000,-177000,None,54000,-73917000,279000,23837000,-74196000,-74187000,-50080000,-49903000,-74196000,BCRX
2021-12-31,USD,48411000,84216000,35805000,418000,-52177000,35387000,63529000,98916000,None,-18780000,14000,18780000,102996000,55417000,None,171000,-15526000,2253000,-37058000,-58519000,-17716000,3254000,-52163000,-17779000,BCRX
2021-09-30,USD,-8704000,26879000,35583000,591000,-44584000,34992000,49971000,84963000,None,-14115000,9000,14115000,40994000,-111000,None,229000,-58801000,0,14115000,-44584000,-58774000,-44686000,-44575000,-58801000,BCRX
2021-06-30,USD,9842000,36464000,26622000,297000,-29582000,26325000,52873000,79198000,None,-13495000,13000,13495000,49959000,-134000,None,199000,-43198000,0,13495000,-29582000,-43293000,-29703000,-29569000,-43198000,BCRX
2021-03-31,USD,-21882000,6155000,28037000,5923000,-51377000,22114000,42435000,64549000,None,-12904000,26000,12904000,19059000,-29000,None,178000,-64284000,0,12904000,-51377000,-64105000,-51380000,-51173000,-64284000,BCRX
2020-12-31,USD,4016000,4016000,21067000,33000,-52405000,20986000,35354000,56388000,None,-5609000,528000,5609000,4016000,-12211000,None,180000,-60493000,5429000,7620000,4016000,-60499000,-52405000,-51877000,-60493000,BCRX
2020-09-30,USD,-15546000,3175000,18721000,1517000,-42864000,17195000,30245000,47449000,None,-2927000,None,2927000,6102000,-12000,None,167000,-46115000,3072000,2927000,-42864000,-46109000,-42864000,-42864000,-46115000,BCRX
2020-06-30,USD,-13930000,2871000,13883000,0,-38510000,13883000,27498000,41381000,None,-2918000,2758000,2918000,2871000,2821000,None,183000,-38607000,2735000,2918000,-38510000,-38618000,-38510000,-35752000,-38607000,BCRX
2020-03-31,USD,-14158000,1776000,15934000,0,-40978000,15865000,29867000,45801000,None,-3047000,6446000,3047000,4823000,6426000,None,218000,-37599000,2829000,3047000,-40978000,-37624000,-40978000,-34532000,-37599000,BCRX
2019-12-31,USD,39725000,39725000,13060000,2327000,-109000,10489000,26774000,37507000,None,-3087000,388000,3087000,39725000,574000,None,185000,-2622000,2902000,3087000,39725000,-2643000,-109000,279000,-2622000,BCRX
2019-09-30,USD,-13022000,1775000,11753000,0,-35098000,11735000,25120000,36873000,None,-3044000,402000,3044000,1775000,550000,None,182000,-37592000,2862000,3044000,-35098000,-37573000,-35098000,-34696000,-37592000,BCRX
2019-06-30,USD,-10272000,1448000,8685000,0,-34918000,8659000,27681000,36366000,None,-3035000,547000,3035000,1448000,324000,None,181000,-37629000,2854000,3035000,-34918000,-37499000,-34918000,-34371000,-37629000,BCRX
2019-03-31,USD,-4563000,3161000,7724000,1399000,-29330000,6238000,27493000,33818000,None,-2726000,1724000,2726000,5887000,1002000,None,176000,-31054000,2550000,2726000,-29330000,-30846000,-29330000,-28734000,-31054000,BCRX
2018-12-31,USD,2729000,2729000,4560000,70000,-25262000,4490000,23431000,27998000,None,-2414000,None,2414000,2729000,244000,None,198000,-27432000,2216000,2414000,2729000,-27319000,-25262000,-24576000,-27432000,BCRX
2018-09-30,USD,-8833000,1454000,7941000,18000,-28493000,7923000,22006000,29947000,None,-2346000,None,2346000,1454000,1242000,None,195000,-29597000,2151000,2346000,-28493000,-29555000,-28493000,-27882000,-29597000,BCRX
2018-06-30,USD,564000,10299000,9735000,243000,-18251000,9492000,21010000,30745000,None,-2195000,None,2195000,12494000,2000000,None,191000,-18446000,2004000,2195000,-18251000,-18422000,-18251000,-17758000,-18446000,BCRX
2018-03-31,USD,-5994000,1755000,7749000,140000,-22214000,7609000,18441000,26190000,None,-2221000,None,2221000,3976000,-1342000,None,186000,-25777000,2221000,2221000,-22214000,-26010000,-22214000,-21566000,-25777000,BCRX
