fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,80600000,867700000,787100000,None,-12400000,97000000,None,97000000,None,None,None,None,867100000,1400000,None,None,-83900000,3400000,600000,-87300000,-68000000,-12400000,None,-87300000,TSE
2024-06-30,USD,68400000,920000000,851600000,None,13900000,70100000,None,70100000,None,None,None,None,920000000,3300000,None,None,-47500000,20300000,None,-67800000,-67800000,13900000,None,-67800000,TSE
2024-03-31,USD,60600000,904000000,843400000,None,-3300000,70100000,None,74700000,None,None,None,None,904000000,-3800000,None,None,-70100000,5400000,None,-75500000,-83300000,-3300000,None,-75500000,TSE
2023-12-31,USD,20300000,837500000,817200000,None,-72000000,105200000,None,207100000,None,None,None,None,835900000,-1800000,None,None,-137100000,127900000,4200000,-265000000,-249500000,-72000000,None,-265000000,TSE
2023-09-30,USD,31300000,879000000,847700000,None,-16400000,66600000,None,415800000,None,None,None,None,868700000,13200000,None,None,-56100000,-17700000,6300000,-38400000,-46400000,-16400000,None,-38400000,TSE
2023-06-30,USD,53600000,962600000,909000000,None,-336800000,53800000,None,737600000,None,None,None,None,974400000,2900000,None,None,-374100000,-25100000,None,-349000000,-358200000,-336800000,None,-349000000,TSE
2023-03-31,USD,37200000,996300000,959100000,None,-30200000,84700000,None,89500000,None,None,None,None,1006800000,2900000,None,None,-65600000,-16700000,None,-48900000,-45500000,-30200000,None,-48900000,TSE
2022-12-31,USD,-3200000,975200000,978400000,None,-420900000,136000000,None,297100000,None,None,None,None,1017600000,9600000,None,None,-448300000,-83000000,4600000,-594200000,-269600000,-420900000,None,-365300000,TSE
2022-09-30,USD,-39500000,1178100000,1217600000,None,-99100000,80500000,None,84300000,None,None,None,None,1142700000,-1300000,None,None,-131900000,-12100000,-800000,-117900000,-168900000,-99100000,None,-119800000,TSE
2022-06-30,USD,139100000,1425500000,1286400000,None,91600000,85600000,None,88200000,None,None,None,None,1425500000,1700000,None,None,68200000,30800000,None,37100000,9200000,91600000,None,37400000,TSE
2022-03-31,USD,176000000,1386700000,1210700000,None,64600000,96700000,None,133600000,None,None,None,None,1386700000,-3000000,None,None,39300000,22600000,None,17100000,14200000,64600000,None,16700000,TSE
2021-12-31,USD,121600000,1298500000,1176900000,None,47200000,93000000,None,146900000,None,None,None,None,1298500000,-1100000,None,None,145800000,22000000,None,1400000,148900000,47200000,None,123800000,TSE
2021-09-30,USD,168300000,1269300000,1101000000,None,107800000,76400000,None,87700000,None,None,None,None,1269300000,100000,None,None,98600000,5500000,None,79400000,100700000,107800000,None,93100000,TSE
2021-06-30,USD,220000000,1273700000,1053700000,None,151000000,97300000,None,99100000,None,None,None,None,1306200000,-6100000,None,None,174900000,23300000,500000,133000000,151700000,151000000,None,151600000,TSE
2021-03-31,USD,188900000,986000000,797100000,None,155300000,56500000,None,62800000,None,None,None,None,1017700000,-2400000,None,None,91600000,20100000,0,65800000,77600000,155300000,None,71500000,TSE
2020-12-31,USD,133700000,768100000,634400000,None,101800000,55700000,None,99300000,None,None,None,None,860200000,-4900000,None,None,93200000,26500000,None,66200000,41300000,101800000,None,66700000,TSE
2020-09-30,USD,106300000,679200000,572900000,None,78300000,46300000,None,53700000,None,None,None,None,766000000,-1200000,None,None,132700000,26900000,None,40200000,101200000,78300000,None,105800000,TSE
2020-06-30,USD,23400000,534300000,510900000,None,-15100000,52900000,None,58300000,None,None,None,None,578400000,-400000,None,None,-181400000,-53000000,None,25800000,-130300000,-15100000,None,-128400000,TSE
2020-03-31,USD,57700000,841500000,783800000,None,-15400000,77500000,None,116000000,None,None,None,None,867500000,-1600000,None,None,-48200000,-11900000,None,-69400000,-28100000,-15400000,None,-36300000,TSE
2019-12-31,USD,60000000,515400000,455400000,None,-11200000,68900000,None,17800000,None,None,None,None,888800000,4300000,None,33600000,-17400000,-23100000,None,6600000,-11800000,-11200000,22400000,5700000,TSE
2019-09-30,USD,85200000,922100000,836900000,None,43300000,67600000,None,67700000,None,None,None,None,907300000,-2300000,None,100000,31800000,9300000,None,22500000,23200000,43300000,43400000,22500000,TSE
2019-06-30,USD,86200000,951800000,865600000,None,55100000,71400000,None,71500000,None,None,None,None,954400000,-1500000,None,100000,43700000,15700000,None,28000000,25900000,55100000,55200000,28000000,TSE
2019-03-31,USD,97400000,1013100000,915700000,None,60800000,68800000,None,69000000,None,None,None,None,1010000000,-4000000,None,0,46600000,10800000,None,35800000,34600000,60800000,60800000,35800000,TSE
2018-12-31,USD,59300000,1065000000,1005700000,None,17700000,70900000,None,109200000,None,None,None,None,1065000000,-800000,None,None,6400000,7300000,3600000,6400000,6700000,17700000,None,-900000,TSE
2018-09-30,USD,131600000,1199700000,1068100000,None,106100000,60000000,None,60000000,None,None,None,None,1192800000,-2100000,None,None,93900000,19200000,0,74700000,72800000,106100000,None,74700000,TSE
2018-06-30,USD,162700000,1236600000,1073900000,None,134200000,61700000,None,61700000,None,None,None,None,1220300000,-4500000,None,None,118700000,20400000,200000,98300000,94700000,134200000,None,98300000,TSE
2018-03-31,USD,175200000,1121600000,946400000,None,156300000,64400000,None,64400000,None,None,None,None,1132000000,3800000,None,None,145200000,24900000,0,120300000,121600000,156300000,None,120300000,TSE
2017-12-31,USD,166300000,1101800000,935500000,None,137300000,59700000,None,67472000,None,None,None,None,4460000,21400000,None,7400000,144000000,26400000,5040000,144000000,139100000,137300000,144700000,117600000,TSE
2017-09-30,USD,148500000,1096600000,948100000,None,127300000,65000000,None,72932000,None,None,None,None,-57060000,-2100000,None,7200000,41500000,8300000,65260000,33215000,28700000,127300000,134500000,33200000,TSE
2017-06-30,USD,126500000,1145200000,1018700000,None,101700000,54700000,None,55384000,None,None,None,None,7300000,-4000000,None,None,79000000,18800000,None,60159000,67000000,101700000,None,60200000,TSE
2017-03-31,USD,199000000,1104500000,905500000,None,158700000,59600000,None,50522000,None,None,None,None,600000,6100000,None,None,146600000,29300000,None,117294000,118100000,158700000,None,117300000,TSE
2016-12-31,USD,137800000,912808000,775008000,None,111300000,58065000,None,70648000,None,None,None,None,-1400000,-1272000,None,6100000,99000000,20500000,None,99004000,57053000,111300000,117400000,78500000,TSE
2016-09-30,USD,140400000,935426000,795026000,None,103200000,73900000,None,78900000,None,None,None,None,-1500000,-1084000,None,5000000,83300000,16000000,None,67254000,66995000,103200000,108200000,67300000,TSE
2016-06-30,USD,169700000,969654000,799954000,None,156100000,52249000,None,58049000,None,None,None,None,2300000,-12875000,None,5800000,124400000,28600000,None,95804000,91367000,156100000,161900000,95800000,TSE
2016-03-31,USD,139700000,894112000,754412000,None,120200000,54486000,None,58886000,None,None,None,None,-5000000,-2669000,None,4400000,98600000,21900000,None,76747000,82485000,120200000,124600000,76700000,TSE
2015-12-31,USD,112324000,897012000,784688000,None,87108000,54393000,None,59457000,None,None,None,None,-900000,-1102000,None,4800000,66732000,23600000,3892000,66741000,44148000,87108000,91908000,43132000,TSE
2015-09-30,USD,111562000,1027952000,916390000,None,93958000,51093000,None,55893000,None,None,None,None,-6700000,-1214000,None,4800000,73255000,21200000,0,52055000,54183000,93958000,98758000,52055000,TSE
2015-06-30,USD,142137000,1028673000,886536000,None,132239000,50739000,None,55139000,None,None,None,None,-105550000,-3233000,None,4400000,8256000,7500000,95150000,756000,35348000,132239000,136639000,756000,TSE
2015-03-31,USD,103079000,1018265000,915186000,None,88011000,51775000,None,56275000,None,-28856000,None,28856000,39000000,-3551000,None,4500000,55604000,17900000,28856000,37704000,-74579000,84460000,88960000,37704000,TSE
2014-12-31,USD,38046000,1122401000,1084355000,None,-4035000,60235000,None,66335000,None,-29405000,None,29405000,60600000,1622000,None,5000000,-31818000,-2131000,29405000,-31818000,-98928000,-2413000,2587000,-29687000,TSE
2014-09-30,USD,68236000,1305493000,1237257000,None,29390000,48113000,None,53513000,None,-30098000,None,30098000,-5090000,1638000,None,5400000,-6460000,3650000,37488000,-10110000,-94692000,23638000,29038000,-10110000,TSE
2014-06-30,USD,92410000,1340935000,1248525000,None,23580000,74208000,None,111910000,None,-32602000,None,32602000,None,-30149000,None,5100000,-39171000,5450000,32602000,-44621000,-53212000,-6569000,-1469000,-44621000,TSE
2014-03-31,USD,98629000,1359132000,1260503000,None,63549000,50030000,None,None,None,None,None,32818000,None,-895000,None,None,29836000,12750000,None,None,15905000,62654000,None,17086000,TSE
