fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,202949000,2551292000,1164211000,1072561000,104298000,91650000,None,90108000,7513000,-392000,7513000,7905000,2551292000,874000,None,33815000,104420000,25469000,7633000,83977000,79118000,104298000,151166000,78951000,GVA
2024-06-30,USD,164711000,2137148000,987827000,917775000,85821000,70052000,None,68665000,3600000,-1737000,3600000,5337000,2137148000,-1267000,None,29400000,57588000,20693000,27824000,38857000,35875000,62925000,113834000,36895000,GVA
2024-03-31,USD,54285000,1337885000,705983000,617990000,-43300000,87993000,None,86575000,6702000,-8083000,6702000,8083000,1345968000,1743000,None,29068000,-40509000,-9526000,8083000,-29442000,-30574000,-32426000,-1817000,-30983000,GVA
2023-12-31,USD,94311000,1881386000,996982000,839387000,20633000,81987000,None,117042000,6251000,-6563000,6251000,6563000,1887949000,3307000,None,27144000,34287000,8289000,6563000,21709000,25985000,40850000,63705000,25998000,GVA
2023-09-30,USD,166643000,2228763000,1029471000,950177000,73818000,74794000,None,77482000,4293000,-4877000,4293000,4877000,2233640000,-462000,None,23770000,80047000,22423000,4877000,57496000,57723000,84924000,106754000,57624000,GVA
2023-06-30,USD,103086000,1741921000,860029000,795466000,28860000,64563000,None,72619000,3232000,-4131000,6145000,4131000,1746052000,1225000,None,122085,-7976000,9024000,55183000,-23846000,-16858000,-3845000,58212000,-17000000,GVA
2023-03-31,USD,32359000,1119282000,616708000,527709000,-43249000,73122000,None,86962000,3762000,-2891000,3762000,2891000,1122173000,1950000,None,15877000,-32492000,-9469000,2891000,-25772000,-23158000,-29601000,-13724000,-23023000,GVA
2022-12-31,USD,96781000,789213000,794196000,692432000,16643000,80574000,None,96448000,3282000,-2621000,3282000,2621000,789213000,-5685000,None,16678000,27702000,5650000,2621000,96781000,22305000,30323000,47001000,22052000,GVA
2022-09-30,USD,115055000,2017093000,968186000,893855000,54699000,61795000,None,77798000,1894000,-2519000,2866000,2519000,2019612000,77000,None,16952000,61592000,-7710000,2519000,69289000,67449000,64111000,81063000,69302000,GVA
2022-06-30,USD,97566000,1532676000,755367000,751681000,29748000,60121000,None,65176000,782000,-3896000,3000,3899000,1536572000,-3261000,None,12399000,27349000,8668000,3896000,18681000,19496000,31248000,43647000,18681000,GVA
2022-03-31,USD,60092000,1092195000,570439000,593794000,-15709000,70120000,None,72296000,623000,-3575000,10000,3585000,1095770000,-1308000,None,14127000,-20381000,6352000,3575000,-26733000,-21801000,-16796000,-2669000,-26733000,GVA
2021-12-31,USD,62446000,683196000,253879000,743205000,-1883000,75615000,None,-115035000,441000,-4263000,457000,4720000,683196000,1368000,None,24741000,4432000,17645000,4263000,6814000,-13103000,9152000,33893000,-13213000,GVA
2021-09-30,USD,119935000,2119127000,1045041000,942194000,43732000,77603000,None,97688000,293000,-5131000,293000,5131000,2124258000,-106000,None,25244000,43947000,8904000,5131000,31023000,34326000,49078000,74322000,35043000,GVA
2021-06-30,USD,116946000,1922837000,946543000,736439000,34788000,58628000,None,67681000,188000,-5507000,-5000,5502000,1928344000,1800000,None,15210000,62171000,7710000,5507000,24859000,55425000,67673000,82883000,54461000,GVA
2021-03-31,USD,63318000,1336999000,704326000,512620000,-79513000,61161000,None,161177000,256000,-5381000,-9000,5372000,1342380000,226000,None,11955000,-87952000,-21757000,5381000,-63273000,-64876000,-82580000,-70625000,-66195000,GVA
2020-12-31,USD,93319000,830390000,1042946000,838923000,7977000,92156000,None,201963000,283000,-6298000,283000,6298000,830390000,4295000,None,25338000,12948000,4938000,6298000,4836000,8977000,19246000,44584000,8010000,GVA
2020-09-30,USD,113015000,2124019000,1154047000,939192000,-85801000,72889000,None,211798000,755000,-6359000,755000,6359000,2130378000,1967000,None,24692000,-79890000,11272000,6359000,39860000,-91364000,-73531000,-48839000,-91162000,GVA
2020-06-30,USD,81048000,1824993000,919110000,827428000,-2149000,78023000,None,90492000,767000,-6549000,767000,6549000,1831542000,3160000,None,26175000,1623000,-1782000,6549000,8023000,4143000,8172000,34347000,3405000,GVA
2020-03-31,USD,17271000,1267483000,714922000,612128000,-78372000,73216000,None,102171000,1291000,-4994000,1291000,4994000,1272477000,-5219000,None,25946000,-80080000,-14710000,4994000,-33437000,-69263000,-75086000,-49140000,-65370000,GVA
2019-12-31,USD,51224000,885587000,909462000,335527000,12232000,13570000,None,98712000,1176000,-5363000,-322000,5041000,885587000,2911000,None,123418,-20152000,-772000,5363000,71704000,-18717000,-15111000,332532,-19380000,GVA
2019-09-30,USD,122558000,2178482000,1072846000,989556000,53491000,73424000,None,69067000,1713000,-4839000,1713000,4839000,2183321000,-127000,None,44646,57648000,11747000,4839000,21913000,44790000,62487000,56822000,45901000,GVA
2019-06-30,USD,46758000,1579857000,921119000,819334000,-28482000,70998000,None,74240000,1728000,-4158000,1728000,4158000,1584015000,759000,None,40963,-30155000,-5913000,4158000,-93961000,-25358000,-25997000,-117321000,-24242000,GVA
2019-03-31,USD,1138000,1237488000,663801000,580675000,-78965000,80155000,None,82578000,2816000,-4014000,92000,4014000,1241502000,1762000,None,40374,-79820000,-17350000,4014000,-31081000,-34451000,-75806000,-5963000,-62470000,GVA
