fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,88381000,115177000,26796000,26796000,6242000,71795000,10344000,82139000,None,-471000,None,471000,-10000,52000,None,834000,5823000,-6508000,471000,12331000,12331000,6242000,7076000,12331000,ORGO
2024-06-30,USD,101036000,130234000,29198000,33605000,-13892000,76540000,15587000,114928000,None,-620000,None,620000,-87000,-28000,None,834000,-14540000,2503000,-405000,-17043000,-17043000,-13920000,-13086000,-17043000,ORGO
2024-03-31,USD,81280000,109976000,28696000,32357000,-3852000,72322000,12810000,85132000,None,-514000,None,514000,-347000,23000,3072000,1189000,-4343000,-2243000,514000,-2100000,-2100000,-3829000,-2640000,-2100000,ORGO
2023-12-31,USD,71882000,99651000,27769000,31870000,-1269000,61381000,11770000,73151000,None,-502000,None,502000,-131000,-25000,2982000,1516000,-1796000,-1228000,502000,-3640000,-3640000,-1294000,222000,-568000,ORGO
2023-09-30,USD,82742000,108531000,25789000,25789000,8050000,64222000,10470000,74692000,None,-444000,None,444000,-39000,31000,2544000,1230000,7637000,4470000,444000,3167000,3167000,8081000,9311000,3167000,ORGO
2023-06-30,USD,91000000,117316000,26316000,26316000,9745000,70317000,10938000,81255000,None,-594000,None,594000,-2000,28000,2228000,1229000,9179000,3863000,594000,5316000,5316000,9773000,11002000,5316000,ORGO
2023-03-31,USD,81035000,107642000,26607000,26607000,-4001000,73834000,11202000,85036000,None,-649000,None,649000,-63000,23000,2694000,1230000,-4627000,-1658000,649000,-2969000,-2969000,-3978000,-2748000,-2969000,ORGO
2022-12-31,USD,88406000,115516000,27110000,27110000,8718000,68293000,11395000,79688000,None,30000,30000,-30000,-70000,6000,1514000,1221000,8754000,1268000,-30000,7486000,7486000,8724000,9945000,7486000,ORGO
2022-09-30,USD,90682000,116859000,26177000,26177000,1779000,79328000,9575000,88903000,None,-572000,None,572000,-4216000,5000,1456000,1220000,1212000,997000,572000,215000,215000,1784000,3004000,215000,ORGO
2022-06-30,USD,94749000,121401000,26652000,26652000,11935000,72609000,10205000,82814000,None,-730000,None,730000,-196000,-21000,1528000,1221000,11184000,2440000,730000,8744000,8744000,11914000,13135000,8744000,ORGO
2022-03-31,USD,72037000,97117000,25080000,25080000,-128000,63578000,8587000,72165000,None,-737000,None,737000,0,-3000,1347000,1328000,-868000,45000,737000,87000,87000,-131000,1197000,-913000,ORGO
2021-12-31,USD,95261000,127858000,32597000,32597000,19751000,67250000,8260000,75510000,None,-853000,None,853000,-10000,-9000,1771000,1534000,18889000,-32106000,853000,51695000,51695000,19742000,21276000,50995000,ORGO
2021-09-30,USD,87586000,113753000,26167000,26167000,16264000,62369000,8953000,71322000,None,-1482000,None,1482000,-1883000,-19000,1937000,2033000,12880000,303000,3365000,12577000,12577000,14362000,16395000,12577000,ORGO
2021-06-30,USD,93256000,123196000,29940000,29940000,23587000,62349000,7320000,69669000,None,-2431000,None,2431000,0,18000,1063000,1547000,21174000,487000,2431000,20687000,20687000,23605000,25152000,20687000,ORGO
