fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,18988000,97863000,78875000,78875000,-22956000,10915000,1446000,41944000,None,-2198000,1948000,4146000,None,None,None,4211000,-25816000,-1361000,None,-24455000,None,-17676000,-13465000,-24344000,CSTE
2024-09-30,USD,21366000,107634000,86268000,86268000,-4074000,7891000,1192000,25440000,None,297000,297000,None,None,None,None,4285000,-3777000,451000,None,-4228000,None,-8843000,-4558000,-4222000,CSTE
2024-06-30,USD,27334000,119432000,92098000,92098000,-9253000,10012000,1100000,36587000,None,1848000,1848000,None,None,None,None,4310000,-7405000,1965000,None,-9370000,None,-6332000,-2022000,-9179000,CSTE
2024-03-31,USD,27334000,119432000,92098000,92098000,-6438000,10012000,1100000,33772000,None,706000,706000,None,None,None,None,4310000,-7405000,1965000,None,-4923000,None,-6438000,-2128000,-9179000,CSTE
2023-12-31,USD,28987000,118292000,89305000,89305000,-4873000,10305000,1212000,33860000,None,-8570000,None,3747000,None,None,None,4328000,-4897000,26000,None,-50888000,None,-4898000,-570000,-5087000,CSTE
2023-09-30,USD,23280000,128525000,105245000,105245000,-7901000,10168000,1249000,31181000,None,1292000,1292000,3747000,None,None,None,7296000,-36939000,13949000,None,-778000,None,-33192000,-25896000,-50521000,CSTE
2023-06-30,USD,27189000,142394000,115205000,115205000,-1987000,12144000,1242000,33784000,None,1188000,1188000,None,None,None,None,7472000,-695000,83000,None,-52723000,None,-5432000,2040000,-887000,CSTE
2023-03-31,USD,11868000,143679000,131811000,131811000,-46931000,13199000,1549000,34983000,None,2336000,2336000,5069000,None,None,None,7668000,-45743000,6980000,None,-3851000,None,701000,8369000,-52470000,CSTE
2022-12-31,USD,29602000,150633000,121031000,121031000,-7248000,13979000,1046000,36850000,None,-407000,None,5069000,None,None,None,7571000,-3582000,269000,None,-73888000,None,-8578000,-1007000,-3851000,CSTE
2022-09-30,USD,30931000,159369000,128438000,128438000,-4413000,11861000,1151000,35344000,None,-4307000,None,407000,None,None,None,9121000,-75587000,-1699000,None,-364000,None,-13534000,-4413000,-73888000,CSTE
2022-06-30,USD,41617000,180727000,139110000,139110000,4357000,13187000,853000,37861000,None,6445000,6445000,4307000,None,None,None,9200000,-1152000,-788000,None,11230000,None,4357000,13557000,-364000,CSTE
2022-03-31,USD,47525000,180272000,132747000,132747000,9024000,13761000,1190000,39835000,None,1348000,None,6445000,None,None,None,8823000,12801000,1571000,None,6656000,None,9024000,17847000,11147000,CSTE
2021-12-31,USD,43172000,170438000,127266000,127266000,5230000,12787000,904000,37066000,None,-7425000,None,2672000,None,None,None,9200000,8330000,1674000,None,-3303000,None,5230000,14430000,6228000,CSTE
2021-09-30,USD,39678000,171057000,131379000,131379000,3342000,13746000,1177000,37517000,None,-2403000,None,7425000,None,None,None,8916000,-4083000,-780000,None,5870000,None,-6755000,2161000,-2877000,CSTE
2021-06-30,USD,42734000,163341000,120607000,120607000,8876000,12162000,820000,34243000,None,-3095000,None,3095000,None,None,None,8802000,6473000,603000,None,1480000,None,8106000,16908000,5948000,CSTE
2021-03-31,USD,45784000,163462000,117678000,117678000,5173000,11794000,1114000,36502000,None,5333000,None,3095000,None,None,None,8781000,2078000,598000,None,13842000,None,13391000,22172000,1705000,CSTE
2020-12-31,USD,43302000,146032000,102730000,102730000,10038000,13143000,1105000,32524000,None,-8613000,None,2721000,None,None,None,8908000,15371000,1529000,None,-1981000,None,11518000,20426000,14190000,CSTE
2020-09-30,USD,38515000,136896000,98381000,98381000,8091000,9779000,1501000,29032000,None,52000,52000,2721000,None,None,None,8300000,-522000,1459000,None,12807000,None,2575000,10875000,-2385000,CSTE
2020-06-30,USD,38854000,123922000,85068000,85068000,15047000,8194000,930000,23355000,None,-2507000,None,2507000,None,None,None,7058000,15099000,2292000,None,-5882000,None,15951000,23009000,12807000,CSTE
2020-03-31,USD,20172000,99037000,78865000,78865000,-2904000,9241000,763000,21439000,None,869000,869000,2507000,None,None,None,6987000,-5411000,471000,None,2678000,None,-1267000,5720000,-5882000,CSTE
2019-12-31,USD,36401000,126557000,90156000,90156000,2287000,11867000,780000,31276000,None,3308000,622000,None,None,None,None,7115000,3156000,478000,None,-275000,None,7963000,15078000,2678000,CSTE
2019-09-30,USD,34983000,133867000,98884000,98884000,497000,9625000,962000,27285000,None,-4053000,4053000,4053000,None,None,None,6970000,1119000,1394000,None,7128000,None,7929000,14899000,-275000,CSTE
2019-06-30,USD,42624000,142839000,100215000,100215000,12939000,9451000,962000,27832000,None,-1825000,1825000,4053000,None,None,None,6755000,8886000,1758000,None,6414000,None,16645000,23400000,7128000,CSTE
2019-03-31,USD,39763000,141071000,101308000,101308000,10603000,10572000,1280000,27431000,None,-322000,322000,1825000,None,None,None,8099000,8778000,2364000,None,-405000,None,14061000,22160000,6414000,CSTE
2018-12-31,USD,31269000,128197000,96928000,96928000,644000,11033000,942000,29049000,None,None,None,2634000,None,None,None,6763000,322000,727000,None,1484000,None,3796000,10559000,-405000,CSTE
2018-09-30,USD,37070000,142881000,105811000,105811000,4035000,10409000,1131000,29133000,None,None,None,1551000,None,None,None,7053000,1938000,454000,None,10587000,None,4786000,11839000,1469000,CSTE
2018-06-30,USD,43771000,147689000,103918000,103918000,14030000,10466000,863000,29913000,None,None,None,531000,None,None,None,7156000,12479000,1892000,None,11041000,None,13686000,20842000,10636000,CSTE
2018-03-31,USD,48329000,149243000,100914000,100914000,13275000,11244000,885000,32378000,None,None,None,531000,None,None,None,7132000,12744000,1703000,None,1456000,None,18627000,25759000,11110000,CSTE
2017-12-31,USD,34244000,136058000,101814000,101814000,1427000,11204000,756000,30320000,None,None,None,2133000,None,None,None,7250000,1967000,511000,None,30937000,None,6421000,13671000,1593000,CSTE
2017-09-30,USD,46343000,148140000,101797000,101797000,-4912000,12610000,1251000,34276000,None,None,None,5174000,None,None,None,7509000,-5986000,35000,None,15544000,None,21537000,29046000,-6385000,CSTE
2017-06-30,USD,49718000,154682000,104964000,104964000,11004000,11288000,1099000,32987000,None,None,None,4705000,None,None,None,7476000,9410000,1968000,None,-30188000,None,22458000,29934000,6443000,CSTE
2017-03-31,USD,51921000,148914000,96993000,96993000,19314000,10706000,866000,31187000,None,None,None,1524000,None,None,None,7512000,17923000,3051000,None,11265000,None,22154000,29666000,14248000,CSTE
