fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,56188000,256566000,200378000,200378000,70334000,12333000,None,-14146000,None,7654000,8452000,798000,None,None,None,24446000,80506000,-994000,None,81500000,None,81304000,105750000,25242000,TK
2024-09-30,USD,71762000,272619000,200857000,200857000,57824000,13938000,None,13938000,None,9114000,9958000,844000,None,None,None,23445000,62563000,457000,None,62106000,None,63407000,86852000,20072000,TK
2024-06-30,USD,120232000,326139000,205907000,205907000,102243000,17989000,None,17989000,None,8770000,9773000,1003000,None,None,None,22373000,114039000,3789000,None,110250000,None,102243000,124616000,33820000,TK
2024-03-31,USD,145675000,365050000,219375000,219375000,128877000,16798000,None,16798000,None,4138000,9035000,4897000,None,None,None,23318000,144916000,-2847000,None,147763000,None,128877000,152195000,54636000,TK
2023-12-31,USD,114731000,339192000,224461000,224461000,102607000,12124000,None,12124000,None,2907000,7122000,4215000,None,None,None,24627000,117556000,2579000,None,114977000,None,98988000,123615000,35382000,TK
2023-09-30,USD,95078000,311682000,216604000,216604000,81254000,13824000,None,13824000,None,191000,857000,6461000,None,None,None,24565000,82016000,-2109000,None,84125000,None,88477000,113042000,26158000,TK
2023-06-30,USD,174151000,395400000,221249000,221249000,157667000,16426000,None,16426000,None,-1190000,477000,5956000,None,None,None,24384000,158144000,9736000,None,148408000,None,163611000,187995000,40338000,TK
2023-03-31,USD,196672000,418701000,222029000,222029000,179837000,15216000,None,15216000,None,-5789000,5588000,11377000,None,None,None,23975000,172514000,2601000,None,169913000,None,185608000,209583000,169913000,TK
2022-12-31,USD,165645000,393479000,227834000,227834000,148163000,13671000,None,13671000,None,-5846000,3557000,9762000,None,None,None,24459000,144946000,1121000,None,143825000,None,133479000,157938000,143825000,TK
2022-09-30,USD,77120000,303199000,226079000,226079000,83385000,13655000,None,13655000,None,-7650000,1753000,9403000,None,None,None,24251000,82373000,1517000,None,80856000,None,70158000,94409000,80856000,TK
2022-06-30,USD,41742000,280786000,239044000,239044000,26792000,14143000,None,14143000,None,-8690000,723000,9413000,None,None,None,25243000,17493000,-585000,None,18078000,None,27142000,52385000,18078000,TK
2022-03-31,USD,8527000,212720000,204193000,204193000,-20070000,16083000,None,16083000,None,-9705000,297000,10002000,None,None,None,25080000,-33123000,-30960000,None,-33123000,None,-20070000,5010000,-2163000,TK
2021-12-31,USD,-4285000,196493000,200778000,200778000,-27090000,17018000,None,17018000,None,-15350000,56000,15406000,None,None,None,-70585000,-59857000,-1560000,None,-58297000,None,30857000,-39728000,-17387000,TK
2021-09-30,USD,45066000,320353000,275287000,275287000,18985000,25384000,None,25384000,None,-45913000,1355000,47268000,None,None,None,58839000,10990000,1410000,None,9580000,None,58602000,117441000,-2913000,TK
2021-06-30,USD,49536000,325480000,275944000,275944000,-27120000,22920000,None,-10030000,None,-47358000,1336000,48694000,None,None,None,59244000,-57808000,-204000,None,-57604000,None,84374000,143618000,-1844000,TK
2021-03-31,USD,84712000,359081000,274369000,274369000,61327000,22367000,None,22367000,None,-46894000,2045000,48939000,None,None,None,58586000,60119000,-1385000,None,61504000,None,97032000,155618000,29951000,TK
2020-12-31,USD,75265000,362296000,287031000,287031000,25795000,19210000,None,19210000,None,-49236000,1471000,50707000,None,None,None,60926000,-26463000,18669000,None,-45132000,None,9530000,70456000,-19444000,TK
2020-09-30,USD,97869000,396517000,298648000,298648000,11384000,18073000,None,18073000,None,-51421000,34443000,53175000,None,None,None,64352000,-37686000,3702000,None,-41388000,None,91315000,155667000,-35407000,TK
2020-06-30,USD,187463000,482805000,295342000,295342000,148504000,23668000,None,23668000,None,-56931000,39780000,59245000,None,None,None,62936000,108325000,-17175000,None,125500000,None,201053000,263989000,21723000,TK
2020-03-31,USD,199224000,574054000,374830000,374830000,128896000,18277000,None,18277000,None,-59717000,72421000,62520000,None,None,None,72917000,55794000,3792000,None,52002000,None,230325000,303242000,-49805000,TK
2019-12-31,USD,187937000,562865000,374928000,374928000,177516000,17588000,None,17588000,None,-66079000,40308000,67476000,None,None,None,71083000,135228000,12731000,None,122497000,None,130583000,201666000,11343000,TK
2019-09-30,USD,65826000,420696000,354870000,354870000,-130389000,20016000,None,20016000,None,-66222000,41004000,67707000,None,None,None,73633000,-172817000,3091000,None,-175908000,None,67385000,141018000,-198178000,TK
