fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,260400000,642500000,590600000,382100000,54600000,203400000,None,262100000,None,-5100000,None,5100000,642500000,None,None,2600000,49500000,11200000,None,38300000,40500000,54600000,57200000,38300000,HNI
2024-09-30,USD,278800000,672200000,606000000,393400000,68900000,208400000,None,212600000,None,-7100000,None,7100000,672200000,None,None,2600000,61800000,14300000,None,47500000,46100000,68900000,71500000,47500000,HNI
2024-03-31,USD,232800000,588000000,560900000,355100000,29700000,203100000,None,205800000,None,-7600000,None,7600000,588000000,None,None,2600000,22000000,4300000,None,17700000,19000000,29700000,32300000,17700000,HNI
2023-12-31,USD,273100000,679800000,651800000,406700000,30700000,211000000,47200000,292300000,None,-8000000,None,7900000,679800000,None,None,2700000,22700000,0,None,22700000,20300000,30700000,33400000,22700000,HNI
2023-09-30,USD,285300000,711600000,657200000,426300000,56800000,223300000,None,230900000,None,-9400000,9400000,9400000,711600000,None,None,2300000,47400000,9600000,None,37800000,37500000,56800000,59100000,37800000,HNI
2023-06-30,USD,215500000,563500000,568900000,347900000,-3600000,211000000,None,221000000,None,-5500000,5500000,5500000,563500000,None,None,1900000,-9000000,3800000,None,-12800000,-12900000,-3600000,-1700000,-12800000,HNI
2023-03-31,USD,174300000,479100000,474200000,304800000,6400000,167900000,None,169400000,None,-2700000,2700000,2700000,479100000,None,None,1500000,3800000,2200000,None,1600000,1700000,6400000,7900000,1600000,HNI
2022-12-31,USD,207900000,568900000,547400000,361000000,23000000,179100000,47800000,234400000,None,-2300000,2300000,2300000,568900000,None,None,1600000,20600000,4300000,None,16300000,20400000,23000000,24600000,16300000,HNI
2022-09-30,USD,209500000,598800000,569100000,389300000,81900000,178200000,None,129200000,None,-2400000,2400000,2400000,598800000,None,None,1600000,79500000,16400000,None,63100000,59100000,81900000,83500000,63100000,HNI
2022-06-30,USD,220600000,621700000,593500000,401200000,29900000,189700000,None,192300000,None,-2100000,2100000,2100000,621700000,None,None,1600000,27800000,-2500000,None,30300000,29000000,29900000,31500000,30300000,HNI
2022-03-31,USD,196900000,572300000,553500000,375400000,20400000,176500000,None,178100000,None,-1986000,1986000,1986000,572300000,None,None,1600000,18500000,4300000,None,14200000,14100000,20400000,22000000,14200000,HNI
2021-12-31,USD,194200000,602900000,592600000,408700000,11900000,176000000,39400000,223300000,None,-1689000,1689000,1689000,602900000,None,None,1600000,10200000,2000000,None,8200000,10100000,11900000,13500000,8200000,HNI
2021-09-30,USD,195400000,586700000,562100000,391400000,26200000,169100000,None,170700000,None,-1853000,1853000,1853000,586700000,None,None,1600000,24400000,5200000,None,19200000,19300000,26200000,27800000,19200000,HNI
2021-06-30,USD,187900000,510500000,487400000,322600000,24700000,163200000,None,164800000,None,-1857000,1857000,1857000,510500000,None,None,1600000,22800000,5400000,None,17400000,17700000,24700000,26300000,17400000,HNI
2021-03-31,USD,179946000,484293000,463317000,304347000,22600000,157346000,None,158970000,None,-1755000,1755000,1755000,484293000,None,None,1624000,20846000,5827000,None,15018000,15050000,22600000,24224000,15019000,HNI
2020-12-31,USD,208630000,555149000,531779000,353446000,31524000,170967000,35318000,213608000,None,-1719000,1719000,1719000,562139000,None,None,1139000,29792000,7241000,None,22573000,23207000,31524000,32663000,22551000,HNI
2020-09-30,USD,185547000,507063000,469437000,321516000,38762000,146785000,None,147921000,None,-1517000,1517000,1517000,507063000,None,None,1136000,37246000,6558000,None,30687000,31684000,38762000,39898000,30688000,HNI
2020-06-30,USD,150905000,417456000,403766000,266551000,14842000,136063000,None,137215000,None,-1943000,1943000,1943000,417456000,None,None,1152000,12901000,345000,None,12554000,12562000,14842000,15994000,12556000,HNI
2020-03-31,USD,176018000,468704000,493955000,292686000,-23728000,167085000,None,201269000,None,-1811000,1811000,1811000,468704000,None,None,1523000,-25538000,-1643000,None,-23896000,-26652000,-23728000,-22205000,-23895000,HNI
2019-12-31,USD,233887000,607499000,553877000,382192000,63761000,168969000,34699000,206384000,None,-1833000,1833000,1833000,616079000,None,None,1559000,61928000,14333000,None,47595000,46572000,63761000,65320000,47595000,HNI
2019-09-30,USD,237671000,625434000,566301000,387715000,60656000,176731000,34699000,178586000,None,-2205000,2205000,2205000,625386000,None,None,1571000,58453000,12375000,None,46076000,44602000,60656000,62227000,46078000,HNI
2019-06-30,USD,192589000,523593000,504348000,333437000,23248000,168411000,34699000,170911000,282000,-2480000,282000,2762000,526026000,282000,None,1570000,20767000,4957000,2762000,15811000,14276000,23529000,25099000,15810000,HNI
2019-03-31,USD,169614000,477345000,477353000,309842000,3677000,165937000,34699000,167511000,356000,-2111000,356000,2467000,479456000,356000,None,1574000,1568000,546000,2467000,1020000,581000,4035000,5609000,1022000,HNI
2018-12-31,USD,223918000,595555000,555934000,374174000,43801000,166695000,33420000,213380000,297000,-2652000,-861000,1791000,598207000,297000,None,1643000,41729000,9366000,2370000,32362000,32959000,43520000,45163000,32363000,HNI
2018-09-30,USD,233331000,608598000,559136000,377789000,53626000,179577000,33420000,181347000,80000,-2522000,80000,2602000,611120000,80000,None,1642000,51104000,11197000,2602000,39907000,39190000,53706000,55348000,39907000,HNI
2018-06-30,USD,200870000,540985000,518196000,342744000,27060000,172973000,33420000,175452000,89000,-2629000,89000,2718000,543614000,89000,None,1642000,24432000,5835000,2718000,18596000,17782000,27150000,28792000,18597000,HNI
2018-03-31,USD,176919000,1007844000,503071000,328150000,3686000,171895000,33420000,174921000,113000,-2224000,113000,2337000,505112000,113000,None,1688000,1511000,-999000,2337000,2461000,3459000,3848000,5536000,2510000,HNI
2017-12-31,USD,204269000,582128000,586528000,380006000,-10612000,175934000,31846000,253488000,-170000,-2614000,-764000,1850000,584275000,-170000,None,-3503000,-13020000,-46859000,2147000,45300000,34495000,-11170000,-14673000,33839000,HNI
2017-09-30,USD,221244000,597620000,552945000,378211000,57719000,169547000,None,167929000,71000,-1764000,71000,1835000,599455000,71000,None,4404000,55895000,18624000,1835000,37331000,37636000,57730000,62134000,37271000,HNI
2017-06-30,USD,184752000,513463000,494584000,329733000,21649000,162684000,None,164851000,325000,-1022000,325000,1347000,514485000,325000,None,1748000,20619000,6771000,1347000,13856000,13588000,21966000,23714000,13848000,HNI
2017-03-31,USD,173723000,954288000,471507000,303944000,7934000,163666000,None,167563000,71000,-975000,71000,1046000,477667000,71000,None,1774000,7015000,2178000,1046000,4781000,5464000,8061000,9835000,4837000,HNI
2016-12-31,USD,218828000,580295000,-83747000,362457000,16484000,170824000,28089000,-395532000,84000,-990000,None,990000,None,84000,None,-1475000,15513000,4621000,990000,13657000,12876000,16503000,15028000,10892000,HNI
2016-09-30,USD,221554000,583538000,536204000,363075000,51660000,169495000,None,173129000,80000,-1091000,None,1091000,None,80000,None,3235000,50650000,16837000,1091000,33812000,34093000,51741000,54976000,33813000,HNI
2016-06-30,USD,208920000,535407000,493420000,327618000,46029000,162319000,None,165802000,63000,-1131000,None,1131000,None,63000,None,2911000,44929000,15900000,1131000,29100000,27267000,46060000,48971000,29029000,HNI
2016-03-31,USD,185711000,499163000,483918000,315326000,19519000,165106000,None,168592000,78000,-1874000,None,1874000,None,78000,None,2400000,17743000,5900000,1874000,11800000,11527000,19617000,22017000,11843000,HNI
2015-12-31,USD,225143000,595654000,-78471000,371723000,47763000,165772000,31100000,-419289000,77000,-1135000,77000,1212000,None,76000,None,-600000,46628000,14397000,1212000,32231000,33342000,47840000,47240000,32231000,HNI
2015-09-30,USD,231631000,614227000,554762000,384219000,61088000,170371000,None,170543000,110000,-1623000,110000,1733000,None,110000,None,2700000,59448000,18600000,1733000,40846000,39211000,61181000,63881000,40848000,HNI
2015-06-30,USD,206124000,566377000,528820000,362102000,39406000,167278000,None,166718000,119000,-1849000,119000,1968000,None,119000,None,2700000,37559000,13680000,1968000,23877000,24275000,39527000,42227000,23879000,HNI
2015-03-31,USD,184500000,521578000,508058000,338977000,15419000,168704000,None,169081000,90000,-1899000,90000,1989000,None,90000,None,2800000,13546000,5068000,1989000,8452000,8797000,15535000,18335000,8478000,HNI
2014-12-31,USD,227963000,644777000,622817000,418698000,24821000,182341000,29700000,203142000,92000,-1884000,92000,1976000,-9746000,92000,None,-300000,23041000,15959000,1976000,6978000,1169000,25017000,24717000,7082000,HNI
2014-09-30,USD,219932000,612719000,561961000,394758000,52729000,166216000,None,169174000,110000,-1861000,110000,1971000,-15000,110000,None,2400000,50960000,17372000,1971000,33496000,32763000,52931000,55331000,33588000,HNI
2014-06-30,USD,181133000,508302000,493580000,328010000,16909000,155288000,None,166411000,146000,-2041000,146000,2187000,1346000,146000,None,2500000,14908000,5203000,2187000,9665000,9656000,17095000,19595000,9705000,HNI
2014-03-31,USD,155172000,458399000,444811000,297029000,18390000,145210000,None,141584000,70000,-2132000,70000,2202000,8400000,70000,None,2600000,16338000,5242000,2202000,11016000,11544000,18540000,21140000,11096000,HNI
2013-12-31,USD,192981000,539734000,503616000,348282000,37647000,155237000,27300000,155334000,158000,-1529000,158000,1687000,0,158000,None,-300000,36136000,13376000,1687000,22742000,25057000,37823000,37523000,22760000,HNI
2013-09-30,USD,199871000,562880000,520591000,365835000,45115000,154641000,None,157582000,158000,-2668000,158000,2826000,0,158000,None,2600000,42492000,14398000,2826000,28049000,27507000,45318000,47918000,28094000,HNI
2013-06-30,USD,174658000,507973000,490543000,336040000,20155000,152078000,None,157228000,158000,-2567000,158000,2725000,-2460000,158000,None,2700000,17610000,6189000,2725000,11399000,9335000,20335000,23035000,11421000,HNI
