fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,1128000,32286000,31158000,None,-4142000,5270000,None,5121000,None,23551000,77771000,54220000,15936000,None,None,2430000,8329000,999000,None,7330000,-997000,-4142000,None,7330000,INBK
2024-09-30,USD,3752000,30404000,26652000,1895000,-1291000,5043000,None,5043000,None,21765000,74990000,53225000,12029000,None,None,2184000,7610000,620000,None,6990000,13251000,-1291000,9794000,6990000,INBK
2024-06-30,USD,2073000,28329000,26256000,None,-3318000,5391000,None,5391000,None,21327000,70961000,49634000,11033000,None,None,1980000,5993000,218000,None,5775000,5290000,-3318000,7973000,5775000,INBK
2024-03-31,USD,3162000,26633000,23471000,None,-1817000,4979000,None,4979000,None,20734000,68165000,5302000,8347000,None,None,1866000,5610000,429000,None,5181000,4454000,-1817000,7476000,5181000,INBK
2023-12-31,USD,-36000,23614000,23650000,None,-4786000,4750000,None,4750000,None,19807000,66272000,46465000,7401000,None,None,2729000,3558000,-585000,46465000,4143000,15965000,50023000,6287000,4143000,INBK
2023-09-30,USD,1233000,22839000,21606000,None,-2835000,4068000,None,4068000,None,17378000,63015000,45637000,7407000,None,None,101000,3083000,-326000,45637000,3409000,-4602000,48720000,3184000,3409000,INBK
2023-06-30,USD,1950000,22318000,20368000,None,-2647000,4597000,None,4597000,None,18145000,58122000,39977000,5871000,None,None,1860000,3648000,-234000,39977000,3882000,1949000,43625000,5508000,3882000,INBK
2023-03-31,USD,-14764000,15605000,30369000,None,-19970000,5206000,None,5206000,None,19574000,52033000,32459000,5446000,None,None,1058000,-5349000,-2332000,32459000,-3017000,-634000,27110000,-4291000,-3017000,INBK
2022-12-31,USD,4745000,25367000,20622000,None,-494000,5239000,None,5239000,None,21669000,45669000,24000000,5807000,None,None,1984000,6854000,503000,24000000,6351000,11858000,30854000,8838000,6351000,INBK
2022-09-30,USD,8531000,27418000,18887000,None,3409000,5122000,None,5122000,None,23994000,39099000,15105000,4316000,None,None,2141000,9423000,987000,15105000,8436000,43000,24528000,11564001,8436000,INBK
2022-06-30,USD,9639000,28809000,19170000,None,4613000,5026000,None,5026000,None,25680000,36106000,10426000,4314000,None,None,2276000,10824000,1279000,10426000,9545000,1656000,21250000,13100000,9545000,INBK
2022-03-31,USD,12208000,31779000,19571000,None,6538000,5670000,None,5670000,None,25750000,36034000,10284000,6820000,None,None,7721000,12999000,1790000,10284000,11209000,-613000,23283000,15327000,11209000,INBK
2021-12-31,USD,14720000,31437000,16717000,None,9949000,4771000,None,4771000,None,23505000,34192000,10687000,7694000,None,None,2126000,14482000,2004000,10687000,12478000,14607000,25169000,16608000,12478000,INBK
2021-09-30,USD,14339000,28761000,14422000,None,10731000,3608000,None,3608000,None,20919000,33034000,12115000,7813000,None,None,2611000,14310000,2220000,12115000,12090000,11833000,26425000,16921001,12090000,INBK
2021-06-30,USD,15452000,30548000,15096000,None,11533000,3919000,None,1396000,None,21607000,33377000,11770000,8962000,None,None,3755000,15473000,2377000,11770000,13096000,14105000,27243000,19228001,13096000,INBK
2021-03-31,USD,11031000,27624000,16593000,None,7302000,3729000,None,3729000,None,20525000,33280000,12755000,8375000,None,None,283000,12307000,1857000,12755000,10450000,13726000,25062000,12590001,10450000,INBK
2020-12-31,USD,11281000,28658000,17377000,None,11281000,3257000,None,3257000,None,18865000,33643000,14778000,12657000,None,None,2132000,14145000,3055000,14778000,11090000,12985000,28923000,16278000,11090000,INBK
2020-09-30,USD,7297000,26218000,18921000,None,4301000,2996000,None,2996000,None,16232000,32750000,16518000,12495000,None,None,1824000,9806000,1395000,16518000,8411000,10459000,26324000,11630001,8411000,INBK
2020-06-30,USD,1173000,16908000,15735000,None,-2111000,3284000,None,3284000,None,14426000,34222000,19796000,4973000,None,None,2231000,3664000,-268000,19796000,3932000,2660000,23460000,5895000,3932000,INBK
2020-03-31,USD,4821000,19768000,14947000,None,1269000,3552000,None,3552000,None,15018000,36244000,21226000,6211000,None,None,1644000,6282000,263000,21226000,6019000,344000,27508000,7926000,6019000,INBK
2019-12-31,USD,7230000,20311000,13081000,None,7230000,3519000,None,3519000,None,15374000,37877000,22503000,5405000,None,None,1824000,7698000,602000,22503000,7096000,9960000,30201000,9522000,7096000,INBK
2019-09-30,USD,3951000,17978000,14027000,None,830000,3121000,None,3121000,None,15244000,37694000,22450000,5558000,None,None,1200000,6775000,449000,22450000,6326000,4849000,29225000,7975000,6326000,INBK
2019-06-30,USD,5072000,18170000,13098000,None,1946000,3126000,None,3126000,None,16105000,36844000,20739000,3454000,None,None,1653000,6461000,340000,20739000,6121000,4711000,27200000,8114000,6121000,INBK
2019-03-31,USD,4937000,17331000,12394000,None,-4484000,9421000,None,9421000,None,16244000,34999000,18755000,2372000,None,None,2447000,6222000,526000,18755000,5696000,8069000,24977000,8669001,5696000,INBK
2018-12-31,USD,1755000,15981000,14226000,17915000,1755000,9470000,None,9470000,None,15421000,31849000,16428000,2047000,None,None,1405000,3242000,-334000,16428000,3576000,1482000,19670000,4647000,3576000,INBK
2018-09-30,USD,6143000,17076000,10933000,15141000,-2483000,8626000,None,8626000,None,15970000,30223000,14253000,1994000,None,None,1314000,7031000,743000,14253000,6288000,5919000,21284000,8345000,6288000,INBK
2018-06-30,USD,6122000,16971000,10849000,12622000,-2459000,8581000,None,8581000,None,15461000,27416000,11955000,2177000,None,None,1523000,6789000,781000,11955000,6008000,3204000,18744000,8312000,6008000,INBK
2018-03-31,USD,6040000,17107000,11067000,11414000,-2909000,8949000,None,8949000,None,15415000,25979000,10564000,2542000,None,None,1425000,6890000,862000,10564000,6028000,836000,17454000,8315001,6028000,INBK
2017-12-31,USD,5840000,16720000,10880000,10457000,5840000,8975000,None,8975000,None,15360000,24638000,9278000,2539000,None,None,1423000,7019000,3521000,9278000,3498000,3514000,16297000,8442000,3498000,INBK
2017-09-30,USD,5253000,15990000,10737000,9839000,-2909000,8162000,None,8162000,None,14191000,22694000,8503000,3135000,None,None,1408000,6589000,1694000,8503000,4895000,5651000,15092000,7997000,4895000,INBK
2017-06-30,USD,4143000,14388000,10245000,8323000,-3628000,7771000,None,7771000,None,12974000,19975000,7001000,2736000,None,None,1263000,5465000,1464000,7001000,4001000,6485000,12466000,6728000,4001000,INBK
2017-03-31,USD,2820000,12553000,9733000,6968000,-4774000,7594000,None,7596000,None,11457000,17390000,5933000,2131000,None,None,1205000,3855000,1023000,5933000,2832000,3825000,9788000,5060000,2832000,INBK
2016-12-31,USD,5125000,13539000,8414000,6116000,5125000,7637000,None,7641000,None,10904000,16764000,5860000,2891000,None,None,1232000,5381000,1671000,5860000,3710000,-6484000,11241000,6613001,3710000,INBK
2016-09-30,USD,2415000,13032000,10617000,7337000,-4759000,7174000,None,7169000,None,10338000,15471000,5133000,4898000,None,None,1099000,4619000,1521000,5133000,3098000,1617000,9752000,5718000,3098000,INBK
2016-06-30,USD,3331000,12130000,8799000,5589000,-3565000,6896000,None,6944000,None,9306000,13971000,4665000,3748000,None,None,893000,4255000,1421000,4665000,2834000,5243000,8920000,5148000,2834000,INBK
2016-03-31,USD,2784000,10735000,7951000,4498000,-3288000,6072000,None,6088000,None,9141000,12693000,3552000,2540000,None,None,575000,3730000,1298000,3552000,2432000,3639000,7282000,4305001,2432000,INBK
2015-12-31,USD,2727000,9965000,7238000,3772000,2727000,6084000,None,6044000,None,8568000,11594000,3026000,2143000,None,None,554000,3473000,1195000,3026000,2278000,1543000,6499000,4027000,2278000,INBK
2015-09-30,USD,3098000,9759000,6661000,3151000,-2360000,5458000,None,5485000,None,7839000,10536000,2697000,2374000,None,None,466000,3552000,1229000,2697000,2323000,3087000,6249000,4018000,2323000,INBK
2015-06-30,USD,3721000,9744000,6023000,2862000,-1888000,5609000,None,5642000,None,7572000,10130000,2558000,2476000,None,None,466000,3417000,1152000,2558000,2265000,635000,5975000,3883000,2265000,INBK
2015-03-31,USD,2781000,9480000,6699000,2855000,-2731000,5512000,None,5526000,None,6774000,9187000,2413000,3148000,None,None,456000,3223000,1160000,2413000,2063000,2590000,5636000,3679000,2063000,INBK
2014-12-31,USD,1820000,8086000,6266000,2635000,1820000,3970000,None,6107000,None,6375000,8623000,2248000,2098000,None,None,472000,2207000,742000,2248000,1465000,2212000,4455000,2679000,1465000,INBK
2014-09-30,USD,2109000,7782000,5673000,2162000,-2811000,3995000,None,7222000,None,5673000,7947000,2274000,1943000,None,None,428000,1943000,661000,2274000,1282000,313000,4217000,2371000,1282000,INBK
2014-06-30,USD,1706000,7193000,5487000,2166000,-2983000,3654000,None,6946000,None,5373000,7612000,2239000,1622000,None,None,546000,1508000,531000,2239000,977000,3031000,3747000,2054000,977000,INBK
2014-03-31,USD,1004000,6589000,5585000,2314000,-2564000,3674000,None,5748000,None,4866000,7033000,2167000,1511000,None,None,458000,792000,192000,2167000,600000,1005000,2959000,1250000,600000,INBK
2013-12-31,USD,440000,5917000,5477000,1000,4416000,3425000,None,-2169000,None,4964000,7106000,2142000,1170000,None,1771000,483000,657000,-9000,2142000,666000,-43000,2799000,1140000,666000,INBK
2013-09-30,USD,1067000,6150000,5083000,2030000,-3268000,3321000,None,6456000,None,4355000,6442000,2087000,1641000,None,218000,509000,913000,186000,2087000,727000,650000,3000000,1422000,727000,INBK
2013-06-30,USD,2401000,7950000,5549000,95000,-56000,3533000,None,3180000,None,4236000,6159000,1923000,3719000,None,177000,380000,2406000,694000,1923000,1712000,-1581000,4329000,2786000,1712000,INBK
2013-03-31,USD,1864000,6644000,4780000,2070000,-2189000,2965000,None,3242000,None,3893000,5829000,1936000,2971000,None,91000,885000,2183000,695000,1936000,1488000,1377000,4119000,3068000,1488000,INBK
2012-12-31,USD,7156000,7156000,2782000,2782000,2327000,600000,None,4829000,None,4089000,6127000,2038000,3811000,None,2633000,-1749000,2327000,773000,None,None,992000,4365000,578000,1554000,INBK
2012-09-30,USD,6356000,6356000,3144000,3144000,10465000,652000,None,4109000,None,3861000,6031000,2170000,3469000,None,80000,907000,2247000,621000,None,None,2425000,4417000,11372000,1626000,INBK
