fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,719000,246999000,246280000,223483000,13334000,21330000,None,23071000,None,-10874000,None,10874000,257873000,1767000,None,1467000,4428000,-766000,153000,5194000,26169000,13334000,14801000,5194000,PCH
2024-09-30,USD,-4242000,245158000,249400000,227556000,7172000,20403000,None,22182000,None,-9635000,None,9635000,254793000,1516000,None,1441000,-747000,-4056000,152000,3309000,-25634000,7172000,8613000,3309000,PCH
2024-06-30,USD,7465000,312041000,304576000,282473000,17446000,20752000,None,22037000,None,-8696000,None,8696000,320737000,-23000,None,1351000,8928000,-4750000,145000,13678000,17059000,17446000,18797000,13678000,PCH
2024-03-31,USD,-5742000,228414000,234156000,212160000,-4760000,20727000,None,21991000,None,282000,416000,134000,228132000,-145000,None,1269000,-4422000,-4117000,134000,-305000,15391000,-4760000,-3019000,-305000,PCH
2023-12-31,USD,-10150000,245507000,255657000,233862000,29000,20612000,None,22356000,None,-8435000,-8316000,119000,253942000,629000,None,1183000,-8006000,-7866000,119000,-140000,-23001000,29000,-6704000,-140000,PCH
2023-09-30,USD,10708000,257520000,246812000,226303000,36229000,19303000,None,20527000,None,-7971000,-7856000,115000,265491000,370000,None,1206000,28400000,4725000,115000,23675000,52007000,36229000,29721000,23675000,PCH
2023-06-30,USD,4488000,238467000,233979000,215063000,36319000,17585000,None,18937000,None,-7613000,-7500000,113000,246080000,258000,None,1331000,28735000,6429000,113000,22306000,39681000,36319000,30179000,22306000,PCH
2023-03-31,USD,13952000,257763000,243811000,224350000,13173000,18230000,None,19461000,None,-199000,-88000,111000,257962000,10000,None,1231000,12756000,-3504000,111000,16260000,-1206000,13173000,14098000,16260000,PCH
2022-12-31,USD,1741000,244194000,242453000,214765000,10585000,20922000,None,27827000,None,-8807000,-8693000,114000,253001000,-66000,None,1216000,-880000,-4723000,114000,3843000,16894000,10585000,450000,3843000,PCH
2022-09-30,USD,57499000,298390000,240891000,220876000,65845000,18878000,None,20038000,None,-8280000,-8190000,90000,306670000,-1000,None,1137000,55756000,9801000,90000,45955000,79594000,65845000,56983000,45955000,PCH
2022-06-30,USD,139450000,352191000,212741000,191334000,157719000,20412000,None,21394000,None,-7419000,-7350000,69000,359610000,0,None,995000,148491000,28269000,69000,120222000,163666000,157719000,149555000,120222000,PCH
2022-03-31,USD,211383000,408453000,197070000,179847000,214933000,16294000,None,17226000,None,-2894000,-2827000,67000,411347000,0,None,929000,195945000,32065000,67000,163880000,214636000,214933000,196941000,163880000,PCH
2021-12-31,USD,41870000,239545000,197675000,178163000,50560000,18650000,None,19512000,None,-8861000,-8796000,65000,248406000,0,None,862000,38428000,-754000,65000,39182000,68709000,50560000,39355000,39182000,PCH
2021-09-30,USD,67695000,277550000,209855000,190602000,82610000,18512000,None,20392000,None,-8641000,-8581000,60000,286191000,0,None,741000,70698000,5031000,60000,65667000,75149000,82610000,71499000,65667000,PCH
