fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,26987000,36325000,9338000,9338000,-13345000,31152000,9180000,40332000,1352000,985000,991000,6000,36129000,-19000,1000000,100000,-11223000,183000,6000,-11406000,-10203000,-13345000,-13245000,-11406000,ONTF
2024-06-30,USD,27811000,37349000,9538000,9716000,-13059000,31789000,9081000,40870000,1428000,929000,939000,10000,37283000,4000,1100000,200000,-10764000,411000,10000,-11175000,-11254000,-13059000,-12859000,-11175000,ONTF
2024-03-31,USD,27945000,37727000,9782000,9716000,-12474000,31310000,9109000,40419000,1507000,-11000,855000,11000,37640000,2000,1100000,100000,-10208000,495000,11000,-10703000,-11399000,-10197000,-10097000,-10703000,ONTF
2023-12-31,USD,29327000,39337000,10010000,10062000,-12222000,32186000,9363000,41549000,-1328000,-13000,722000,13000,39573000,-1000,1200000,747000,-9415000,460000,13000,-9875000,-9288000,-9402000,-8655000,-9875000,ONTF
2023-09-30,USD,28375000,39222000,10847000,10847000,-14065000,32710000,9730000,42440000,2836000,-18000,694000,18000,39103000,1000,1100000,100000,-11365000,109000,18000,-11474000,-11356000,-11347000,-11247000,-11474000,ONTF
2023-06-30,USD,29886000,42086000,12200000,12200000,-15777000,34733000,10930000,45663000,3424000,-33000,1539000,33000,41860000,-5000,1200000,200000,-12617000,230000,33000,-12847000,-13214000,-12584000,-12384000,-12847000,ONTF
2023-03-31,USD,29857000,43063000,13206000,13206000,-19937000,38695000,11099000,49794000,2784000,-29000,958000,29000,42798000,53000,1300000,100000,-17394000,196000,29000,-17590000,-16621000,-17365000,-17265000,-17590000,ONTF
2022-12-31,USD,33329000,46567000,13238000,13238000,-13630000,35773000,11186000,46959000,1803000,-36000,None,36000,46979000,116000,1300000,537000,-11335000,795000,36000,-12130000,-11097000,-11299000,-10762000,-12130000,ONTF
2022-09-30,USD,34273000,47575000,13302000,13302000,-14768000,37717000,11324000,49041000,924000,-42000,477000,42000,47020000,94000,1300000,638000,-14347000,40000,42000,-14387000,-14134000,-14305000,-13667000,-14387000,ONTF
2022-06-30,USD,34937000,48238000,13301000,13301000,-16019000,40008000,10948000,50956000,302000,-49000,None,49000,48238000,36000,1200000,538000,-16171000,41000,49000,-16212000,-16765000,-16122000,-15584000,-16212000,ONTF
2022-03-31,USD,35548000,48492000,12944000,12944000,-15166000,40070000,10644000,50714000,127000,-54000,None,54000,48492000,22000,1200000,438000,-15397000,82000,54000,-15479000,-16849000,-15343000,-14905000,-15479000,ONTF
2021-12-31,USD,39303000,52034000,12731000,12731000,-9613000,39303000,9613000,48916000,99000,-62000,None,62000,52034000,9000,1200000,1169000,-9729000,-220000,62000,-9509000,-9959000,-9667000,-8498000,-9509000,ONTF
2021-09-30,USD,37295000,49362000,12067000,12067000,-9261000,37442000,9114000,46556000,50000,-65000,None,65000,49362000,4000,1100000,1129000,-9432000,-32000,65000,-9400000,-9369000,-9367000,-8238000,-9400000,ONTF
2021-06-30,USD,40245000,52118000,11873000,11873000,-2482000,34565000,8162000,42727000,None,-106000,None,106000,52118000,-211000,1100000,1134000,-2799000,-282000,106000,-2517000,-2421000,-2693000,-1559000,-2517000,ONTF
2021-03-31,USD,39405000,50099000,10694000,10694000,-2234000,33693000,7946000,41639000,None,-231000,None,231000,50099000,-116000,None,1160000,-2581000,249000,231000,-2830000,-2836000,-2350000,-1190000,-2830000,ONTF
2020-12-31,USD,43239000,53286000,10047000,10047000,9613000,7478000,6003000,33626000,None,-236000,None,236000,None,292000,None,1044000,9679000,174000,None,9505000,9413000,9915000,10959000,9505000,ONTF
2020-09-30,USD,33969000,42589000,8620000,8620000,6841000,6712000,4660000,27128000,None,-228000,None,228000,None,23000,None,741000,6636000,31000,None,6605000,6739000,6864000,7605000,6605000,ONTF
2020-06-30,USD,28358000,36320000,7962000,7962000,6910000,4206000,4513000,21448000,None,-193000,None,193000,None,22000,None,642000,6739000,37000,None,6702000,6700000,6932000,7574000,6702000,ONTF
2020-03-31,USD,18040000,24746000,6706000,6706000,-1521000,3452000,4099000,19561000,None,-212000,None,212000,None,-271000,None,547000,-2004000,55000,None,-2059000,-2003000,-1792000,-1245000,-2059000,ONTF
