fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,1032602000,1162135000,129533000,None,-31335000,73079000,None,126122000,928000,None,None,None,5309978000,-1333000,None,52994000,-49655000,1927000,17725000,-51392000,-54115000,-31335000,21659000,-51582000,PTEN
2024-09-30,USD,1139727000,1357222000,217495000,None,-990629000,65696000,None,218216000,745000,None,None,None,-733000,-716000,None,31100000,-1009017000,-30256000,17990000,-978334000,-978164000,-990629000,-959529000,-978761000,PTEN
2024-06-30,USD,1242071000,1348194000,106123000,None,45228000,64578000,None,105850000,1867000,None,None,None,4021000,224000,None,30900000,28862000,17785000,17913000,11621000,10950000,45228000,76128000,11077000,PTEN
2024-03-31,USD,1402643000,1510360000,107717000,None,86999000,64984000,None,110280000,2189000,-18335000,None,18335000,2668000,850000,None,30500000,71232000,19997000,18335000,51706000,50242000,89567000,120067000,51235000,PTEN
2023-12-31,USD,1451528000,1584317000,116333000,None,111705000,61037000,None,114950000,1539000,-18681000,None,18681000,1586542000,-1293000,None,35347000,93282000,31332000,18681000,61938000,63078000,111963000,147310000,61950000,PTEN
2023-09-30,USD,868824000,1011452000,127003000,None,9704000,45102000,None,127003000,2131000,-15625000,None,15625000,1011452000,-618000,None,11713000,-4080000,-4130000,15625000,-278000,-606000,11545000,23258000,50000,PTEN
2023-06-30,USD,707950000,758885000,41197000,None,104582000,33257000,None,41197000,1212000,-9738000,None,9738000,758885000,2323000,None,0,98379000,13765000,9738000,84614000,84614000,108117000,108117000,84614000,PTEN
2023-03-31,USD,752916000,791802000,30634000,None,125963000,30566000,None,31172000,1240000,-8826000,None,8826000,792376000,1486000,None,800000,119863000,20185000,7714000,99678000,99678000,128689000,129489000,99678000,PTEN
2022-12-31,USD,747177000,781935000,34758000,None,116805000,34577000,None,33241000,273000,-8058000,None,8058000,789993000,-629000,None,300000,108391000,8294000,8058000,100097000,100097000,116449000,116749000,100097000,PTEN
2022-09-30,USD,687732000,716528000,28796000,None,76345000,28472000,None,28796000,58000,-10975000,None,10975000,727503000,-1774000,None,300000,63654000,2202000,10975000,61452000,61452000,74629000,74929000,61452000,PTEN
2022-06-30,USD,584919000,611580000,26661000,None,36762000,26079000,None,26661000,14000,-10658000,None,10658000,622238000,-2452000,None,400000,23666000,1780000,10658000,21886000,15856000,34324000,34724000,21886000,PTEN
2022-03-31,USD,470182000,499923000,29741000,None,-18881000,27461000,None,28628000,15000,-10565000,None,10565000,510488000,1582000,None,300000,-27849000,928000,10565000,-28777000,-28662000,-17284000,-16984000,-28777000,PTEN
2021-12-31,USD,386201000,451742000,65541000,None,-360804000,24206000,None,64210000,26000,-10582000,None,10582000,462324000,-1115000,None,14600000,-369941000,-8116000,10582000,-364359000,-361763000,-359359000,-344759000,-361825000,PTEN
2021-09-30,USD,321121000,347202000,26081000,None,-90009000,22063000,None,26081000,37000,-10683000,None,10683000,357885000,14000,None,3100000,-100641000,-17643000,10683000,-82998000,-83230000,-89958000,-86858000,-82998000,PTEN
2021-06-30,USD,253267000,281070000,27803000,None,-109410000,23555000,None,27803000,20000,-10704000,None,10704000,291774000,812000,None,3100000,-119282000,-15973000,10704000,-103309000,-103054000,-108578000,-105478000,-103309000,PTEN
2021-03-31,USD,205955000,231760000,25805000,None,-117527000,22558000,None,24965000,139000,-10009000,None,10009000,241769000,14000,None,3100000,-127383000,-20970000,10009000,-106413000,-105995000,-117374000,-114274000,-106413000,PTEN
2020-12-31,USD,220801000,220801000,35548000,None,-124198000,20919000,None,35826000,25000,-7274000,None,7274000,220801000,74000,None,3400000,-131373000,-24846000,3678000,-106527000,-106120000,-124099000,-120699000,-106527000,PTEN
2020-09-30,USD,168198000,195853000,27655000,None,-114566000,22355000,None,27655000,238000,-11288000,None,11288000,207141000,512000,None,5300000,-125104000,-12993000,11288000,-112111000,-111893000,-113816000,-108516000,-112111000,PTEN
2020-06-30,USD,210105000,239396000,29291000,None,-159084000,23991000,None,33842000,334000,-10984000,None,10984000,250380000,85000,None,5300000,-169649000,-19317000,10984000,-150332000,-149637000,-158665000,-153365000,-150332000,PTEN
2020-03-31,USD,5062000,435942000,430880000,None,-494410000,30346000,None,430696000,657000,-11224000,None,11224000,447166000,85000,None,5300000,-504892000,-70170000,11224000,-434722000,-436108000,-493668000,-488368000,-434722000,PTEN
2019-12-31,USD,492297000,492297000,39348000,None,-82763000,31833000,None,38686000,1532000,-28183000,None,28183000,492297000,61000,None,5300000,-109353000,-23430000,43959000,-85923000,-85578000,-81170000,-75870000,-85923000,PTEN
2019-09-30,USD,520382000,577713000,57331000,None,-307305000,34231000,None,57331000,1693000,-20739000,None,20739000,598452000,119000,None,5300000,-326232000,-64513000,20739000,-261719000,-260865000,-305493000,-300193000,-261719000,PTEN
2019-06-30,USD,623873000,662467000,38594000,None,-48125000,34894000,None,42188000,1756000,-13298000,None,13298000,675765000,92000,None,3700000,-59575000,-10128000,13298000,-49447000,-48599000,-46277000,-42577000,-49447000,PTEN
2019-03-31,USD,661456000,697732000,36276000,None,-23383000,32555000,None,29731000,1032000,-12984000,None,12984000,710716000,117000,None,3700000,-35218000,-6604000,12984000,-28614000,-27670000,-22234000,-18534000,-28614000,PTEN
2018-12-31,USD,795937000,795937000,248046000,None,-210790000,32771000,None,240274000,997000,-12910000,None,12910000,795937000,84000,None,3800000,-222619000,-21370000,12910000,-210790000,-203590000,-209709000,-205909000,-201249000,PTEN
2018-09-30,USD,818082000,855102000,37020000,None,-80281000,32820000,None,37020000,817000,-12376000,None,12376000,867478000,281000,None,4200000,-91559000,-16517000,12376000,-75042000,-73522000,-79183000,-74983000,-75042000,PTEN
2018-06-30,USD,800437000,841751000,41314000,None,-9004000,35663000,None,41314000,2360000,-12667000,None,12667000,854418000,216000,None,4900000,-19095000,-8382000,12667000,-10713000,-12243000,-6428000,-1528000,-10713000,PTEN
2018-03-31,USD,765643000,805949000,40306000,None,-22102000,32817000,None,47641000,1423000,-13625000,None,13625000,10410000,169000,None,5400000,-34135000,282000,13625000,-34417000,-36401000,-20510000,-15110000,-34417000,PTEN
