fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,245000000,3562000000,3317000000,3317000000,-265000000,124000000,None,510000000,None,-50000000,-13000000,37000000,3576000000,None,72000000,12000000,43000000,-36000000,37000000,100000000,255000000,80000000,92000000,79000000,ADNT
2024-06-30,USD,207000000,3716000000,3509000000,3499000000,86000000,121000000,None,121000000,None,-48000000,4000000,52000000,3713000000,None,71000000,12000000,29000000,40000000,52000000,5000000,-78000000,81000000,93000000,-11000000,ADNT
2024-03-31,USD,230000000,3750000000,3520000000,3504000000,115000000,115000000,None,115000000,None,-47000000,4000000,51000000,3740000000,None,70000000,12000000,-62000000,8000000,51000000,-49000000,-168000000,-11000000,1000000,-70000000,ADNT
2023-12-31,USD,246000000,3660000000,3414000000,3414000000,88000000,147000000,None,158000000,None,-44000000,16000000,60000000,3670000000,None,72000000,11000000,40000000,20000000,60000000,45000000,158000000,100000000,111000000,20000000,ADNT
2023-09-30,USD,250000000,3729000000,3479000000,3479000000,-259000000,127000000,362000000,509000000,None,-46000000,-9000000,37000000,3730000000,None,76000000,12000000,51000000,-84000000,37000000,157000000,47000000,88000000,100000000,135000000,ADNT
2023-06-30,USD,302000000,4055000000,3753000000,3753000000,154000000,148000000,None,148000000,None,-49000000,5000000,54000000,4050000000,25000000,74000000,13000000,101000000,28000000,54000000,95000000,6000000,155000000,168000000,73000000,ADNT
2023-03-31,USD,250000000,3912000000,3662000000,3662000000,109000000,141000000,None,141000000,None,-59000000,-4000000,55000000,3906000000,4000000,71000000,13000000,10000000,25000000,62000000,10000000,28000000,65000000,78000000,-15000000,ADNT
2022-12-31,USD,231000000,3699000000,3468000000,3468000000,81000000,138000000,None,150000000,None,-41000000,-21000000,20000000,3711000000,28000000,69000000,12000000,43000000,31000000,20000000,33000000,127000000,63000000,75000000,12000000,ADNT
2022-09-30,USD,283000000,3650000000,3367000000,3367000000,-199000000,159000000,322000000,482000000,None,-43000000,23000000,66000000,3690000000,19000000,75000000,12000000,74000000,29000000,32000000,70000000,-58000000,140000000,152000000,45000000,ADNT
2022-06-30,USD,173000000,3485000000,3312000000,3312000000,31000000,142000000,None,142000000,None,-39000000,3000000,42000000,3478000000,16000000,72000000,14000000,-10000000,20000000,42000000,-20000000,-172000000,32000000,46000000,-30000000,ADNT
2022-03-31,USD,178000000,3506000000,3328000000,3328000000,43000000,135000000,None,135000000,None,-83000000,-33000000,50000000,3468000000,7000000,76000000,13000000,-57000000,24000000,84000000,-60000000,-69000000,-7000000,6000000,-81000000,ADNT
2021-12-31,USD,173000000,3480000000,3307000000,3307000000,-9000000,162000000,None,182000000,None,-50000000,-9000000,41000000,3466000000,33000000,75000000,13000000,-33000000,21000000,41000000,-30000000,-39000000,8000000,21000000,-54000000,ADNT
2021-09-30,USD,37000000,2771000000,2734000000,2734000000,-402000000,104000000,316000000,465000000,None,-55000000,-15000000,40000000,2714000000,1238000000,75000000,16000000,1119000000,159000000,-10000000,972000000,911000000,1159000000,1175000000,960000000,ADNT
2021-06-30,USD,150000000,3242000000,3092000000,3092000000,14000000,136000000,None,136000000,None,-87000000,-27000000,60000000,3247000000,38000000,71000000,10000000,-61000000,10000000,64000000,-49000000,-30000000,-1000000,9000000,-71000000,ADNT
2021-03-31,USD,298000000,3819000000,3521000000,3521000000,150000000,148000000,None,148000000,None,-110000000,-43000000,67000000,3805000000,85000000,69000000,9000000,97000000,28000000,112000000,94000000,32000000,164000000,173000000,69000000,ADNT
2020-12-31,USD,341000000,3848000000,3507000000,3507000000,176000000,149000000,None,165000000,None,-59000000,3000000,62000000,3850000000,97000000,70000000,10000000,202000000,52000000,62000000,173000000,233000000,264000000,274000000,150000000,ADNT
2020-09-30,USD,245000000,3597000000,3352000000,3352000000,-42000000,151000000,370000000,21000000,None,-64000000,-26000000,38000000,3579000000,91000000,81000000,10000000,-54000000,-18000000,35000000,-42000000,-43000000,-16000000,-6000000,-36000000,ADNT
2020-06-30,USD,-153000000,1626000000,1779000000,1779000000,-274000000,115000000,None,121000000,None,-58000000,3000000,61000000,1629000000,48000000,67000000,8000000,-320000000,5000000,61000000,-331000000,-293000000,-259000000,-251000000,-325000000,ADNT
2020-03-31,USD,237000000,3511000000,3274000000,3274000000,110000000,127000000,None,127000000,None,-50000000,2000000,52000000,3514000000,8000000,72000000,10000000,-3000000,16000000,52000000,2000000,-205000000,49000000,59000000,-19000000,ADNT
2019-12-31,USD,263000000,3936000000,3673000000,3673000000,-127000000,165000000,None,415000000,None,-48000000,4000000,52000000,3910000000,-138000000,75000000,9000000,-113000000,54000000,52000000,-142000000,-102000000,-61000000,-52000000,-167000000,ADNT
2019-09-30,USD,213000000,3921000000,3708000000,3708000000,-24000000,160000000,454000000,12000000,None,-47000000,-54000000,-7000000,3914000000,None,73000000,9000000,-6000000,-2000000,-7000000,-24000000,-74000000,-13000000,-4000000,-4000000,ADNT
2019-06-30,USD,211000000,4219000000,4008000000,4008000000,44000000,165000000,None,167000000,None,-60000000,4000000,64000000,4217000000,64000000,68000000,11000000,17000000,338000000,64000000,-308000000,-341000000,81000000,92000000,-321000000,ADNT
2019-03-31,USD,197000000,4228000000,4031000000,4031000000,-336000000,168000000,None,533000000,None,-40000000,2000000,42000000,4231000000,62000000,72000000,10000000,-85000000,64000000,42000000,-126000000,-110000000,-43000000,-33000000,-149000000,ADNT
2018-12-31,USD,180000000,4158000000,3978000000,3978000000,-8000000,178000000,None,188000000,None,-35000000,4000000,39000000,4142000000,83000000,65000000,10000000,-7000000,10000000,39000000,11000000,-4000000,32000000,42000000,-17000000,ADNT
2018-09-30,USD,176000000,4145000000,3969000000,3966000000,-1574000000,155000000,513000000,787000000,None,-35000000,-8000000,27000000,-5000000,-281000000,100000000,11000000,-1099000000,256000000,27000000,-1650000000,-1439000000,-1072000000,-1061000000,-1355000000,ADNT
2018-06-30,USD,245000000,4494000000,4249000000,4248000000,69000000,186000000,513000000,177000000,None,-39000000,3000000,42000000,-7000000,87000000,103000000,12000000,41000000,-13000000,42000000,73000000,-199000000,83000000,95000000,54000000,ADNT
2018-03-31,USD,282000000,4596000000,4314000000,4312000000,96000000,193000000,513000000,188000000,None,-37000000,1000000,38000000,-12000000,85000000,101000000,12000000,-196000000,-28000000,38000000,-143000000,-26000000,-158000000,-146000000,-168000000,ADNT
2017-12-31,USD,201000000,4204000000,4003000000,4002000000,-6000000,196000000,513000000,208000000,None,-33000000,3000000,36000000,4198000000,96000000,96000000,12000000,49000000,265000000,36000000,-196000000,-155000000,85000000,97000000,-216000000,ADNT
