fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,-3963000000,5283000000,9246000000,None,-7654000000,243000000,None,3691000000,349000000,None,None,141000000,-1758000000,None,None,None,1548000000,62000000,141000000,1662000000,-535000000,1689000000,None,1486000000,APO
2024-09-30,USD,7623000000,7773000000,150000000,None,1807000000,136000000,None,5816000000,340000000,None,None,120000000,2980000000,None,None,None,1128000000,317000000,120000000,1769000000,3158000000,1248000000,None,811000000,APO
2024-06-30,USD,5775000000,6018000000,243000000,None,1191000000,153000000,None,4584000000,254000000,None,None,119000000,-496000000,None,None,None,1114000000,261000000,119000000,1177000000,673000000,1233000000,None,853000000,APO
2024-03-31,USD,5066000000,7040000000,1974000000,None,175000000,189000000,None,4891000000,416000000,-94000000,None,94000000,-362000000,None,None,None,1849000000,422000000,94000000,1765000000,1362000000,1943000000,None,1427000000,APO
2023-12-31,USD,-19938000000,11046000000,30984000000,None,-29113000000,578000000,None,9175000000,182000000,-79000000,None,79000000,6246000000,None,None,None,1136000000,-1620000000,79000000,3581000000,5276000000,1215000000,None,2756000000,APO
2023-09-30,USD,2393000000,2595000000,202000000,None,642000000,142000000,None,1751000000,319000000,-66000000,None,66000000,-1858000000,None,None,None,925000000,243000000,66000000,640000000,-1024000000,991000000,None,682000000,APO
2023-06-30,USD,13452000000,13702000000,250000000,None,621000000,139000000,None,12831000000,165000000,-62000000,None,62000000,-624000000,None,None,None,800000000,201000000,62000000,750000000,369000000,862000000,None,599000000,APO
2023-03-31,USD,4278000000,5301000000,1023000000,None,704000000,140000000,None,3574000000,474000000,-61000000,None,61000000,876000000,None,None,None,1263000000,253000000,61000000,1538000000,2183000000,1324000000,None,1010000000,APO
2022-12-31,USD,-20073100000,4841000000,24915100000,None,-23786100000,127100000,None,3653000000,496000000,163000000,None,-163000000,12471000000,None,None,None,-719000000,-107000000,-163000000,960000000,-4462000000,-882000000,None,640000000,APO
2022-09-30,USD,3031200000,2979000000,-52200000,None,-1403800000,118800000,None,4021000000,13000000,-55000000,None,55000000,-2940000000,None,None,None,-659000000,-96000000,55000000,-1174000000,-3338000000,-604000000,None,-563000000,APO
2022-06-30,USD,1974000000,2286000000,298000000,None,-3967000000,126000000,None,5453000000,319000000,-54000000,None,54000000,-4706000000,None,None,None,-2432000000,-381000000,54000000,-3002000000,-5018000000,-2378000000,None,-2051000000,APO
2022-03-31,USD,390000000,862000000,485000000,None,-3001000000,168000000,None,2784000000,478000000,-56000000,None,56000000,-3390000000,None,None,None,-1355000000,-485000000,56000000,-1530000000,-2716000000,-1299000000,None,-870000000,APO
2021-12-31,USD,None,1195000000,None,None,None,None,None,1696000000,574000000,None,None,None,None,None,None,None,340000000,96000000,None,None,242000000,None,None,244000000,APO
2021-09-30,USD,None,1078000000,None,None,None,None,None,648000000,1373000000,None,None,None,None,None,None,None,359000000,101000000,None,None,258000000,None,None,258000000,APO
2021-06-30,USD,None,1383000000,None,None,None,None,None,747000000,248000000,None,None,None,None,None,None,None,852000000,194000000,None,None,658000000,None,None,658000000,APO
2021-03-31,USD,None,2295000000,None,None,None,None,None,1022000000,1504000000,None,None,None,None,None,None,None,882000000,203000000,None,None,678000000,None,None,679000000,APO
