fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,118187000,93958000,86607000,12192000,2652000,72462000,None,115535000,None,None,None,None,93911000,-44449000,None,1500000,-42328000,8321000,4125000,-50118000,-8130000,2652000,4152000,-50649000,GRPN
2024-09-30,USD,102895000,114479000,85207000,11584000,-5586000,71327000,None,108481000,None,None,None,None,114479000,22429000,None,1400000,16249000,2321000,2111000,14522000,-9164000,-5586000,-4186000,13928000,GRPN
2024-03-31,USD,110557000,111278000,88405000,12527000,7370000,74282000,None,103187000,None,-2009000,None,2009000,113287000,-12682000,None,1500000,-6077000,6194000,2009000,-11506000,81000,-4068000,-2568000,-12271000,GRPN
2023-12-31,USD,122310000,156619000,87271000,15406000,17653000,72492000,None,104657000,None,-1769000,None,1769000,152349000,16086000,None,1700000,32952000,5250000,1769000,26013000,8075000,34721000,36421000,27702000,GRPN
2023-09-30,USD,110678000,123640000,99840000,15796000,-464000,80016000,None,111142000,None,-2834000,None,2834000,126474000,-39525000,None,1800000,-40541000,817000,2834000,-40806000,-30217000,-37707000,-35907000,-41358000,GRPN
2023-06-30,USD,112965000,123615000,113818000,16144000,-4876000,96263000,None,117841000,None,-5494000,None,5494000,129109000,-4805000,None,2100000,-10284000,2323000,5494000,-12004000,-6862000,-4790000,-2690000,-12607000,GRPN
2023-03-31,USD,104711000,120077000,129628000,16900000,-30565000,101634000,None,135276000,None,-5621000,None,5621000,125698000,3070000,None,2300000,-28029000,1118000,5621000,-28613000,-34995000,-22408000,-20108000,-29147000,GRPN
2022-12-31,USD,129129000,136643000,146029000,19030000,-32826000,111774000,None,161955000,None,-4531000,None,4531000,137225000,25606000,None,2400000,-8292000,47015000,4531000,-57464000,-94022000,-3761000,-1361000,-55307000,GRPN
2022-09-30,USD,125722000,140630000,142380000,18668000,-36330000,119243000,None,162052000,None,-3760000,None,3760000,144390000,-23541000,None,2700000,-60551000,-4328000,3760000,-55543000,-33940000,-56791000,-54091000,-56223000,GRPN
2022-06-30,USD,133972000,150010000,191770000,19244000,-66512000,123938000,None,200484000,None,-3206000,None,3206000,153216000,-21340000,None,2700000,-88829000,2398000,3206000,-90250000,-70409000,-85623000,-82923000,-91227000,GRPN
