fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,19000,22000,2324000,3000,-4800000,2060000,2759000,4819000,176000,146000,176000,30000,22000,0,None,261000,-4595000,-72000,30000,-4625000,-4586000,-4800000,-4539000,-4595000,ATOM
2024-06-30,USD,-73000,72000,145000,145000,-4630000,1832000,2589000,4557000,None,150000,185000,35000,None,None,None,71000,-4361000,None,None,-4361000,-6000,-4326000,-4255000,-4361000,ATOM
2024-03-31,USD,-15000,2460000,2475000,33000,-5034000,2161000,2858000,5019000,205000,-39000,205000,39000,18000,None,None,281000,-4822000,339000,39000,-4822000,-4823000,-5034000,-4753000,-4822000,ATOM
2023-12-31,USD,522000,3158000,2636000,28000,-4797000,2327000,2992000,5319000,195000,-43000,195000,43000,553000,3000,None,281000,-4580000,31000,43000,-44000,-41000,-4797000,-4516000,-4580000,ATOM
2023-09-30,USD,0,2332000,2332000,0,-5353000,2048000,3305000,5353000,177000,-47000,177000,47000,0,72000,None,284000,-5039000,119000,47000,-5039000,-5040000,-5353000,-5069000,-5039000,ATOM
2023-06-30,USD,0,2458000,2458000,0,-5360000,2168000,3192000,5360000,152000,-51000,152000,51000,0,-2000,None,290000,-5152000,51000,51000,-5152000,-5152000,-5360000,-5070000,-5152000,ATOM
2023-03-31,USD,0,2422000,2422000,0,-5167000,2131000,3036000,5167000,199000,-53000,199000,53000,0,2000,None,291000,-5019000,-201000,53000,-5019000,-5021000,-5167000,-4876000,-5019000,ATOM
2022-12-31,USD,5000,2184000,2179000,0,-4406000,1888000,2523000,4411000,189000,-55000,189000,55000,5000,0,None,291000,-4272000,0,55000,-4272000,-4272000,-4217000,-3926000,-4272000,ATOM
2022-09-30,USD,2000,2216000,2214000,0,-4655000,1914000,2743000,4657000,113000,-60000,113000,60000,2000,0,None,300000,-4602000,0,60000,-4602000,-4602000,-4542000,-4242000,-4602000,ATOM
2022-06-30,USD,0,2333000,2333000,0,-4447000,2014000,2433000,4447000,35000,-69000,35000,69000,0,35000,None,319000,-4481000,0,69000,-4481000,-4481000,-4412000,-4093000,-4481000,ATOM
2022-03-31,USD,294000,304000,2373000,81000,-4018000,1973000,2339000,4312000,3000,-71000,3000,71000,375000,0,None,319000,-4086000,0,71000,-4086000,-4086000,-4015000,-3696000,-4086000,ATOM
2021-12-31,USD,0,7630000,7630000,0,-4073000,1824000,2249000,4073000,2000,-76000,2000,76000,0,2000,None,321000,-4147000,18000,76000,-4165000,-4099000,-4071000,-3750000,-4165000,ATOM
2021-09-30,USD,0,1904000,1904000,0,-4136000,1904000,2232000,4136000,2000,-52000,2000,52000,0,2000,None,211000,-4186000,17000,52000,-4203000,-4203000,-4134000,-3923000,-4203000,ATOM
2021-06-30,USD,0,0,1643000,0,-3712000,1643000,2069000,3712000,3000,0,3000,0,0,3000,None,61000,-3709000,17000,0,-3726000,-3726000,-3709000,-3712000,-3726000,ATOM
2021-03-31,USD,400000,400000,1779000,0,-3608000,1779000,2229000,4008000,2000,0,2000,0,400000,2000,None,53000,-3606000,14000,0,-3620000,-3620000,-3606000,-3608000,-3620000,ATOM
2020-12-31,USD,0,0,-4895000,0,-3877000,1650000,2227000,3877000,1000,42000,42000,0,0,None,None,40000,-3876000,0,0,75000,75000,-3876000,-3877000,-3876000,ATOM
2020-09-30,USD,0,0,1530000,0,-3579000,1530000,2049000,3579000,1000,0,1000,0,0,1000,None,46000,-3578000,0,0,-3578000,-3578000,-3578000,-3579000,-3578000,ATOM
2020-06-30,USD,0,0,1695000,0,-3781000,1695000,2086000,3781000,2000,2000,2000,None,0,2000,None,47000,-3779000,0,None,-3779000,-3779000,-3781000,-3781000,-3779000,ATOM
2020-03-31,USD,49000,62000,1683000,13000,-3683000,1670000,2062000,3732000,38000,38000,38000,None,62000,38000,None,46000,-3645000,0,None,-3645000,-3645000,-3683000,-3683000,-3645000,ATOM
2019-12-31,USD,109000,138000,29000,29000,-3106000,1397000,1818000,3215000,None,60000,60000,None,None,None,None,145000,-3046000,-145000,None,77000,77000,-3106000,-3106000,-3046000,ATOM
2019-09-30,USD,50000,254000,204000,204000,-3175000,1479000,1746000,3225000,89000,89000,89000,None,254000,89000,None,12000,-3086000,-12000,None,-3086000,-3086000,-3175000,-3175000,-3086000,ATOM
2019-06-30,USD,50000,70000,20000,20000,-3720000,1713000,2057000,3770000,86000,86000,86000,None,70000,86000,None,11000,-3634000,-11000,None,-3634000,-3634000,-3720000,-3720000,-3634000,ATOM
2019-03-31,USD,71000,71000,0,0,-3624000,1568000,2127000,3695000,90000,90000,90000,None,71000,90000,None,10000,-3534000,-10000,None,-3534000,-3534000,-3624000,-3624000,-3534000,ATOM
2018-12-31,USD,115000,150000,35000,35000,-3290000,1437000,1968000,3405000,None,None,None,None,None,None,None,9000,-3199000,-9000,None,-164000,-164000,-3290000,-3290000,-3199000,ATOM
2018-09-30,USD,0,0,0,3475000,-3483000,1561000,1922000,3483000,48000,None,None,None,None,48000,None,8000,-3435000,None,None,-3435000,-3435000,-3483000,-3475000,-3435000,ATOM
2018-06-30,USD,-17000,96000,113000,113000,-3221000,1466000,1738000,3204000,50000,None,None,None,None,50000,None,8000,-3171000,None,None,-3171000,-3171000,-3221000,-3213000,-3171000,ATOM
2018-03-31,USD,0,0,0,39000,-3139000,1449000,1690000,3139000,47000,None,None,None,None,47000,None,8000,-3092000,-8000,None,-3092000,-3092000,-3139000,-3139000,-3092000,ATOM
2017-12-31,USD,71000,110000,39000,39000,-2652000,1399000,1324000,2723000,42000,148000,148000,0,None,None,None,6000,-2610000,-6000,0,-1718000,-1718000,-2652000,-2652000,-2610000,ATOM
2017-09-30,USD,0,0,0,3322000,-3326000,1724000,1602000,3326000,42000,0,None,0,None,42000,None,4000,-3284000,38000,0,-3284000,-3284000,-3326000,-3284000,-3284000,ATOM
2017-06-30,USD,0,0,0,3660000,-3664000,2220000,1444000,3664000,36000,0,None,0,None,34000,None,4000,-3630000,-2000,0,-3630000,-3630000,-3664000,-3626000,-3630000,ATOM
2017-03-31,USD,0,None,0,3563000,-3568000,2112000,1456000,3568000,28000,0,None,0,None,24000,None,5000,-3544000,-9000,0,-3544000,-3544000,-3568000,-3544000,-3544000,ATOM
2016-12-31,USD,6436000,2640000,-3796000,None,-3434000,2210000,1236000,3434000,21000,0,None,0,None,None,None,5000,-3413000,16000,0,7867000,7867000,-3434000,-3413000,-3413000,ATOM
2016-09-30,USD,-3162000,None,1832000,None,-2783000,1832000,941000,2783000,6000,-1330000,None,1330000,None,6000,None,4000,-4096000,6000,1330000,-4096000,-4096000,-2783000,-2762000,-4107000,ATOM
2016-06-30,USD,-984000,None,984000,None,-1853000,984000,867000,1853000,2000,-748000,None,748000,None,None,None,3039,-2597000,2000,748000,-1851000,-1851000,-1853000,-1845961,-2599000,ATOM
